QuestionID,MCAN,ImageID
440991005,basket,440991
440991008,10,440991
440991009,green,440991
440991011,grapes,440991
5247000,5,5247
5247002,no,5247
529539001,3,529539
241174003,black,241174
241174004,posing,241174
529549001,older,529549
529549002,4,529549
398489002,0,398489
529568000,kitchen,529568
529568002,counter,529568
136355002,home,136355
136355004,white,136355
136355008,9,136355
398505002,1,398505
398505007,shallow,398505
267434000,field,267434
267434004,6,267434
267434005,6,267434
398507001,6,398507
398507003,army,398507
398507004,wood,398507
398507005,wood,398507
529590004,yes,529590
568863000,water,568863
568863001,street,568863
568863003,street,568863
568863004,person,568863
568863005,stop,568863
568863007,25,568863
398525001,stop,398525
398525003,silver,398525
398534002,happy,398534
398534006,red,398534
398534013,up,398534
398537000,butterfly,398537
398537003,flying kite,398537
398537006,man,398537
398537009,hello kitty,398537
5325000,man,5325
5325002,sitting,5325
136400001,yes,136400
136400002,dry,136400
136400003,stop,136400
398548000,floor,398548
503332001,blue,503332
136411001,no 1,136411
136411002,nothing,136411
136411003,8,136411
187852002,no,187852
529631001,woman,529631
529631002,wine glass,529631
480275001,purple,480275
480275003,10,480275
432993001,jump,432993
398563002,good,398563
529636000,6,529636
529636004,3,529636
398567000,2,398567
398567004,power,398567
398567006,electronics,398567
398567008,camera,398567
398567009,man,398567
398567011,desk,398567
398567013,camera,398567
5352002,1,5352
5352010,soda,5352
5352023,brown,5352
5352024,brown,5352
5356003,plane,5356
529649000,1,529649
529649004,nothing,529649
398580006,away,398580
136440001,american,136440
571931001,outside,571931
267521003,2,267521
267521004,airport,267521
267521005,no,267521
267521008,yes,267521
267521010,2,267521
267521011,no,267521
267521016,canada,267521
267521021,canada,267521
267521022,american,267521
267521023,old,267521
267521026,no,267521
267521027,people,267521
267521028,yes,267521
529670001,frisbee,529670
5385000,green,5385
5385001,25,5385
5385006,9,5385
5385008,25,5385
5385009,9,5385
5385010,no,5385
136458000,pink,136458
136458006,papers,136458
136458008,iphone,136458
136458009,canon,136458
136458013,pink,136458
136458014,yes,136458
398606002,picture,398606
398606003,picture,398606
136464005,fence,136464
136464006,6,136464
136464007,no,136464
267537000,unknown,267537
529698003,2,529698
5412001,tile,5412
398637000,people,398637
398637011,business,398637
314426000,2,314426
314426001,night,314426
136501002,no,136501
398652001,flowers,398652
5437002,cold,5437
398661001,6,398661
131980000,0,131980
131980001,brick,131980
131980002,chair,131980
398682000,4,398682
529762001,dessert,529762
529762003,cutting cake,529762
5476000,ocean,5476
5476001,3,5476
5477000,china,5477
136552000,0,136552
136555000,clothes,136555
267628000,50,267628
267628001,no,267628
267628003,8,267628
568893002,living room,568893
267643000,christmas,267643
267643001,luggage,267643
5502000,kite flying,5502
5502003,circle,5502
5503001,stop,5503
5503002,no,5503
398722002,yes,398722
398726004,1,398726
398727001,shrimp,398727
136584002,wire,136584
136584003,yes,136584
5513000,cotton,5513
529806004,playing baseball,529806
267664000,night,267664
136596004,0,136596
529813001,dog,529813
267670005,yes,267670
267670007,yes,267670
267670009,sink,267670
5529001,snow,5529
398746000,fence,398746
398748003,water,398748
5535001,yes,5535
5535002,city,5535
5535003,main street,5535
5535004,green,5535
398753001,grass,398753
398753003,baseball,398753
398753006,yes,398753
267683001,light,267683
267684000,2,267684
267684002,black,267684
267684005,red,267684
267684006,yes,267684
398758005,refrigerator,398758
398758006,kitchen,398758
267694007,yes,267694
267694013,4,267694
267694020,0,267694
267694025,broccoli,267694
267694026,vegetables,267694
136624004,bread,136624
136624009,potatoes,136624
136633002,food,136633
529850002,suitcase,529850
529850003,man,529850
267710002,2,267710
5569001,shirt,5569
136642003,no,136642
136642004,13,136642
136642008,boundaries,136642
136642011,yes,136642
136644002,water,136644
5577001,nothing,5577
5577008,black and white,5577
267725001,no,267725
267725003,couch,267725
398798002,tennis player,398798
398810000,yes,398810
398810003,window,398810
5595001,9,5595
5595003,unknown,5595
5595004,4,5595
5599000,yes,5599
5599003,green,5599
5599010,green,5599
5600002,carrot,5600
5601003,boats,5601
398818003,on table,398818
136680000,high,136680
136680003,no,136680
136681000,tie,136681
5617001,3,5617
529917002,nothing,529917
5635001,stop,5635
5635002,stop,5635
136715001,police,136715
5644003,ramp,5644
136718001,yes,136718
136718002,typing,136718
136722000,8,136722
136722013,4,136722
327527001,stripes,327527
5652000,0,5652
529944000,vest,529944
267802001,5,267802
267802002,cars,267802
576305002,yes,576305
398882000,people,398882
398884003,2,398884
398884004,yes,398884
5673001,reading,5673
5673002,graffiti,5673
529966000,1,529966
529966001,wall,529966
529966004,right,529966
529966005,glass,529966
547081000,right,547081
547081001,coat,547081
398905000,left,398905
398905001,guitar,398905
267837000,left,267837
267837001,jacket,267837
136768002,25,136768
136770001,hat,136770
136770005,2,136770
136770006,tree,136770
136772000,strawberry,136772
5706000,no,5706
136780001,flowers,136780
398927001,robin,398927
5713000,no,5713
5713002,nothing,5713
267861000,2,267861
267861001,motorcycle,267861
267861002,yes,267861
267862000,no,267862
136793001,yes,136793
5723001,8,5723
5724002,1,5724
530013000,red sox,530013
530013001,b,530013
267875000,wires,267875
398948000,sandwich,398948
398948001,ham,398948
136807002,gray,136807
530033000,no,530033
530033002,standing,530033
136820002,yes,136820
5754002,12,5754
5754003,paper,5754
5754004,12,5754
5754007,12,5754
5754013,sugar,5754
5754015,9,5754
5754017,12,5754
5754018,0,5754
5754028,12,5754
5754029,0,5754
5754030,12,5754
5754032,12,5754
5758002,noon,5758
5758003,3,5758
267903006,no,267903
267903007,yes,267903
530052002,20,530052
267910009,1,267910
267910010,table,267910
454102002,15,454102
136841000,no,136841
136841001,phone,136841
136846001,0,136846
136846002,truck,136846
398992000,reading,398992
398992001,bird,398992
441009002,2,441009
267932001,man,267932
267933001,running,267933
267933003,20,267933
267940003,boat,267940
267942001,stainless steel,267942
267942002,protection,267942
5802001,yes,5802
5804000,no,5804
528142003,neither,528142
267951002,grass,267951
530099002,car,530099
5816002,yes,5816
503412000,table,503412
503412006,floor,503412
5820002,no,5820
399049002,slow,399049
136911000,coffee,136911
136911002,6,136911
136911003,strawberries,136911
136911005,0,136911
399058000,words,399058
136915000,man,136915
136920002,1,136920
267998000,peace,267998
267998001,unknown,267998
267998002,no,267998
268000001,train,268000
136929000,6,136929
136929001,0,136929
136929003,0,136929
126766000,background,126766
126766005,trees,126766
5860000,coca cola,5860
5860001,beer,5860
568956000,umbrella,568956
568956002,phone,568956
136938002,safety,136938
136938003,cooking,136938
530162000,store,530162
530162002,unknown,530162
5879000,no,5879
328661005,9,328661
268058000,blue,268058
268058003,pink,268058
268058004,mouse,268058
268058006,flowers,268058
268059001,3,268059
136988003,drinking,136988
136988005,no,136988
987000,dishes,987
987001,food,987
987002,stove,987
530212000,umbrellas,530212
530212002,4,530212
530212003,6,530212
530226000,2,530226
399164001,3,399164
137028003,home,137028
137031001,0,137031
137031002,red,137031
137031006,2,137031
5965000,person,5965
530259001,no,530259
530265000,brown,530265
530265001,himself,530265
530266002,back,530266
297698001,yes,297698
297698002,no,297698
399205000,ground,399205
530278001,silver,530278
530278002,modern,530278
530278003,yes,530278
5992000,3,5992
289842000,kia,289842
399212003,orange,399212
399212004,yes,399212
399212006,gray,399212
399212009,gray,399212
399212013,gray,399212
399212014,yes,399212
399212020,3,399212
6005000,4,6005
6005002,1 on right,6005
6012002,4,6012
137085001,7,137085
137085002,flowers,137085
205333000,cloudy,205333
205333004,ski lift,205333
530317002,2,530317
530317007,no,530317
530317011,fishing,530317
6033001,cow,6033
137108000,noon,137108
6040000,3,6040
6040004,0,6040
310082000,brown,310082
137118000,0,137118
137120001,night,137120
137120002,burton,137120
530337003,0,530337
530337004,tennis,530337
530337008,no,530337
399269000,refrigerator,399269
399269003,refrigerator,399269
399274001,sitting,399274
399274002,usa,399274
399274003,2,399274
547144001,work,547144
268215000,carrots,268215
268215005,carrots,268215
268215011,blue and white,268215
268215014,carrots,268215
268215018,carrots,268215
268215020,carrots,268215
268215024,carrots,268215
6074005,food,6074
6074007,ford,6074
6074009,ice cream,6074
6074010,unknown,6074
6074012,green,6074
399296001,8,399296
399297000,kites,399297
399297003,bird,399297
399297005,0,399297
399297008,fish,399297
399297010,grass,399297
137156000,busy,137156
268229000,sandals,268229
268229001,couch,268229
268233001,plate,268233
6091000,paint,6091
6091001,road,6091
530383000,helmet,530383
530383001,striped,530383
530384000,no,530384
530384001,4,530384
530384002,yes,530384
268247001,rose,268247
268254003,blue,268254
268254004,nothing,268254
268254006,microwave,268254
268254007,yes,268254
268254008,2,268254
137188001,chinese,137188
399349001,left,399349
175785002,table,175785
175785004,yes,175785
175785007,yellow,175785
175785012,dining room,175785
175785018,icing,175785
175785024,1,175785
175785029,blue,175785
175785037,flowers,175785
175785041,0,175785
137221001,red,137221
137221002,no,137221
530439005,white,530439
530439007,painting,530439
399369000,hand,399369
137227000,china,137227
137227001,store,137227
399377001,0,399377
399377002,hot dog,399377
530457000,flowers,530457
530457001,7,530457
530461001,noon,530461
137246002,outside,137246
530466002,photographer,530466
399400000,up,399400
399400002,2,399400
481628002,ducks,481628
481628005,2,481628
137260003,4,137260
137260004,no,137260
137260007,4,137260
137260009,pink,137260
399415000,headband,399415
399415001,sneakers,399415
399415002,frisbee,399415
399416000,not sure,399416
399416001,no,399416
525322009,jets,525322
525322011,blue and yellow,525322
525322013,engine,525322
6211004,4,6211
268356001,1,268356
268356002,noon,268356
6213008,light,6213
6213009,wood,6213
268363004,nothing,268363
268363005,playing,268363
6220002,12,6220
137297001,bud light,137297
6226001,0,6226
268371002,9,268371
268371005,9,268371
268371007,9,268371
268371011,4,268371
268371012,4,268371
268371013,military,268371
268371016,9,268371
268375000,grass,268375
268375001,3,268375
268375002,left,268375
530520007,purple,530520
268378000,birthday,268378
137315001,3,137315
399462001,field,399462
137321000,0,137321
268394000,rubber,268394
268396001,0,268396
268396003,yes,268396
268400001,white,268400
137330001,1,137330
6266000,banana,6266
6266001,elephant,6266
268412000,tree,268412
268412007,roof,268412
268412009,no,268412
268413000,6,268413
268413001,pizza,268413
268413002,dinner,268413
268413003,pizza,268413
268413004,0,268413
268413005,0,268413
530571000,3,530571
530571001,person,530571
268433002,tower,268433
268433004,night,268433
268433005,4,268433
268433009,yes,268433
137362001,5,137362
137362003,6,137362
137362004,orange,137362
530583001,vase,530583
530583002,red and blue,530583
137369001,basket,137369
399516000,round,399516
399516002,yes,399516
399516003,sugar,399516
328730000,left,328730
328730004,yes,328730
328730006,8,328730
328730008,no,328730
530590001,smartphone,530590
6306001,neither,6306
6306002,20,6306
399532001,leaves,399532
137395000,1,137395
268469000,yamaha,268469
399545000,girl,399545
399545001,china,399545
137402002,nothing,137402
137402006,light,137402
530620000,parked,530620
530620002,truck,530620
268478002,10,268478
137412000,no,137412
137413000,sleeping,137413
530630001,lettuce,530630
530630002,china,530630
530631002,no,530631
399560003,chair,399560
6347000,camera,6347
268496001,0,268496
268496005,california,268496
268496007,4,268496
399570001,sitting,399570
399570002,4,399570
399570004,no,399570
399573000,5,399573
399582003,nothing,399582
530656001,no,530656
358103003,yes,358103
358103004,4,358103
358103005,no,358103
358103006,nowhere,358103
358103009,counter,358103
1064001,no,1064
399605000,ocean,399605
268541000,yes,268541
268541001,no,268541
137475002,0,137475
137479000,2,137479
137479002,luggage,137479
399626001,14,399626
399626002,yes,399626
6415001,carrots,6415
6415003,brown,6415
6415006,left,6415
137490000,small,137490
137490002,car,137490
137490003,sparrow,137490
399636000,0,399636
399636006,6,399636
137496001,on ground,137496
137496002,yes,137496
137496003,hotel,137496
137496006,jet,137496
137496007,2,137496
6437001,swimming,6437
399655000,dog,399655
399665001,2,399665
399665002,green,399665
197685000,fishing,197685
6471000,baseball,6471
6471003,yes,6471
6471007,white,6471
6471008,13,6471
306914000,fish,306914
6484000,yes,6484
6484002,bread,6484
6484004,blue and white,6484
6484005,apple,6484
6484012,2,6484
399703001,fire hydrant,399703
399703002,yes,399703
137560001,black,137560
137560002,no,137560
530777002,no,530777
530777003,3,530777
6497000,hay,6497
1083003,2,1083
137577002,white,137577
137577006,yes,137577
137578001,yes,137578
137578002,cleaning,137578
137586000,motorcycle,137586
137586003,goggles,137586
137586006,harley,137586
137586008,2010,137586
137595001,night,137595
399741003,2,399741
399741005,yes,399741
6527000,night,6527
6527002,5,6527
6527003,clock,6527
6527004,wall,6527
6527005,12,6527
6527007,yes,6527
6527008,4,6527
6527010,5,6527
399744001,15,399744
399744008,15,399744
399744020,apples,399744
132161000,plate,132161
137612002,do not enter,137612
268693001,pole,268693
268693002,no,268693
399769001,yes,399769
399769002,yes,399769
137634000,0,137634
530854000,2,530854
530854002,red and blue,530854
530854009,playing,530854
268717000,blue,268717
268717002,cold,268717
399790001,red sox,399790
399790002,stop,399790
6579000,yes,6579
6579001,nothing,6579
6580003,yes,6580
268725000,yes,268725
268725003,racing,268725
137654000,no,137654
137654001,no,137654
137654002,24,137654
137654003,nothing,137654
137654004,24,137654
328777000,0,328777
268729000,2,268729
6589002,bed,6589
268742000,cooking,268742
268742002,4,268742
268745007,20,268745
268745008,2,268745
268745009,2,268745
268745013,yes,268745
399822002,10,399822
6608000,2,6608
6608002,computer,6608
175864001,yes,175864
137682000,shallow,137682
137682002,unknown,137682
268755004,no,268755
6614000,4,6614
6614001,plate,6614
399832001,lot,399832
530905000,scissors,530905
530905001,2,530905
399839001,happiness,399839
399839002,at camera,399839
530913001,4,530913
268770000,parking,268770
268770001,cars,268770
268770002,1 way,268770
399851000,20,399851
399851001,brown,399851
399851002,no,399851
530934002,yes,530934
399864003,7,399864
399864004,4,399864
399865000,p,399865
399865002,garage,399865
530941000,no,530941
530941004,1,530941
530941011,beach,530941
530941019,sand,530941
137727005,waiting,137727
137727007,bridge,137727
137727015,gray,137727
399873000,no,399873
399873001,paper,399873
6658001,black and white,6658
6662001,sleeping,6662
530952000,school,530952
530952002,seagulls,530952
6672001,2,6672
6673005,2,6673
399893002,old,399893
350639000,2,350639
350639001,man,350639
350639002,no,350639
350639005,bag,350639
530975003,plastic,530975
399905000,4,399905
399905005,school,399905
137763002,sink,137763
268854003,beach,268854
6720000,food,6720
6720001,no,6720
6720003,0,6720
399942000,no,399942
399942003,church,399942
399942004,sidewalk,399942
399942005,20,399942
531018001,no,531018
137803002,8,137803
531023001,clean,531023
531023002,2,531023
531023003,no,531023
137809001,rainbow,137809
137809003,5,137809
137811003,0,137811
137811004,3,137811
268885002,at camera,268885
531036003,24,531036
285114002,not very,285114
137822000,nothing,137822
399968004,polo,399968
531044001,right,531044
531044011,field,531044
531047001,no,531047
6763000,blue,6763
6763001,no,6763
137842003,standing,137842
137842004,20,137842
137842006,no,137842
6771002,woman,6771
531061001,motorcycle,531061
531061009,no,531061
399991002,0,399991
531069002,yes,531069
399998000,17,399998
399998001,1,399998
399998002,17,399998
399998003,first,399998
399998004,crosswalk,399998
268938000,0,268938
241431000,0,241431
531086002,no,531086
531086003,refrigerator,531086
268943002,fishing,268943
268943005,kite,268943
268944001,jet,268944
275881001,boat,275881
275881007,0,275881
275881010,0,275881
275881011,yes,275881
275881019,yes,275881
275881022,yes,275881
531092004,nothing,531092
531092011,no,531092
531092014,turkey,531092
531092017,yes,531092
6810002,noon,6810
88517003,pole,88517
88517004,stop,88517
88517005,stop,88517
88517006,yes,88517
88517007,stop,88517
531115000,leaves,531115
531115001,yes,531115
531115002,yes,531115
400044002,tall,400044
132210000,box,132210
132210003,no,132210
400046004,3,400046
400048001,family,400048
306974001,yes,306974
531126001,12,531126
531128002,3,531128
268987002,water,268987
531134000,happy,531134
531134001,red,531134
531135000,0,531135
531135001,3,531135
268992002,nothing,268992
268996001,new york,268996
268996002,wall,268996
6854000,0,6854
531143000,3,531143
531143001,brown,531143
531143002,tree,531143
531144001,0,531144
531144002,3,531144
269006002,2,269006
6864002,yes,6864
137938000,cheese,137938
137938001,cheese,137938
6870000,9,6870
269015002,yes,269015
269017000,no,269017
269017002,yes,269017
531163000,winter,531163
531163004,unknown,531163
531163006,bus,531163
531167001,toilet,531167
137954006,yes,137954
137954007,boy,137954
137954014,chair,137954
531178002,man,531178
44839000,5,44839
269037000,graffiti,269037
269038000,0,269038
269038001,0,269038
137967001,plaster,137967
137967002,no,137967
137967003,10,137967
6896004,looking,6896
6896006,yes,6896
531189000,fire hydrant,531189
6906000,yes,6906
400123003,wall,400123
400123012,sink,400123
400123013,dawn,400123
400123015,down,400123
400123018,white,400123
136218000,no,136218
269058000,25,269058
269058002,glove,269058
137992000,green,137992
137993001,stone,137993
400139001,3,400139
531232008,building,531232
269089001,lettuce,269089
531234000,yes,531234
138022000,2,138022
138022002,walking,138022
138022006,truck,138022
138022007,6,138022
138022008,van,138022
138022009,luggage,138022
6954000,4,6954
531244001,nothing,531244
400178001,warning,400178
279561001,windows,279561
279561003,paper,279561
138040000,no,138040
269113001,2,269113
400189007,1,400189
400189008,0,400189
400189010,no,400189
531264000,tie,531264
531264001,5,531264
269121002,yes,269121
138054001,28,138054
138054002,yes,138054
138054003,bank of america,138054
138057003,yes,138057
400202004,cloudy,400202
531286001,new york,531286
531286002,downtown,531286
531286006,9,531286
138073001,no,138073
138075000,3,138075
138075001,girl,138075
138078008,left,138078
138079006,curtain,138079
138079007,nothing,138079
138079008,nothing,138079
531299021,no,531299
138086001,no,138086
459922000,no,459922
459922002,farm,459922
459922004,ford,459922
400238001,posing,400238
400238002,0,400238
400238004,nothing,400238
7023003,safety,7023
138096002,skateboarding,138096
138096006,skateboard,138096
138096008,pink,138096
269172000,bike,269172
269172002,yes,269172
269172005,party,269172
269172006,bike,269172
269172007,2,269172
531327000,0,531327
138115000,short,138115
138115001,no,138115
531334002,both,531334
531335000,posing,531335
400265000,floor,400265
400265001,no,400265
400265002,no,400265
7050002,no,7050
531349002,right,531349
531350004,white,531350
7072002,no 1,7072
219632002,frisbee,219632
138151000,noon,138151
138151002,pole,138151
66717000,closed,66717
66717001,can't tell,66717
328862001,4,328862
7096000,front,7096
7096001,2,7096
400317007,nike,400317
138175001,right,138175
7107000,9,7107
7107002,12,7107
7107004,no,7107
269253003,wall,269253
269254000,no,269254
269254001,woman,269254
138185000,4,138185
138185001,black,138185
7115000,black,7115
7115002,0,7115
44877002,no,44877
400336000,yes,400336
138196000,right,138196
138196004,2,138196
138196006,2,138196
7125000,red,7125
7125005,0,7125
531414002,no,531414
531415002,table,531415
400347000,no,400347
400347002,yes,400347
138204000,bulldog,138204
138204001,couch,138204
269282000,yes,269282
269282001,0,269282
269282002,1950,269282
531433000,donuts,531433
531433002,donuts,531433
138220001,flowers,138220
307026003,yes,307026
269306002,4,269306
269311002,no,269311
138241000,american,138241
138241001,broccoli,138241
138241002,no,138241
269316000,right,269316
269316002,no,269316
138246002,2,138246
138246005,modern,138246
138246006,2,138246
138246007,yes,138246
400401004,camo,400401
400401005,3,400401
269344002,no,269344
7202001,6,7202
531495003,white and blue,531495
263346002,united,263346
263346016,united,263346
263346020,caution,263346
269358000,christmas,269358
547336000,ground,547336
531510000,apple,531510
531510002,office,531510
531512000,texting,531512
400453001,no,400453
400453005,meat,400453
400453006,4,400453
7241000,sign,7241
7241002,donut,7241
531532005,belt,531532
547341002,nothing,547341
269394000,0,269394
269394002,no,269394
269394003,0,269394
269395000,food,269395
7253001,no,7253
7267001,branch,7267
7267003,branch,7267
269417001,nothing,269417
269417003,0,269417
269417008,silver,269417
269417009,standing,269417
269417010,camera,269417
269417011,bulldog,269417
269419000,night,269419
7276002,fern,7276
7278000,,7278
7278001,yes,7278
7278002,reflection,7278
7278004,yes,7278
7278005,green,7278
7278007,green,7278
7278008,green,7278
7278010,high,7278
7281000,7,7281
400507001,air canada,400507
400507002,no,400507
531581000,happy,531581
531581004,white,531581
531581008,smile,531581
531585002,0,531585
400516002,no,400516
269450000,6,269450
269450003,no,269450
138382005,cheese,138382
138382008,fish,138382
400528000,taking picture,400528
400528002,words,400528
531607000,yes,531607
7320000,0,7320
400538001,10,400538
400538003,business,400538
7325000,passenger,7325
7325002,bird,7325
7325004,on ground,7325
7325005,street,7325
7325008,no,7325
400547001,3,400547
7333000,no,7333
400552000,candles,400552
400552001,0,400552
400552002,yes,400552
400552003,right,400552
400554003,dirt,400554
400567009,yes,400567
400567010,black and white,400567
400569001,yes,400569
400569002,star,400569
7355000,0,7355
7355001,red,7355
7355002,mercedes,7355
7355004,0,7355
7355006,gas,7355
7355008,double decker,7355
269511000,concrete,269511
269511001,white,269511
394444002,brown,394444
394444004,red,394444
394444007,red,394444
394444008,red,394444
394444014,red,394444
394444022,man,394444
138446001,nothing,138446
400596000,black,400596
400596001,1,400596
400596002,blue,400596
7386002,outside,7386
7398000,8,7398
7398002,no,7398
138477006,yes,138477
531697000,stop,531697
531697002,4,531697
66771000,3,66771
66771001,coffee,66771
66771002,3,66771
66771003,coffee,66771
531703002,yes,531703
531707000,3,531707
531707002,yes,531707
138492001,1,138492
531710000,4,531710
531710001,snow,531710
138503001,no,138503
400658004,yes,400658
7444000,street,7444
7444001,no,7444
7444002,unknown,7444
138517000,woman,138517
138517001,sandwich,138517
531735001,people,531735
531735002,paint,531735
531735003,graffiti,531735
531735004,4,531735
531735006,4,531735
531735009,0,531735
531739000,car,531739
269600000,noon,269600
269600002,big ben,269600
394460001,2,394460
394460006,yes,394460
138550002,0,138550
176009000,surfboard,176009
176009002,no,176009
138553001,5,138553
138553002,25,138553
138556003,2,138556
269632003,waiting,269632
531784002,on table,531784
531784004,books,531784
416311001,3,416311
138573001,bears,138573
400719003,20,400719
400719014,no,400719
531796002,white and green,531796
531797002,0,531797
531798000,green,531798
531798001,pepper,531798
531803002,snow,531803
138589000,people,138589
7519000,red,7519
7519002,bowl,7519
7519003,paper,7519
7522003,mother,7522
531816002,teddy bear,531816
138601001,bus,138601
138601003,metro,138601
138601004,stop,138601
138601005,asia,138601
269678003,white,269678
269678024,floor,269678
269678026,no,269678
269678028,wall,269678
269678031,bedroom,269678
269682002,unknown,269682
269682004,1 way,269682
269689001,yes,269689
394474001,baby,394474
7556000,round,7556
7556002,10,7556
222842001,milk,222842
7559000,5,7559
7559003,3,7559
531852000,2,531852
138639001,5,138639
138639004,0,138639
138644001,no,138644
138644002,10,138644
197870002,bird,197870
7574001,water,7574
7574003,dishes,7574
138648000,noon,138648
138648001,stone,138648
138648002,stop,138648
269721001,spectators,269721
269721006,baseball,269721
269721008,3,269721
269721009,yes,269721
269721010,yes,269721
269721011,baseball field,269721
269721015,no,269721
400794000,yes,400794
400794002,beard,400794
138653000,horse,138653
138653001,horses,138653
138653002,pink,138653
400803001,unknown,400803
400803002,inside,400803
269736000,1,269736
269736006,2,269736
400815000,no,400815
400815001,yes,400815
400815002,yes,400815
400815004,red,400815
400815005,bench,400815
400815006,train,400815
400815007,nothing,400815
400815011,right,400815
531896000,brown,531896
531896003,suitcase,531896
285258001,2,285258
531909000,gothic,531909
531909001,curtain,531909
531917002,park,531917
531917004,2,531917
400851003,10,400851
400853000,bikes,400853
269784000,head,269784
269784004,yellow,269784
154193001,man,154193
138730000,6,138730
138730001,military,138730
138730002,unknown,138730
138730003,green,138730
138730009,yes,138730
138730010,ice cream,138730
138730011,china,138730
138730012,fedex,138730
400886002,morning,400886
269815003,reading,269815
269815004,no,269815
7673001,3,7673
531970002,red,531970
138755000,church,138755
138755004,noon,138755
269831003,white,269831
372652004,basket,372652
7690000,red,7690
400907000,yes,400907
400907003,surfboard,400907
400916000,keyboard,400916
400916003,0,400916
400922002,1,400922
400922003,sign,400922
531995000,floor,531995
531995002,flip flops,531995
400925007,red,400925
400925009,right,400925
400925015,0,400925
400925020,0,400925
400925024,wii remote,400925
400925025,nothing,400925
400925026,red,400925
138784002,no,138784
269867000,no,269867
269867002,nothing,269867
7726002,bus,7726
269873000,sidewalk,269873
269879001,pizza,269879
269879002,cheese,269879
269879004,yes,269879
269879006,veggie,269879
1290001,0,1290
138819001,pedestal,138819
138821002,head,138821
532043001,no,532043
532043004,cow,532043
532043007,2 feet,532043
138832001,no,138832
138832002,daytime,138832
400981002,chase,400981
400981003,woman,400981
400981006,mercedes,400981
138838005,beach,138838
400983003,background,400983
400985002,coffee,400985
532058001,red and white,532058
532058004,bed,532058
269922000,california,269922
269926001,yellow and blue,269926
7789000,stripes,7789
7789002,nothing,7789
401010000,window,401010
7795001,2,7795
532085002,stop,532085
269949002,noon,269949
269949003,church,269949
132373000,4,132373
132373002,modern,132373
132373003,yes,132373
132373004,3,132373
401024002,brush,401024
7816002,0,7816
7816003,yes,7816
7818000,clear,7818
269964001,yes,269964
269975001,3,269975
269975008,2,269975
532126001,yes,532126
532129000,cheese,532129
460059000,white,460059
460059003,yellow,460059
401061003,photographer,401061
401068001,circle,401068
401068002,tree,401068
532142003,yes,532142
270001001,american,270001
270001006,bread,270001
270001009,bun,270001
270001010,plate,270001
270001012,1,270001
307145001,silver,307145
307145002,modern,307145
270009002,yellow,270009
401088000,yes,401088
401088002,no,401088
7873001,no,7873
7873002,china,7873
154230001,stuffed animal,154230
206809000,fish,206809
138954000,3,138954
88695002,brown,88695
88695012,floral,88695
88695013,brown,88695
7888000,4,7888
138965001,0,138965
138965002,no,138965
401112001,brown,401112
138970001,yes,138970
7899002,plaid,7899
270045002,4,270045
270048000,station,270048
270048001,0,270048
401123001,hay,401123
401123002,man,401123
401123003,ground,401123
401123006,luggage,401123
401124002,4,401124
7913000,2,7913
394535001,backpack,394535
394535002,5,394535
401132002,donut,401132
438226002,fries,438226
270066000,suzuki,270066
138995001,bat,138995
532216003,0,532216
139004000,0,139004
139004001,no,139004
139007002,no,139007
139007003,no,139007
7938003,yes,7938
7938005,3,7938
7938007,yes,7938
139011002,stop,139011
401157002,no,401157
547457001,nothing,547457
401163005,white,401163
7952001,2,7952
270097004,taking picture,270097
7961000,coke,7961
7961002,ketchup and mustard,7961
7961003,4,7961
401197000,yes,401197
401197002,umbrella,401197
401197003,4,401197
7989002,0,7989
7991000,orange,7991
270136000,12,270136
401212000,pizza,401212
401212001,0,401212
401212002,pizza,401212
532285003,lake,532285
139072000,unknown,139072
139072002,playing baseball,139072
270148002,nowhere,270148
270148005,fake,270148
532295001,yes,532295
532295002,skiing,532295
532295006,yes,532295
532295007,3,532295
372706002,parked,372706
372706005,clothes,372706
372706007,no,372706
8016002,unknown,8016
139094000,1,139094
401240001,2,401240
401240002,3,401240
401240004,noon,401240
401240006,fence,401240
139097001,yes,139097
139099000,bike,139099
139099004,banana,139099
139099005,banana,139099
139099006,parade,139099
401244021,no,401244
401244023,frisbee,401244
57006000,0,57006
401249000,gold,401249
401249004,yes,401249
401249010,yes,401249
401249011,gold,401249
270185001,no,270185
8042000,wall,8042
8042001,yes,8042
270189002,metal,270189
270189005,cumulus,270189
270189008,top,270189
532338002,airplane,532338
139127002,fishing,139127
139127004,100,139127
8065000,batting,8065
8065001,yes,8065
270215002,no,270215
8080000,no,8080
532381000,sitting,532381
270239001,no,270239
139169002,no,139169
532387002,8,532387
270244009,yes,270244
532390000,china,532390
532390001,flower,532390
532390002,1,532390
532390003,china,532390
401320000,unknown,401320
401320001,2,401320
139181002,gold,139181
401327001,yes,401327
532403000,3,532403
532403001,4,532403
532403005,yes,532403
532403007,scissors,532403
532403008,4,532403
8119002,8,8119
139192000,3,139192
139192001,nothing,139192
139192005,3,139192
8128002,blue,8128
270274000,chinese,270274
270274002,floor,270274
532426000,motorcycle,532426
270303000,yes,270303
270303008,pizza,270303
401384000,10,401384
401384001,0,401384
8170002,4,8170
270316002,no,270316
532463000,2,532463
532463001,purse,532463
139248002,baseball,139248
8179000,2,8179
8180002,yes,8180
8180005,united,8180
8180009,cargo,8180
8180010,logo,8180
8180011,united,8180
8181005,no,8181
8181010,no 1,8181
401398000,fern,401398
401398001,yes,401398
401403002,no,401403
139260000,no,139260
139260003,on plate,139260
