QuestionID,MCAN+ALBERT,ImageID
267515000,1,267515
571931000,umbrella,571931
571931001,street,571931
267521003,2,267521
267521004,no,267521
267521005,no,267521
267521008,yes,267521
267521010,2,267521
267521011,both,267521
267521016,canada,267521
267521021,canada,267521
267521022,american,267521
267521023,old,267521
529670001,frisbee,529670
529670002,shadow,529670
5385000,green,5385
5385001,25,5385
5385006,25,5385
5385008,27,5385
5385009,25,5385
5385010,no,5385
136458006,books,136458
136458008,iphone,136458
136458011,2,136458
398606002,show,398606
398606003,lights,398606
136464005,fence,136464
136464006,3,136464
267537000,new york,267537
136466000,0,136466
529691003,passenger,529691
529691004,3,529691
529698003,2,529698
5412001,0,5412
5412002,soap,5412
398637011,business,398637
314426000,2,314426
314426001,12:00,314426
136501001,yes,136501
398652001,flowers,398652
5437002,cold,5437
5443002,yes,5443
398661001,6,398661
131980000,2,131980
131980001,boat,131980
131980002,office,131980
398666002,3,398666
398666003,3,398666
398666004,no,398666
398682000,yes,398682
529762001,soup,529762
529762003,eating,529762
5476000,ocean,5476
5476001,7,5476
5477000,england,5477
136552000,0,136552
136552001,sidewalk,136552
267625004,no,267625
5486002,rectangle,5486
568893002,living room,568893
267643001,luggage,267643
5502003,circle,5502
398726004,1,398726
398727001,shrimp,398727
398727002,12,398727
136584003,yes,136584
5513001,hat,5513
136596004,blue,136596
529813001,horse,529813
267670007,yes,267670
267670009,sink,267670
136600003,yes,136600
136600005,laptop,136600
5529001,snow,5529
398746000,trees,398746
398748003,water,398748
5535001,yes,5535
5535002,nothing,5535
5535003,main,5535
5535004,green,5535
398753001,grass,398753
398753003,baseball,398753
398753006,yes,398753
267683001,light,267683
267684005,red,267684
398758005,refrigerator,398758
398758006,neither,398758
267690000,yes,267690
267690001,2,267690
267694000,bottle,267694
267694007,yes,267694
267694009,cutting board,267694
267694013,2,267694
267694020,0,267694
267694026,spinach,267694
136624004,nothing,136624
136624007,yes,136624
136624008,no,136624
136624009,ketchup,136624
529850002,suitcase,529850
529850003,man,529850
267709003,footprints,267709
267710002,2,267710
5569001,apron,5569
136642004,13,136642
136642008,boundaries,136642
136644002,flowers,136644
547062002,truck,547062
5577000,purse,5577
5577008,black and white,5577
267725001,no,267725
267725003,bed,267725
398798002,tennis player,398798
398810003,window sill,398810
5595001,9,5595
5595003,yes,5595
5595004,5,5595
5599003,green,5599
5599005,park,5599
5599010,green,5599
5600002,carrots,5600
5601003,boats,5601
398818000,yes,398818
398818003,on table,398818
136680000,high,136680
136680002,yes,136680
136681000,surfboard,136681
5617001,4,5617
529917001,9,529917
5635001,0,5635
5635002,stop,5635
136715001,police,136715
5644003,skateboard,5644
136718001,yes,136718
136718002,typing,136718
136722000,8,136722
136722001,3,136722
136722013,2,136722
136722014,yes,136722
136722018,no,136722
327527001,polka dots,327527
5652000,7,5652
267802000,english,267802
398882000,people,398882
398884002,truck,398884
398884004,yes,398884
5670003,0,5670
5673002,do not enter,5673
529966000,1,529966
529966001,wall,529966
529966002,16,529966
529966005,glass,529966
547081000,right,547081
398905000,on table,398905
398905001,guitar,398905
267837000,left,267837
267837001,jacket,267837
136768002,no,136768
136770001,hat,136770
136770005,2,136770
136770006,tree,136770
136772000,orange,136772
136772001,no,136772
5706000,no,5706
136780001,flowers,136780
398927001,robin,398927
5713000,computer,5713
5713001,1,5713
5713002,words,5713
267861000,4,267861
267861001,motorcycle,267861
267862001,yes,267862
136793001,yes,136793
136793002,scissors,136793
5723001,8,5723
5723002,cows,5723
530013001,field,530013
267875000,nothing,267875
398948000,chicken,398948
398948001,ham,398948
136807000,apple,136807
530033002,standing,530033
5754002,12,5754
5754003,plate,5754
5754004,12,5754
5754007,12,5754
5754013,sugar,5754
5754015,7,5754
5754017,12,5754
5754018,0,5754
5754025,5,5754
5754028,6,5754
5754030,12,5754
5754032,12,5754
5758000,white,5758
5758002,noon,5758
5758003,yes,5758
267903004,water,267903
267903006,no,267903
267903007,yes,267903
530052002,10,530052
267910009,4,267910
454102000,lab,454102
454102002,15,454102
136841001,phone,136841
530061002,spoon,530061
136846001,white,136846
398992000,playing wii,398992
398992001,books,398992
441009002,2,441009
267933003,0,267933
350491000,no 1,350491
267942001,stainless steel,267942
267942002,protection,267942
5804000,no,5804
267951002,food,267951
530099001,orange and white,530099
530099002,car,530099
5816002,yes,5816
503412000,table,503412
5820002,no,5820
399049002,slow,399049
136911000,milk,136911
136911002,6,136911
136911003,strawberries,136911
399058000,stop,399058
136915000,man,136915
136920002,1,136920
267998000,heart,267998
267998001,unknown,267998
267998002,nothing,267998
268000001,train,268000
136929000,6,136929
136929001,6,136929
136929002,1,136929
136929003,0,136929
136929004,0,136929
126766000,background,126766
126766005,trees,126766
5860000,brown,5860
5860001,books,5860
5860002,nothing,5860
568956000,umbrella,568956
568956002,headphones,568956
568956006,no,568956
136938000,2,136938
136938002,donuts,136938
530162000,right,530162
530162002,unknown,530162
5879000,no,5879
328661005,6,328661
268052001,dog,268052
268058000,blue,268058
268058003,pink,268058
268058004,bird,268058
268058006,flowers,268058
136988000,wood,136988
136988003,drinking,136988
987001,nothing,987
987002,oven,987
530212000,flags,530212
530212001,no,530212
530212002,4,530212
328668000,yes,328668
530226000,2,530226
137028003,home,137028
137031001,0,137031
137031002,red,137031
137031006,unknown,137031
5965000,dog,5965
530259001,no,530259
530266002,rear,530266
268124000,8,268124
297698001,plane,297698
297698002,no,297698
399205000,left,399205
530278002,modern,530278
5992000,3,5992
289842000,kia,289842
289842001,kia,289842
289842003,blue,289842
399212003,blue,399212
399212006,green,399212
399212009,blue,399212
399212013,green,399212
399212014,yes,399212
6005002,right,6005
6012000,3,6012
6012002,3,6012
137085001,7,137085
137085002,flowers,137085
205333000,cloudy,205333
205333005,8,205333
530317002,2,530317
530317011,boat,530317
6033001,bus,6033
137106002,4,137106
137108000,yes,137108
6040000,0,6040
6040002,red white and blue,6040
6040004,0,6040
6040005,4,6040
310082000,brown,310082
137118000,3,137118
137120001,evening,137120
137120002,ride,137120
137120003,gray,137120
530337003,yes,530337
530337004,tennis,530337
399269000,towel,399269
399269003,refrigerator,399269
399274003,2,399274
268215000,carrots,268215
268215005,carrots,268215
268215014,carrots,268215
268215018,carrots,268215
268215020,carrots,268215
268215024,carrots,268215
6074005,sign,6074
6074007,ford,6074
6074009,ford,6074
6074010,unknown,6074
530367003,no,530367
399297000,kites,399297
399297003,0,399297
399297005,9,399297
399297010,grass,399297
137156000,busy,137156
137156001,new york,137156
137156003,2,137156
268229000,flip flops,268229
268229001,couch,268229
268233001,on plate,268233
6091000,paint,6091
6091001,sign,6091
530383000,helmet,530383
530383001,solid,530383
530384000,no,530384
530384001,4,530384
530384002,yes,530384
268247001,lily,268247
268247003,white,268247
268254000,sony,268254
268254004,nothing,268254
268254008,2,268254
399349001,head,399349
175785002,table,175785
175785007,yellow,175785
175785012,dining room,175785
175785013,orange,175785
175785024,1,175785
175785026,yes,175785
175785037,flowers,175785
137221001,red and white,137221
137221002,no,137221
530439005,white,530439
530439007,painting,530439
399369000,hand,399369
137227000,unknown,137227
137227001,store,137227
399384001,lamp,399384
530457000,table,530457
530457001,7,530457
530461001,noon,530461
530461002,no,530461
137246002,outside,137246
530466000,4,530466
530466002,man,530466
399400000,up,399400
399400002,1,399400
481628005,0,481628
137260003,4,137260
137260004,no,137260
137260005,table,137260
137260007,4,137260
137260009,white,137260
399415001,sneakers,399415
399416000,unknown,399416
399416001,no,399416
525322004,1,525322
525322009,jets,525322
525322011,blue and yellow,525322
6211004,2,6211
268356001,2,268356
268356002,12:00,268356
6213004,yes,6213
6213008,mirror,6213
6213009,wood,6213
268363008,round,268363
6220002,10,6220
137297001,bud light,137297
6226001,0,6226
268371002,9,268371
268371005,9,268371
268371007,9,268371
268371011,4,268371
268371012,9,268371
268371013,military,268371
268371016,9,268371
268375000,grass,268375
268375001,3,268375
268375002,left,268375
530520000,white,530520
530520003,blue,530520
399452000,american,399452
137315001,2,137315
399462001,field,399462
137321000,2,137321
137321002,no,137321
268394000,rubber,268394
268396003,green,268396
268396004,many,268396
268400000,yes,268400
137330001,1,137330
6266000,banana,6266
6266001,dog,6266
268412000,tree,268412
268412007,roof,268412
268413000,0,268413
268413001,pizza,268413
268413002,dinner,268413
268413003,pizza,268413
268413004,0,268413
268413005,0,268413
530571000,yes,530571
268433002,tower,268433
268433004,night,268433
268433005,yes,268433
268433009,yes,268433
137362004,orange,137362
530583001,vase,530583
530583002,red white and blue,530583
137369001,basket,137369
399516000,round,399516
399516002,yes,399516
399516003,sugar,399516
328730000,middle,328730
328730004,yes,328730
328730006,8,328730
328730008,no,328730
530590001,yes,530590
6306001,no,6306
6306002,3,6306
399532001,grass,399532
399532002,bird,399532
399538000,3,399538
137395000,1,137395
268469000,yamaha,268469
399545000,woman,399545
137402002,nothing,137402
137402006,shower,137402
530619002,towards,530619
530620000,parked,530620
530620002,plane,530620
268478002,15,268478
137412000,no,137412
137413000,sleeping,137413
530630001,lettuce,530630
530630002,american,530630
530631000,texting,530631
399560002,8,399560
399560003,chair,399560
268496001,0,268496
268496003,building,268496
268496005,new york,268496
399570001,sitting,399570
399570002,4,399570
399573000,yes,399573
399582003,nothing,399582
530656001,tennis,530656
530656002,no,530656
358103004,4,358103
358103006,bathroom,358103
358103009,bathroom,358103
399605000,boat,399605
6393002,no,6393
268541000,yes,268541
268541001,no,268541
137479000,2,137479
137479002,luggage,137479
399626002,yes,399626
268556004,no,268556
6415001,carrots,6415
6415003,orange,6415
137490002,car,137490
137490003,sparrow,137490
399636006,10,399636
137496003,plane,137496
137496005,5,137496
137496006,jet,137496
137496007,0,137496
137501001,no,137501
137507000,no,137507
6437001,swimming,6437
6437002,water,6437
399655000,dog,399655
530731000,rocks,530731
399665001,2,399665
6450011,standing,6450
197685000,fishing,197685
137538002,crane,137538
6471000,nothing,6471
6471007,white,6471
6471008,13,6471
306914000,cat,306914
6484000,yes,6484
6484004,blue and white,6484
6484005,chocolate,6484
6484012,2,6484
399702001,meat,399702
399702002,fries,399702
399703000,no,399703
399703001,yes,399703
399703002,yes,399703
137560001,black,137560
137560002,no,137560
530777003,10,530777
6497000,bear,6497
137573002,mouse,137573
137577002,white,137577
137577006,yes,137577
137578001,yes,137578
137586000,motorcycle,137586
137586003,goggles,137586
137586004,0,137586
137586006,harley,137586
137586008,2010,137586
137595002,no,137595
399741003,5,399741
399741005,yes,399741
6527000,no,6527
6527002,no,6527
6527003,sitting,6527
6527004,table,6527
6527005,yes,6527
6527007,0,6527
6527008,0,6527
6527010,yes,6527
399744001,15,399744
399744007,0,399744
399744008,15,399744
399744012,15,399744
399744017,nothing,399744
399744020,apples,399744
399744025,nowhere,399744
132161000,plate,132161
132161003,yes,132161
137612002,no parking,137612
399759001,water,399759
137619000,no,137619
268693001,pole,268693
268693002,no,268693
399769001,yes,399769
399769002,yes,399769
137634000,0,137634
530854000,4,530854
530854002,red and blue,530854
530854003,no,530854
530854009,playing,530854
268717002,sunny,268717
399790001,nike,399790
399790002,can't tell,399790
399791000,tv,399791
6579001,nothing,6579
6580003,yes,6580
268725003,racing,268725
137654002,4,137654
137654003,skiing,137654
137654004,4,137654
328777000,2,328777
328777001,very,328777
137658000,4,137658
268742000,cooking,268742
268742002,4,268742
268745007,10,268745
268745008,2,268745
268745009,2,268745
399822002,7,399822
6608000,2,6608
6608002,nothing,6608
175864001,yes,175864
137682000,shallow,137682
137682002,0,137682
137682008,no,137682
268755004,no,268755
6614000,6,6614
6614001,blanket,6614
530905000,scissors,530905
530905001,2,530905
399839001,happiness,399839
399839002,at camera,399839
530913001,4,530913
268770000,parking,268770
268770001,parking,268770
268770002,1 way,268770
399851001,silver,399851
399851002,no,399851
530934002,yes,530934
399864003,6,399864
399864004,5,399864
399865000,p,399865
399865002,0,399865
530941000,no,530941
530941011,beach,530941
530941019,sand,530941
137727003,luggage,137727
137727005,traveling,137727
399873001,paper,399873
6658000,no,6658
6658001,unknown,6658
6662001,sleeping,6662
530952000,0,530952
530952002,seagulls,530952
6672000,no,6672
6672001,2,6672
399893002,old,399893
350639002,down,350639
350639005,bag,350639
530975000,no,530975
530975003,plastic,530975
399905000,0,399905
399905005,school,399905
137763001,tile,137763
137763002,sink,137763
530987000,walking,530987
6701002,1 way,6701
268854003,unknown,268854
6720000,glasses,6720
6720001,no,6720
6720003,0,6720
399942000,no,399942
399942003,church,399942
399942005,10,399942
531018002,people,531018
531023001,yes,531023
137809001,rainbow,137809
137809003,6,137809
137810002,no,137810
531036003,24,531036
285114002,not very,285114
137822000,nothing,137822
399968004,man,399968
137826000,stop,137826
137826002,no,137826
531044001,right,531044
531047001,no,531047
137842003,standing,137842
137842004,1,137842
137842006,no,137842
6771002,man,6771
6771003,no,6771
531061001,motorcycle,531061
531061009,no,531061
399991001,baseball,399991
399991002,paint,399991
531069002,broken,531069
399998000,17,399998
399998001,1,399998
399998002,17,399998
399998003,12,399998
399998004,no,399998
6783001,surfing,6783
268938000,0,268938
241431000,1,241431
531086002,no,531086
531086003,refrigerator,531086
531086005,yes,531086
531086006,no,531086
268943002,poles,268943
268943005,kite,268943
268944001,propeller,268944
268944004,yes,268944
275881001,0,275881
275881010,boat,275881
275881011,yes,275881
275881014,harbor,275881
275881022,yes,275881
531092003,salad,531092
531092004,leaves,531092
531092008,salad,531092
531092009,yes,531092
531092011,no,531092
531092012,salad,531092
531092014,salad,531092
531092017,yes,531092
6810002,daytime,6810
88517003,no,88517
88517004,stop,88517
88517005,stop,88517
88517006,yes,88517
88517007,no 1,88517
531115001,yes,531115
400044001,yes,400044
400044002,tall,400044
132210000,nothing,132210
132210003,no,132210
400046002,yes,400046
400048001,woman,400048
306974001,yes,306974
531126001,15,531126
137911000,3 feet,137911
531128000,3,531128
531128002,noon,531128
531128003,gold,531128
268987002,bench,268987
6845002,1,6845
531134000,happiness,531134
531135000,0,531135
531135001,4,531135
268992002,bible,268992
268996001,yes,268996
268996002,wall,268996
6854000,,6854
531143000,3,531143
531143001,brown,531143
269006002,2,269006
6864002,yes,6864
137938000,cheese,137938
137938001,cheese,137938
6870000,3,6870
269017002,yes,269017
531163000,2010,531163
531163004,can't tell,531163
531163006,bus,531163
269020002,3,269020
137954006,yes,137954
137954010,1,137954
137954013,yes,137954
137954014,chair,137954
531178002,man,531178
44839000,5,44839
269037000,graffiti,269037
269038000,left,269038
269038001,2,269038
137967002,no,137967
137967003,3,137967
6896004,looking,6896
6896006,yes,6896
531189000,fire hydrant,531189
400123009,tile,400123
400123012,sink,400123
400123013,dawn,400123
400123015,down,400123
136218000,no,136218
269058000,9,269058
269058002,glove,269058
137992000,white,137992
137993001,stone,137993
400139002,vegetables,400139
400152001,0,400152
531232008,pole,531232
269089001,lettuce,269089
531234000,yes,531234
6949004,broccoli,6949
138022000,2,138022
138022005,stop,138022
138022007,6,138022
6954000,4,6954
531244001,nothing,531244
400178001,caution,400178
400178002,sign,400178
138040000,no,138040
269113001,2,269113
400189003,england,400189
400189007,4,400189
400189008,yes,400189
531264000,nothing,531264
531264001,3,531264
269121002,yes,269121
138054001,5,138054
138054003,bank of america,138054
400202004,cloudy,400202
531286001,new york,531286
531286002,downtown,531286
531286006,38,531286
138073001,light,138073
138075000,0,138075
138075002,no,138075
138078000,running,138078
138079002,sink,138079
138079006,toilet,138079
138079007,shower,138079
531299011,white,531299
531299014,2,531299
531299030,street,531299
138086000,yes,138086
138086001,no,138086
459922000,no,459922
459922003,horse,459922
459922004,ford,459922
400238002,not sure,400238
400238004,nothing,400238
400238005,3,400238
7023002,green,7023
7023003,safety,7023
138096002,skateboarding,138096
138096006,wood,138096
138096008,rainbow,138096
269172000,bike,269172
269172002,yes,269172
269172004,glass,269172
269172005,party,269172
269172006,bike,269172
269172007,3,269172
138115000,short,138115
138115001,yes,138115
531334002,both,531334
531335000,posing,531335
400265000,airport,400265
400265001,no,400265
7050000,boat,7050
7050002,no,7050
531349000,london,531349
531349002,0,531349
531350004,white,531350
154095001,red,154095
7072002,man,7072
219632002,nothing,219632
138151000,2,138151
138151001,no,138151
66717001,amtrak,66717
328862001,6,328862
7096000,station,7096
7096001,2,7096
400317007,nike,400317
138175001,right,138175
7107000,1,7107
7107002,12,7107
269254000,no,269254
269254001,no 1,269254
138185000,4,138185
7115000,black,7115
7115002,0,7115
400336000,yes,400336
138196000,0,138196
138196004,2,138196
138196006,2,138196
7125000,red,7125
531414002,no,531414
531415002,table,531415
531415003,table,531415
400347000,no,400347
138204000,bulldog,138204
138204001,dog,138204
269282000,0,269282
269282001,0,269282
269282002,2000,269282
531433000,donut,531433
531433002,donuts,531433
138220001,graffiti,138220
269306002,5,269306
269311000,no,269311
269311002,no,269311
138241000,italian,138241
138241001,plate,138241
138241002,no,138241
269316000,right,269316
269316002,no,269316
138246005,modern,138246
138246007,yes,138246
400401004,camo,400401
400401005,4,400401
269344002,yes,269344
7202001,4,7202
263346002,united,263346
263346016,united,263346
263346020,caution,263346
269358000,christmas,269358
547336000,ground,547336
531510002,office,531510
531512000,texting,531512
400453000,outside,400453
400453001,no,400453
400453005,ham,400453
400453006,10,400453
7241000,wall,7241
531532005,belt,531532
547341002,sandwich,547341
269394000,0,269394
269394003,0,269394
269395000,eating,269395
7253001,no,7253
7267000,sparrow,7267
7267001,fence,7267
7267003,fence,7267
269417001,dog,269417
269417003,0,269417
269417006,no,269417
269417008,silver,269417
269417010,camera,269417
269417011,bulldog,269417
7274001,no,7274
7274002,no,7274
269419000,night,269419
7276002,grass,7276
7278000,,7278
7278002,reflection,7278
7278004,no,7278
7278010,yes,7278
7281000,6,7281
400507001,emirates,400507
400507002,no,400507
531581000,happy,531581
531581004,asian,531581
531581006,yes,531581
531581008,smiling,531581
531585002,unknown,531585
269445002,green,269445
400525000,2,400525
138382005,cheese,138382
138382008,fish,138382
400528000,brushing teeth,400528
400528002,nothing,400528
531607000,yes,531607
531607001,yes,531607
7320000,0,7320
400538001,7,400538
400538003,business,400538
7325000,passenger,7325
7325002,building,7325
7325004,nowhere,7325
7325005,sidewalk,7325
7325008,no,7325
7325009,bird,7325
400547001,3,400547
400552000,basket,400552
400552002,yes,400552
400552003,down,400552
400554000,tractor,400554
400567009,yes,400567
400569001,yes,400569
7355000,bus,7355
7355002,mercedes,7355
7355004,0,7355
7355006,gas,7355
7355008,city,7355
269511000,concrete,269511
269511001,white,269511
394444000,wood,394444
394444006,yes,394444
394444008,red,394444
394444021,wall,394444
394444022,man,394444
138446001,nothing,138446
400596000,chrome,400596
400596001,sink,400596
400596002,blue,400596
7386002,on grass,7386
7398002,no,7398
531697000,nothing,531697
66771002,2,66771
531703000,pasta,531703
531703002,yes,531703
531703003,carrots,531703
531707000,3,531707
531707002,yes,531707
138492001,4,138492
531710000,4,531710
138503000,no,138503
138503001,no,138503
400658004,box,400658
7444000,store,7444
7444001,recently,7444
7444002,yes,7444
138517000,woman,138517
138517001,apple,138517
531735000,no,531735
531735001,graffiti,531735
531735002,0,531735
531735003,graffiti,531735
531735004,3,531735
531735006,4,531735
531735009,0,531735
531739000,car,531739
269600000,yes,269600
269600002,unknown,269600
394460004,party,394460
394460006,yes,394460
138549001,2,138549
138549002,2,138549
138550002,0,138550
138553002,25,138553
531771001,1,531771
138556003,2,138556
269632003,driving,269632
531784002,on table,531784
531784003,tan,531784
531784004,dell,531784
416311002,red sox,416311
400719003,15,400719
400719011,1,400719
400719014,no,400719
531797002,0,531797
531798000,green,531798
531798001,green beans,531798
531803002,snow,531803
138589000,people,138589
138589001,usa,138589
7519002,hot dog,7519
7519003,paper,7519
7522003,left,7522
7522010,left,7522
531816002,teddy bear,531816
138601001,bus,138601
138601003,advertisement,138601
138601004,stop,138601
269678024,floor,269678
269678026,no,269678
269678028,bed,269678
269678031,child,269678
269682002,broadway,269682
269682004,yes,269682
269689001,no,269689
394474001,remote,394474
7556000,yes,7556
7556002,10,7556
222842001,milk,222842
222842002,no,222842
222842004,2,222842
7559000,5,7559
7559004,toothbrush,7559
138639001,10,138639
138639004,0,138639
7570001,0,7570
138644002,8,138644
197870002,bird,197870
7574001,wine,7574
7574002,green,7574
7574003,dishes,7574
138648000,noon,138648
138648001,stone,138648
138648002,3,138648
269721001,umpire,269721
269721006,yes,269721
269721010,unknown,269721
269721011,field,269721
269721015,baseball,269721
269721016,yes,269721
400794002,beard,400794
138653001,0,138653
138653002,pink,138653
400803001,unknown,400803
7593001,2,7593
400815002,yes,400815
400815004,red,400815
400815005,bench,400815
400815006,bench,400815
400815008,yes,400815
400815011,right,400815
531896000,blonde,531896
531896003,suitcase,531896
285258001,3,285258
531909000,modern,531909
531909001,ceramic,531909
531917002,park,531917
138704001,no,138704
400851003,20,400851
269784000,head,269784
269784004,green,269784
138730000,6,138730
138730001,fedex,138730
138730002,cargo,138730
138730003,green,138730
138730009,yes,138730
138730010,beer,138730
138730012,fedex,138730
7666000,south,7666
269815003,sitting,269815
269815004,no,269815
138755000,building,138755
138755004,noon,138755
269831002,sand,269831
372652004,basket,372652
400907000,yes,400907
138768004,yes,138768
400916000,keyboard,400916
400916001,2,400916
400916003,0,400916
400922002,yes,400922
400922003,sign,400922
531995000,shoe,531995
531995002,tennis,531995
400925009,right,400925
400925015,wii,400925
400925021,pointing,400925
400925024,wii remote,400925
400925025,nothing,400925
400925026,nothing,400925
138784002,no,138784
269867000,no,269867
269867002,nothing,269867
7726002,bus,7726
269873000,sidewalk,269873
269873002,no,269873
7730000,2,7730
7730001,nothing,7730
269879001,pizza,269879
269879002,cheese,269879
269879004,yes,269879
269879006,veggie,269879
1290001,0,1290
138819001,pedestal,138819
138821000,very,138821
138821002,head,138821
532043001,no,532043
532043004,old,532043
532043007,2 feet,532043
400975001,no,400975
138832001,no,138832
138832002,daytime,138832
400981002,chase,400981
400981003,no 1,400981
400981006,mercedes,400981
138838005,yes,138838
400983003,on grass,400983
400985002,coffee,400985
532058000,toothbrush,532058
532058001,pink,532058
532058003,brushing teeth,532058
532058004,bed,532058
269922000,california,269922
269926000,yellow and blue,269926
269926001,yellow and blue,269926
7789000,plaid,7789
7789002,mouse,7789
401010000,window,401010
7795001,2,7795
532085002,stop,532085
269942000,no,269942
138871001,no,138871
401018002,yes,401018
401018004,nothing,401018
269949002,noon,269949
269949003,3,269949
132373000,yes,132373
132373003,yes,132373
132373004,yes,132373
401024000,6,401024
401024002,brush,401024
7816002,1,7816
7816003,yes,7816
7818000,clear,7818
269975008,2,269975
532126001,yes,532126
460059000,white,460059
401061003,person,401061
401068001,star,401068
401068002,trees,401068
532142002,1,532142
270001001,american,270001
270001006,potatoes,270001
270001009,chicken,270001
270001010,right,270001
307145001,silver,307145
307145002,modern,307145
270009002,yellow,270009
7867003,yes,7867
401088000,yes,401088
401088002,eating,401088
401088003,20,401088
7873002,china,7873
401092001,neither,401092
154230001,stuffed animal,154230
88695002,brown,88695
88695007,yes,88695
88695012,floral,88695
88695013,brown,88695
88695016,no,88695
88695024,yes,88695
7888000,yes,7888
138965000,no,138965
138965001,unknown,138965
138965002,no,138965
401112001,brown,401112
138970001,yes,138970
138970002,1,138970
270045002,4,270045
270048000,train station,270048
270048001,0,270048
401123001,fence,401123
401123003,people,401123
401124002,4,401124
7913000,2.00,7913
394535000,yes,394535
394535001,skateboard,394535
394535002,1,394535
401132002,donut,401132
438226000,no,438226
438226002,food,438226
270066000,suzuki,270066
138995001,bat,138995
532216003,0,532216
532216005,yes,532216
139004000,food,139004
139004001,no,139004
139007003,no,139007
7938003,yes,7938
7938005,3,7938
7938006,white,7938
7938007,yes,7938
139011002,coca cola,139011
401157002,no,401157
547457001,nothing,547457
547457002,4,547457
270097004,person,270097
7961000,yes,7961
7961002,ketchup and mustard,7961
401197000,yes,401197
401197002,table,401197
401197003,4,401197
7989002,many,7989
7991000,green,7991
270136000,12,270136
401212000,yes,401212
401212001,0,401212
401212002,house,401212
139072000,can't tell,139072
139072002,pitch,139072
270148002,left,270148
270148005,fake,270148
532295002,skiing,532295
8010003,1,8010
372706002,parked,372706
372706005,clothes,372706
372706006,blue,372706
8016002,photographer,8016
270165001,2 feet,270165
139094000,1,139094
401240002,noon,401240
401240004,noon,401240
401240006,bridge,401240
139097002,shower,139097
139097005,no,139097
139099003,white,139099
139099004,banana,139099
139099005,bananas,139099
139099006,parade,139099
139099008,india,139099
401244016,yellow,401244
401244021,no,401244
401244023,frisbee,401244
57006000,0,57006
401249000,yellow,401249
401249010,yes,401249
401249011,yellow,401249
270185002,no,270185
8042000,bench,8042
8042001,yes,8042
270189001,no,270189
270189002,tile,270189
270189005,cumulus,270189
270189010,4,270189
270189011,yes,270189
139127002,fishing,139127
8065000,batting,8065
8065001,yes,8065
139141000,yes,139141
139141002,1,139141
270215000,skateboarding,270215
270215002,no,270215
532381000,resting,532381
270244003,yes,270244
270244006,100,270244
270244009,yes,270244
532390000,china,532390
532390001,flower,532390
532390003,china,532390
401320000,unknown,401320
139181002,white,139181
401327001,yes,401327
532403000,4,532403
532403007,scissors,532403
532403008,4,532403
8119002,11,8119
139192000,3,139192
139192001,nothing,139192
139192005,3,139192
8128002,stripes,8128
270274000,unknown,270274
270274002,floor,270274
532426000,motorcycle,532426
270303002,yes,270303
401384000,10,401384
401384001,yes,401384
8170000,no,8170
532463000,2,532463
532463001,purse,532463
139248002,baseball,139248
8179002,silver,8179
8180002,yes,8180
8180005,united,8180
8180009,luggage,8180
8180010,logo,8180
8180011,united,8180
8181010,no 1,8181
401398000,fern,401398
401398001,window,401398
139260000,no,139260
139260003,on plate,139260
139260006,cake,139260
139260007,banana,139260
139260008,cake,139260
139260010,banana,139260
139261001,red,139261
139261002,deep,139261
8191002,red,8191
8191004,2012,8191
532481002,2,532481
401411002,cooking,401411
8196000,no,8196
8196001,banana,8196
8196002,yes,8196
8204002,ford,8204
270351000,2,270351
270351001,9,270351
270351002,no,270351
401425002,yes,401425
270354003,barn,270354
8211001,truck,8211
8211005,construction,8211
401429003,yes,401429
401429004,no,401429
532503001,adidas,532503
8218001,yes,8218
139294001,no,139294
139294002,0,139294
401446000,yes,401446
270376004,new york,270376
270376005,street,270376
270376006,3,270376
270376009,0,270376
139306000,3 feet,139306
139306002,yes,139306
270381002,grass,270381
532527000,white,532527
532527001,carrots,532527
532530001,no,532530
532531000,supreme,532531
532531001,2,532531
532531004,2,532531
532540000,left,532540
532540004,no,532540
270402003,3 feet,270402
532548000,potato,532548
532548001,cheese,532548
8267005,trash can,8267
532575001,lab,532575
532610002,brown,532610
532610003,no,532610
401539000,1,401539
401539001,1,401539
401539003,20,401539
8333000,don't know,8333
8333003,amtrak,8333
8333006,red,8333
8333007,don't know,8333
401550002,sidewalk,401550
401550004,wood,401550
401550011,nothing,401550
401556006,white,401556
401556011,nothing,401556
401556013,nothing,401556
401556015,top,401556
8351001,no,8351
8351002,no,8351
270505000,stop,270505
270505004,yellow,270505
139436002,up,139436
503837001,motorcycle,503837
503837002,fruit,503837
139440001,paddle,139440
139440002,brown,139440
139440003,nothing,139440
139440004,5,139440
270515002,luggage,270515
532669000,0,532669
532669003,umbrellas,532669
270532002,0,270532
139468002,no parking,139468
401613006,color,401613
532686001,glass,532686
532686002,nothing,532686
139472001,no,139472
139472002,no,139472
8401001,2010,8401
8401003,2,8401
8401007,2,8401
8401008,2,8401
8401010,2,8401
532690002,bracelet,532690
139475002,woman,139475
532693002,reading,532693
532695003,yes,532695
532695007,yes,532695
532695009,party,532695
532695010,1,532695
8418000,yes,8418
270571001,no,270571
23251000,4,23251
401653001,yes,401653
401653002,elephant,401653
8443000,right,8443
8443002,yes,8443
8443003,outside,8443
532732003,no,532732
532732004,nothing,532732
532732008,hat,532732
532732012,red,532732
532732016,car,532732
532732017,25,532732
532732020,person,532732
532732024,ponytail,532732
532732030,ponytail,532732
8445000,tree,8445
139518000,6,139518
