QuestionID,BAN,ImageID
214471009,mayonnaise,214471
437594001,words,437594
563194001,snowsuit,563194
197175001,happy,197175
484938024,wii,484938
137954013,yes,137954
454495003,chase,454495
463825000,sitting,463825
243482007,restaurant,243482
22874006,2,22874
129595001,talking,129595
491755013,red,491755
151051001,nothing,151051
503978005,no,503978
139127002,fishing,139127
261999001,yes,261999
553698000,book,553698
289870003,street sign,289870
283147003,white,283147
256973015,blue,256973
241986000,right,241986
265584002,no,265584
156192000,nothing,156192
160276000,broadway,160276
114419000,water,114419
321877002,many,321877
198477003,6,198477
491902009,sitting,491902
72873003,no,72873
470909015,noon,470909
141910011,no,141910
885022,jumping,885
5032004,blue,5032
522127004,wall,522127
569450003,stove,569450
351597001,checkered,351597
164242000,man,164242
304341010,3:25,304341
179699016,2,179699
178948004,walk,178948
176796001,zoo,176796
19443002,yes,19443
322848001,23,322848
492016000,12,492016
490639011,person,490639
469294002,oranges,469294
95862002,yes,95862
491755010,brown,491755
312384002,street,312384
157789002,no,157789
275751004,2,275751
161807001,yes,161807
2587001,ball,2587
540207005,skier,540207
461477003,water,461477
273825002,right,273825
291686014,2,291686
64103003,tail,64103
1700002,no,1700
426268000,train,426268
214527033,1:05,214527
545564003,5,545564
29594000,stop,29594
523955002,no,523955
208748010,20,208748
476491001,stop,476491
235119000,meat,235119
504827004,brown,504827
409914006,man,409914
558234006,3,558234
578210006,girl,578210
309900001,white,309900
428881000,glove,428881
566576002,train station,566576
262325001,yes,262325
202470000,right,202470
449102000,no,449102
340778005,no,340778
580608007,beer,580608
103855001,jacket,103855
80757001,couch,80757
408255006,at camera,408255
382438000,water,382438
511777001,biking,511777
488375001,2,488375
579036001,don't know,579036
82807003,nothing,82807
179218000,yes,179218
578902000,horses,578902
157807001,yes,157807
520043003,3,520043
497021018,street,497021
125286000,right,125286
274035000,serving,274035
546877001,yes,546877
275111002,yes,275111
362289014,no,362289
528604022,white,528604
221390002,no,221390
468917020,8,468917
322848002,helmet,322848
505942000,left,505942
104980001,camera,104980
114717000,yellow,114717
518916003,throw,518916
508972003,happy,508972
170017004,nothing,170017
29370000,sleeping,29370
411201001,harry potter,411201
232483001,humans,232483
369221003,standing,369221
439007004,walking,439007
524577005,5:40,524577
384901016,next to toilet,384901
556345001,no,556345
255482005,nothing,255482
213356001,open,213356
423513002,polar,423513
505739003,10,505739
478404000,1,478404
573881001,cat,573881
223789002,no,223789
388082002,nothing,388082
214386005,floor,214386
283984004,no parking,283984
20598008,red,20598
317999001,toothbrush,317999
119752001,3,119752
35899002,yes,35899
223739007,8,223739
580027000,white,580027
336276000,samsung,336276
382374005,no,382374
527616001,man,527616
504487001,wild,504487
328596007,0,328596
231610001,baseball,231610
58705004,mirror,58705
542284001,plaid,542284
544246002,nowhere,544246
508822002,bear,508822
499802003,standing,499802
214527007,1:05,214527
56288000,sandwich,56288
85787003,no,85787
222879002,nowhere,222879
82258002,books,82258
547639001,counter,547639
334161001,yes,334161
326627012,tall,326627
210273002,10,210273
208050007,no,208050
448076001,nothing,448076
74035000,terrier,74035
191949000,game,191949
332869017,10,332869
369345001,yes,369345
12323019,yes,12323
283187004,yes,283187
284594002,no,284594
569289006,sweet,569289
122588005,mouse,122588
379441001,table,379441
46269011,nothing,46269
34183001,nowhere,34183
456519001,mercedes,456519
25202000,dessert,25202
160104003,cereal,160104
122747007,suit,122747
233017003,yes,233017
169361002,right,169361
494328010,no,494328
22396003,sky,22396
6658002,tie,6658
99348011,water,99348
224916004,parrot,224916
9420005,20,9420
481130000,table,481130
79380000,horse,79380
55139003,3,55139
9274002,3:00,9274
182339004,yes,182339
368193000,yes,368193
384213003,plant,384213
519683001,no,519683
42492000,yes,42492
8775004,picture,8775
140263012,striped,140263
287748001,rodeo,287748
431952005,yes,431952
322307002,gray,322307
54723001,no,54723
307523015,white,307523
460813004,1,460813
455395003,bowl,455395
62089000,skateboarding,62089
190499002,tree,190499
346560011,standing,346560
277291000,traffic,277291
76161000,no,76161
291983003,cumulus,291983
203849002,no,203849
20333001,pot,20333
169849002,1,169849
308793000,snowboarding,308793
216333000,0,216333
250870000,yes,250870
494913002,picture,494913
472509005,b,472509
430567000,ground,430567
226154000,english,226154
570755000,parked,570755
355569003,police,355569
412963002,grass,412963
337133002,no,337133
362831004,banana,362831
331688001,left,331688
443797002,table,443797
339870000,unknown,339870
41104001,right,41104
74280010,white,74280
94360000,red,94360
447233007,breakfast,447233
510842000,handicap,510842
1799000,no,1799
464149003,posts,464149
388395013,on bus,388395
300753002,best buy,300753
509577010,no,509577
513066002,cutting,513066
544533001,white,544533
105812031,sauce,105812
573066001,horse,573066
544655002,yes,544655
331686000,2,331686
172094001,warm,172094
4576002,traffic,4576
463690003,helmet,463690
448810001,english,448810
71920002,market,71920
213785002,rugby,213785
463837004,brown,463837
578878012,no,578878
294124000,texas,294124
70332000,yes,70332
314689005,3,314689
389335002,fruit,389335
44993002,4,44993
259952000,yes,259952
560010010,mickey mouse,560010
65993004,0,65993
369259003,0,369259
328403003,beach,328403
128142008,25,128142
417849002,eating,417849
359569001,shelter,359569
98328003,left,98328
188689017,people,188689
360902002,yes,360902
208002002,no,208002
334125000,5,334125
100604001,teddy,100604
478380000,nothing,478380
192520000,right,192520
349837003,no,349837
377738001,strawberry,377738
234963000,parked,234963
238799006,wall,238799
33221007,posing,33221
230964001,skateboarder,230964
63114002,yellow,63114
123633003,boy,123633
483182002,3,483182
421455001,car,421455
250282008,happy,250282
278352000,buildings,278352
41687002,yes,41687
87638007,phone,87638
526342005,food,526342
317130003,1,317130
436695005,4,436695
446522004,lab,446522
363403001,string,363403
498439002,yes,498439
318461006,yes,318461
146813018,twin,146813
267664000,night,267664
309802007,nowhere,309802
478250023,stop,478250
333020000,taking picture,333020
430160003,bowl,430160
525344003,united,525344
376667001,man,376667
120248021,lighthouse,120248
315450010,mercedes,315450
240436003,nothing,240436
236272002,9,236272
128970001,bananas,128970
273316002,green,273316
443499000,12,443499
572426000,steam,572426
530854001,4,530854
205861000,yes,205861
119581004,books,119581
259728004,no,259728
55544001,cooking,55544
579760004,5,579760
301718005,unknown,301718
98981002,1,98981
357194000,2,357194
560358000,11:55,560358
376236001,man,376236
30407002,3,30407
296492002,fruit,296492
325690001,20,325690
301950001,sandwich,301950
558539010,first,558539
396302001,nowhere,396302
107839036,beach,107839
120783000,hand,120783
434583005,words,434583
517306002,pepperoni,517306
145061006,stop,145061
532481002,2,532481
533537001,5:00,533537
488736006,no,488736
125070002,4,125070
450169002,toothbrush,450169
288890006,lanyard,288890
470623002,ford,470623
163348011,desk,163348
192362000,blue,192362
469152002,3 feet,469152
443139003,silver,443139
312552005,white,312552
501122003,no,501122
113589002,fruit,113589
41200003,black,41200
156375001,1 foot,156375
8042001,yes,8042
33144002,graffiti,33144
206560000,green,206560
260099005,3,260099
313399000,mustard,313399
101985006,blue,101985
488736002,12:28,488736
69121015,0,69121
559462002,flowers,559462
273698002,yes,273698
97806002,green beans,97806
326959000,tv,326959
578131001,0,578131
68005002,no,68005
269358000,christmas,269358
336873003,usa,336873
569850010,no,569850
302882004,camera,302882
440409001,day,440409
333406001,yes,333406
301380000,horses,301380
129982002,head,129982
290951000,1,290951
523174004,cat,523174
13220005,1,13220
339468009,hill,339468
226634002,main,226634
510955001,nothing,510955
376321001,intersection,376321
439173004,nothing,439173
547617001,wilson,547617
230795003,2,230795
460783001,counter,460783
238598000,3,238598
260657001,no,260657
538775021,flowers,538775
406729001,walking,406729
365997001,2,365997
520933004,gray and white,520933
409345000,2,409345
125051025,no,125051
292529002,2013,292529
99798003,yes,99798
530162002,north face,530162
318645003,clydesdale,318645
130524002,no,130524
425573006,yes,425573
34056002,no,34056
533979004,safety,533979
229889012,downhill,229889
490022004,4,490022
324322002,4,324322
246057002,towing,246057
468972005,hot dog,468972
558101000,no,558101
191270000,yes,191270
257060001,blue,257060
366873002,breakfast,366873
377730001,10,377730
200862001,1,200862
263588004,usa,263588
79913000,tree,79913
306889004,1,306889
444913000,standing,444913
334148002,mirror,334148
277005004,people,277005
514296005,0,514296
308907013,unknown,308907
91612016,red,91612
370813008,no,370813
391375001,yes,391375
21776003,8,21776
459400000,broken,459400
184762004,sunflower,184762
351621002,triangle,351621
330018001,black,330018
130791007,carriage,130791
419790000,yes,419790
120420001,camera,120420
277172003,no,277172
5123001,5,5123
1841001,2,1841
323263006,unknown,323263
433124005,blue and white,433124
497392002,pillows,497392
569001001,hot dogs,569001
223874008,1,223874
174671007,people,174671
516239002,yellow,516239
164885000,no,164885
242734006,not in service,242734
112816002,ski,112816
12897002,cart,12897
34452003,green,34452
329447001,no,329447
385154003,surfboard,385154
524392002,food,524392
116466002,yes,116466
542694001,carrots,542694
510798002,yes,510798
561256002,1,561256
543676001,no,543676
180878000,nothing,180878
504697000,walking,504697
247484003,2,247484
380516004,blue,380516
399274002,usa,399274
409581002,blanket,409581
437110011,noon,437110
19079000,2,19079
474751006,no,474751
70921002,0,70921
28957004,apple,28957
455040003,lighthouse,455040
254834004,5:40,254834
462640002,6,462640
193669000,circus,193669
318022002,black,318022
323571000,2,323571
495379002,unknown,495379
194595002,0,194595
103536000,no,103536
318330001,4,318330
399416001,no,399416
128168000,school bus,128168
503841007,30,503841
433963000,dog,433963
273052001,leaves,273052
10643004,rack,10643
186938004,black,186938
437465002,3,437465
85288000,1,85288
196141000,3,196141
143450000,blue and white,143450
384718000,2,384718
572900005,0,572900
542959001,living room,542959
447553013,clothes,447553
473433001,table,473433
383606000,black,383606
378765000,no,378765
311378000,2,311378
225913000,cutting cake,225913
535682000,phone,535682
434066002,yes,434066
52132007,yes,52132
220528008,teddy,220528
456566000,no,456566
538721002,typing,538721
191013001,5:00,191013
114375000,1,114375
261471003,0,261471
286001001,birthday,286001
365177008,driver,365177
262197008,3,262197
11364002,2011,11364
569839002,donut,569839
198724002,yes,198724
434142000,4,434142
106272015,ketchup,106272
413959006,10,413959
107990000,yes,107990
385757002,summer,385757
401249000,yellow,401249
486175018,cake,486175
234499002,2,234499
263668001,usa,263668
209757030,wall,209757
117704001,fishing,117704
415904003,honda,415904
125755002,heart,125755
351598001,5,351598
303738003,black,303738
154168000,ford,154168
374164000,books,374164
554711015,no,554711
26348005,4,26348
503667004,24,503667
251629001,yellow,251629
357194009,9:20,357194
124729002,dog,124729
70636006,yes,70636
571544004,cat,571544
163219005,british,163219
127801003,camera,127801
414481001,cat,414481
212292000,desk,212292
188906002,orange,188906
281878034,yes,281878
558234005,white,558234
115930001,shelf,115930
385625000,3,385625
356181001,yes,356181
196650001,2,196650
72714000,trailer,72714
42968006,0,42968
16631009,nothing,16631
115162000,new york,115162
22208000,no,22208
12946002,handicap,12946
118867001,sign,118867
163682003,no,163682
31878019,nowhere,31878
342765002,no,342765
202387000,ground,202387
414578008,reading,414578
436350002,yellow,436350
100990001,unknown,100990
102735003,1,102735
528731004,yes,528731
177802007,table,177802
129547006,yes,129547
25708004,food,25708
165014005,white,165014
203061001,scania,203061
103548006,50,103548
463534001,blue,463534
565233005,yes,565233
542095001,4,542095
303718009,no,303718
127044002,amtrak,127044
340209002,phone,340209
53624000,2,53624
228135002,nothing,228135
223256000,yes,223256
34689003,coffee,34689
288170003,photographer,288170
69224004,water,69224
551001007,2,551001
34597000,boy,34597
315319008,no,315319
224850003,outdoor,224850
288847019,1,288847
332990001,0,332990
641001,2,641
88021002,1,88021
502336000,england,502336
555905005,left,555905
206049003,nothing,206049
364299000,surfboard,364299
112698006,no,112698
502570002,no,502570
323888001,10:00,323888
437117005,hit,437117
560744003,4,560744
257053000,no,257053
495107001,outside,495107
356622002,bicycle,356622
450500002,no,450500
536833001,0,536833
250619002,sand,250619
161128002,no,161128
227187001,fruit,227187
167540002,3,167540
318702002,chain,318702
319830000,standing,319830
140860001,sneakers,140860
61418012,bat,61418
286089001,away,286089
532812002,20,532812
28499001,no,28499
129942002,parrot,129942
356967000,yes,356967
259761000,no,259761
127520000,waiting,127520
163611004,yes,163611
412184022,1,412184
174902009,4,174902
560361000,water,560361
310663002,0,310663
267349004,real,267349
296816002,3,296816
15148000,net,15148
133161001,lemon,133161
144992002,bus,144992
150080000,vegetables,150080
280536000,4,280536
423894003,right,423894
17867002,no,17867
140289001,1,140289
467135001,yes,467135
83172000,no,83172
46463006,no,46463
258702007,nothing,258702
381842007,main,381842
31980013,half,31980
4187004,b,4187
444386001,1,444386
405740000,morning,405740
200152006,bar,200152
341700002,yes,341700
322654013,no parking,322654
533140002,yes,533140
149641000,yes,149641
236865001,sidewalk,236865
407403000,yellow,407403
505792000,skateboarding,505792
90592001,blue,90592
272430000,ford,272430
116095002,8,116095
251537001,plant,251537
369082008,yes,369082
454661001,home,454661
67868000,bench,67868
82468005,plain,82468
122203011,12,122203
106193000,palm,106193
48104002,zoo,48104
50829024,no,50829
147958001,sitting,147958
510606002,toilet paper,510606
393054004,yes,393054
115626001,yes,115626
558635000,1,558635
6211000,metal,6211
574216001,stop,574216
50125004,10,50125
570465013,pepsi,570465
395379002,2,395379
505650010,1,505650
279386014,shoe,279386
502854002,sitting,502854
96001000,no,96001
190760007,donut,190760
484080001,7,484080
218456007,6,218456
519758001,5:00,519758
16903003,dead end,16903
547137004,ponytail,547137
15254008,woman,15254
100006001,grass,100006
344029028,5,344029
291936002,yes,291936
147904010,yes,147904
364266003,front,364266
140388001,birthday,140388
497297003,jacket,497297
575187000,playing,575187
502358001,yes,502358
467721001,right,467721
342819002,floral,342819
554392003,cake,554392
101985000,soccer,101985
34183000,unknown,34183
478567008,0,478567
517819009,5:00,517819
162589008,no,162589
412975010,buildings,412975
531414002,no,531414
241291001,biking,241291
54761008,yes,54761
303204000,restaurant,303204
394635001,bus,394635
339588002,stove,339588
518375016,0,518375
379235000,10,379235
124013008,2,124013
186036000,surfboard,186036
92554003,unknown,92554
360735012,motorcycles,360735
530941000,no,530941
294247003,tam,294247
257370003,rose,257370
233915008,chase,233915
46432002,5,46432
210103002,cake,210103
161772010,6,161772
528604012,color,528604
79415000,no,79415
193031000,no,193031
254930002,cake,254930
410004004,10,410004
383322002,advertisement,383322
404257000,food,404257
91715005,white,91715
11390009,nose,11390
59393002,3,59393
500844007,4,500844
314177000,tub,314177
253967004,smile,253967
7149002,shearing,7149
21029003,blue,21029
232790001,16,232790
450695010,bear,450695
175364001,stove,175364
364340006,10:20,364340
146498000,street,146498
507879003,old,507879
405047010,food,405047
396687000,ski,396687
507273001,toothbrush,507273
303731001,4,303731
286907004,white,286907
153300001,paper,153300
321725000,db,321725
313162001,cheese,313162
3244002,mouse,3244
44136005,bowtie,44136
136464007,no,136464
140487000,woman,140487
229020002,no,229020
247179001,2,247179
36051002,ball,36051
478766004,soup,478766
358994003,protection,358994
303956001,jump,303956
115765004,nothing,115765
71988000,summer,71988
281331001,floor,281331
353435005,1,353435
350251003,microwave,350251
67765003,yes,67765
263136001,neither,263136
492110001,coffee,492110
543422001,morning,543422
223241063,no,223241
290416000,yes,290416
196091001,heart,196091
262197009,nothing,262197
127474003,baseball,127474
263355002,3,263355
284257001,fan,284257
137362004,red,137362
469529005,8,469529
289152001,yes,289152
428336000,shade,428336
126766005,trees,126766
501229003,many,501229
141597006,outside,141597
299089009,9,299089
495680001,football,495680
331529001,apples,331529
57508000,cat,57508
193704003,tennis,193704
117328000,right,117328
241844003,many,241844
389622002,wall,389622
71752001,nothing,71752
336718012,green,336718
110081010,no,110081
236512002,no,236512
115222000,east,115222
94002001,black,94002
540207000,1,540207
166896003,metal,166896
64342013,no,64342
376856002,3:20,376856
39956000,paint,39956
156397000,30,156397
293666003,6,293666
264957002,man,264957
398727002,3,398727
89430001,no,89430
202998001,banana,202998
573094002,electric,573094
248980000,mushrooms,248980
354027004,24,354027
425933004,turn,425933
75612011,computer,75612
267251003,holding it,267251
389532000,ground,389532
314125008,on plate,314125
169885001,yes,169885
467973002,wine,467973
37660000,3,37660
23741001,no,23741
207670004,20,207670
546983001,yes,546983
428041002,1,428041
49984011,yes,49984
128168009,stop,128168
248129004,handicap,248129
172599005,passenger,172599
56068000,no,56068
455279001,tired,455279
263586002,young,263586
107234003,eat,107234
330911000,unknown,330911
428168003,no,428168
435389002,purple,435389
276018002,cute,276018
339099007,no,339099
351057002,yes,351057
144635003,window,144635
306524000,3:20,306524
47916001,grass,47916
547338004,middle,547338
382999002,2,382999
56724013,horse,56724
364274010,9:20,364274
479011004,yes,479011
546965002,no,546965
311374000,white,311374
86650019,yes,86650
214106000,yellow,214106
307342004,bench,307342
536235015,sand,536235
138079006,curtain,138079
309237002,brown,309237
445537003,church,445537
290451007,no,290451
313762000,wetsuit,313762
48067001,boats,48067
477791005,no,477791
29838042,carrots,29838
84752004,gray,84752
501494002,toilet,501494
144251005,english,144251
504827009,above sink,504827
393288004,building,393288
408894013,broadway,408894
119502006,cake,119502
463722001,flag,463722
571275000,toothbrush,571275
434915003,1,434915
507893010,yes,507893
495090001,square,495090
100974002,canada,100974
526800002,batter,526800
316704003,hair,316704
379402064,noon,379402
203845002,yes,203845
6527007,8:50,6527
29393000,sidewalk,29393
442367014,15,442367
540099001,black and white,540099
275197000,no,275197
90138002,bread,90138
244099007,rodeo,244099
436555002,bird,436555
167240004,blue,167240
288075002,2,288075
568132002,boston,568132
451668001,1:50,451668
27326011,carrot,27326
42810006,pink,42810
117028001,skateboard,117028
113095003,plastic,113095
60128006,street,60128
148724004,yellow,148724
540483011,1,540483
429290008,background,429290
241602009,stripes,241602
343506002,woman,343506
115885004,no,115885
203294002,2,203294
503144004,white,503144
410632001,yes,410632
511241002,yes,511241
520147002,red bull,520147
207675002,6,207675
359232009,2,359232
69884008,4,69884
376531002,frisbee,376531
170340004,surfer,170340
203171003,beach,203171
262658001,no,262658
324492001,12:00,324492
1153004,bananas,1153
15827000,white,15827
366569001,up,366569
284605002,laying,284605
302452000,cup,302452
319055001,unknown,319055
243189001,no,243189
7888000,3:55,7888
458175002,yes,458175
118134002,roman numerals,118134
11712002,5:15,11712
336629001,2,336629
7281001,saddle,7281
422725000,no,422725
460927020,alaska,460927
515226004,white,515226
415770000,b,415770
366950000,4,366950
239229000,heart,239229
533129000,nothing,533129
488736004,roman,488736
386313000,pictures,386313
141143001,birds,141143
53909003,no,53909
559550001,girl,559550
251801000,0,251801
410194001,2,410194
113045001,noodles,113045
480379000,6,480379
137888010,chair,137888
199247003,5,199247
447242007,frisbee,447242
138115000,short,138115
296353005,on bus,296353
19923003,building,19923
33008012,yes,33008
260150005,mcdonald's,260150
437497006,0,437497
104747001,4,104747
120248027,usa,120248
537081001,yes,537081
288882001,fence,288882
509423008,100 year party ct,509423
101636000,police,101636
194352000,adult,194352
450355020,yes,450355
431832002,baseball,431832
403864001,2,403864
197254000,walking,197254
101022001,walking,101022
283441000,pipe,283441
128476004,birthday,128476
19275000,no,19275
320641003,0,320641
202880006,standing,202880
66239001,right,66239
420658001,right,420658
417111001,food,417111
223241037,no,223241
170784000,9,170784
82468007,potatoes,82468
188873002,standing,188873
515465001,dog,515465
151651002,sink,151651
393674004,b,393674
17364003,black,17364
184978017,lot,184978
300090002,pizza,300090
556892001,surfboard,556892
24958001,camera,24958
82258001,bear,82258
162114004,bar,162114
115006001,25,115006
533107004,london,533107
324776000,yes,324776
531092017,yes,531092
280810001,yes,280810
187055002,white,187055
333286002,3,333286
273582001,no,273582
7155002,nowhere,7155
267521012,klm,267521
58937001,wine,58937
258661003,spoon,258661
77596000,yes,77596
409985001,french fries,409985
127494002,no,127494
518974002,bag,518974
385001006,tree,385001
482829002,headband,482829
62875000,5,62875
419265001,police,419265
572510005,headband,572510
418175001,stove,418175
58655001,12:55,58655
15994001,no,15994
75768003,nothing,75768
259625000,walking,259625
356622001,sitting,356622
122213014,wall,122213
180800004,oranges,180800
487385002,eating,487385
272080001,clock,272080
287994003,beach,287994
483475002,jacket,483475
171611001,no,171611
65057001,no,65057
416193001,no,416193
489829000,no,489829
325666007,rainy,325666
288435001,5,288435
84530002,unknown,84530
127517002,3,127517
21644006,yes,21644
503595003,beef,503595
283928000,no,283928
503841004,1,503841
384402005,gray,384402
185015007,no,185015
207205000,yes,207205
291298000,man,291298
233556004,no,233556
495993000,stop,495993
406217003,hotel,406217
198223004,standing,198223
205101021,chicken,205101
32861000,raining,32861
388325001,white,388325
95707002,counter,95707
167725007,no,167725
350860009,parking,350860
291664001,walking,291664
306426003,blue,306426
448849005,shallow,448849
247806002,clock,247806
173161001,left,173161
268729000,2,268729
9668002,nothing,9668
416746001,cardinals,416746
535750002,walking,535750
122549111,suit,122549
475844003,3,475844
321107003,no,321107
531143000,0,531143
400925021,pointing,400925
394449004,people,394449
500446001,10:20,500446
546171000,standing,546171
269038001,2,269038
162366003,beer,162366
78638005,28,78638
391154000,4,391154
349090003,blue,349090
529494001,metal,529494
286146004,child,286146
171524001,dirt,171524
479477004,1,479477
21746001,tennis,21746
408817002,flag,408817
578498015,pillow,578498
228771002,broadway,228771
447043001,england,447043
48143001,5,48143
25521000,banana,25521
28582002,yes,28582
560677002,sunglasses,560677
436603001,yes,436603
306974001,yes,306974
344094011,solid,344094
487428003,nothing,487428
369751001,nothing,369751
333826000,2,333826
244999000,no,244999
352196001,window,352196
247720006,red,247720
153279002,unknown,153279
568426003,cake,568426
168061001,storage,168061
449089001,2,449089
128280001,orange,128280
345071005,pizza,345071
575356007,yes,575356
482800001,no,482800
549763005,cabinets,549763
543525003,left,543525
9800010,adidas,9800
36226001,delta,36226
550431002,prom,550431
11184007,1,11184
516503009,2,516503
443351002,black,443351
504256001,yes,504256
549885001,olives,549885
571585019,no,571585
92939002,yes,92939
161047003,no,161047
114586008,no,114586
79837001,no,79837
458510017,no,458510
158122000,nokia,158122
293785000,unknown,293785
581401001,no parking,581401
317147000,cat,317147
411674001,24,411674
395324008,yes,395324
151657002,graduation,151657
458781002,baseball,458781
299409011,dead end,299409
213033000,no,213033
535501001,yes,535501
59740003,1000,59740
559166005,0,559166
72376003,baseball,72376
100283001,left,100283
397322003,fridge,397322
531797002,0,531797
413235000,messy,413235
316237000,0,316237
301950005,table,301950
195113002,ceramic,195113
486355006,no,486355
410650002,unknown,410650
134542004,apple,134542
188296000,15,188296
14248014,black and white,14248
326627016,apartment,326627
328683001,car,328683
576045001,sign,576045
57415001,first,57415
417355000,yes,417355
474609017,yes,474609
347335003,no,347335
28702002,holding,28702
286322006,right,286322
205134002,happy birthday,205134
77479008,blue,77479
168337002,open,168337
299776001,4,299776
418696003,left,418696
131611009,yes,131611
569976002,no,569976
75285019,night,75285
56068001,yes,56068
287305004,2,287305
254789018,luggage,254789
546965010,cones,546965
541086003,vase,541086
38190002,plastic,38190
472445002,light,472445
95039006,catcher,95039
324710000,yes,324710
124294007,8,124294
365177003,no,365177
231568018,3,231568
316968005,1,316968
17366001,1,17366
507783001,2,507783
17152019,white,17152
423396001,wall,423396
93736002,left,93736
246717006,yes,246717
446812004,yes,446812
10216004,yes,10216
424135001,12,424135
154230001,teddy bear,154230
207538005,0,207538
376469002,nothing,376469
227893015,tour,227893
476339005,2,476339
240107002,no,240107
139007002,no,139007
179045003,twin,179045
133002005,4,133002
245227010,1,245227
454195007,2,454195
24053017,palm tree,24053
144935015,15,144935
217593003,dodgers,217593
133928003,boat,133928
218294001,down,218294
57827000,4,57827
190680005,1,190680
331667001,train,331667
222866001,soup,222866
285681012,unknown,285681
66297004,pizza,66297
176906002,yes,176906
108243002,leaves,108243
210761003,yes,210761
322785000,no,322785
206907002,yes,206907
208516001,paint,208516
228464002,10:55,228464
376295007,5,376295
512667001,bottle,512667
53697018,4,53697
248469003,brown,248469
51702008,silver,51702
120905000,no,120905
572017001,bird,572017
553326000,cooking,553326
197262001,8,197262
217919000,0,217919
17869000,frisbee,17869
105751000,1:50,105751
452224002,yellow,452224
403038001,chicken,403038
159372004,black,159372
262800002,united,262800
412551002,sun,412551
240185000,2,240185
197774003,light,197774
462527006,microwave,462527
250703001,water,250703
55323000,wallpaper,55323
560744002,cups,560744
534335008,onions,534335
202507001,no,202507
210144002,yes,210144
489764017,yes,489764
199215002,park,199215
553588002,3:00,553588
520868004,yes,520868
541351004,ponytail,541351
243867003,0,243867
497021012,dead end,497021
463699005,no,463699
208169000,20,208169
447160009,beach,447160
430519001,55,430519
156740000,teddy bears,156740
493720000,pole,493720
537991002,texting,537991
563920001,nothing,563920
413839001,long time,413839
346275001,skateboarder,346275
402570000,10:20,402570
317310002,nothing,317310
258036002,arm,258036
273784002,baseball,273784
161220002,lab,161220
211046001,yes,211046
123213003,yes,123213
178994005,sheep,178994
399595003,unknown,399595
248701005,camera,248701
68217006,electricity,68217
540830003,teddy,540830
513887000,bananas,513887
501494001,suitcase,501494
366225010,mountains,366225
121633001,4,121633
323895001,polo,323895
65227001,tennis,65227
162114011,store,162114
77172001,yes,77172
119233000,yes,119233
267224001,nothing,267224
398567006,electronics,398567
234691001,no,234691
169757002,microwave,169757
156104002,old,156104
446207000,nikon,446207
405183027,green,405183
108803000,friend,108803
30210000,yes,30210
96402030,towel,96402
49502002,yes,49502
410988003,refrigerator,410988
28957002,no,28957
104965003,chair,104965
80273000,no,80273
216363000,black,216363
124983001,broadway,124983
176730003,11,176730
22747002,7,22747
399968004,jp morgan,399968
179114003,people,179114
534173003,scarf,534173
301421001,bird,301421
417830000,sugar,417830
227220004,0,227220
440123006,fork and knife,440123
67207037,thumbs up,67207
528033000,shirt,528033
37322003,bmw,37322
13985005,school,13985
203747005,concrete,203747
574725002,road,574725
401556011,wall,401556
219848002,no,219848
57508007,blue,57508
9275001,man,9275
543045002,2,543045
501229005,yes,501229
445334006,pink,445334
374950000,1,374950
426259002,poles,426259
38875000,2,38875
471955003,pink,471955
444568000,no,444568
262396000,couch,262396
135037001,2,135037
451373002,100 year party ct,451373
266107001,new york,266107
551001001,yes,551001
159451004,truck,159451
313155000,color,313155
349310001,handicap,349310
180653005,female,180653
549789000,helicopter,549789
554838004,refrigerator,554838
211775006,smiling,211775
538067005,flying kites,538067
272416000,broken,272416
26201004,wall,26201
380244022,chair,380244
294030001,yes,294030
290610004,train,290610
523175000,tomato,523175
459967001,yes,459967
529065003,concrete,529065
152525000,stop,152525
184324008,unknown,184324
533069004,yes,533069
580608006,plant,580608
534081003,12:00,534081
232769001,15,232769
308828001,stop,308828
166056002,welcome,166056
326837002,cooking,326837
261072013,wii,261072
345595001,10,345595
153632012,plate,153632
63796001,phone,63796
383066000,business,383066
137842004,0,137842
84749000,yes,84749
294228000,yes,294228
186977003,30,186977
435187000,no,435187
313399005,nathan's,313399
399177002,flag,399177
257838004,4,257838
477791014,no,477791
67616007,table,67616
530457000,flowers,530457
363181000,talking on phone,363181
559388006,on laptop,559388
66179002,banana,66179
249277003,public,249277
144300018,yamaha,144300
27717004,computer,27717
457943003,blue,457943
80756000,ham,80756
224724002,on pole,224724
37017002,at camera,37017
323576002,sitting,323576
520778007,skirt,520778
406000001,nothing,406000
115927009,street name,115927
227220002,4,227220
480470053,no,480470
290602000,nothing,290602
165884001,apples,165884
80713016,yes,80713
198367002,3,198367
359492002,mountains,359492
466763000,necklace,466763
249838008,daytime,249838
220224004,top,220224
346968003,black,346968
462954001,hotel,462954
134844002,unknown,134844
253520017,good,253520
268413002,dinner,268413
159262001,0,159262
560312003,no,560312
234914016,food,234914
333703000,apple,333703
40361000,5,40361
189932005,yes,189932
210982000,1,210982
109907013,frisbee,109907
214527024,clock,214527
92338005,1,92338
498994005,no,498994
98872001,phone,98872
256403003,yes,256403
470113003,no,470113
336372001,yes,336372
499388012,east,499388
126110002,no,126110
112698002,yes,112698
57353002,1,57353
65883004,1,65883
437609002,petting,437609
518937002,orange,518937
430590000,50,430590
535563000,50,535563
253506004,pickup,253506
399249002,rectangle,399249
474906050,red,474906
346013003,tulips,346013
