QuestionID,MCAN+BERT,ImageID
531047001,no,531047
6763001,no,6763
6763002,no,6763
137842003,standing,137842
137842006,no,137842
6771002,woman,6771
531061001,on ground,531061
531061009,no,531061
399991002,protection,399991
531069001,stripes,531069
531069002,yes,531069
399998000,38,399998
399998001,1,399998
399998002,38,399998
399998004,safety,399998
268938000,0,268938
268938002,4,268938
241431000,0,241431
268941000,sailboat,268941
268941001,sailboat,268941
531086002,no,531086
531086003,refrigerator,531086
531086006,no,531086
268943002,fishing,268943
268943005,balance,268943
268944001,jet,268944
275881001,yes,275881
275881010,0,275881
275881011,yes,275881
275881022,yes,275881
531092000,no,531092
531092001,lettuce,531092
531092004,nothing,531092
531092009,yes,531092
531092011,no,531092
531092014,turkey,531092
6810002,noon,6810
88517003,pole,88517
88517004,stop,88517
88517005,stop,88517
88517006,yes,88517
88517007,stop,88517
137888010,chair,137888
268966001,banana,268966
268966002,yes,268966
531115000,leaves,531115
132210000,trash,132210
400046004,0,400046
400048001,men,400048
306974001,yes,306974
531126001,8,531126
137911000,3 feet,137911
531128000,7,531128
531128002,noon,531128
531128003,gold,531128
531134000,happiness,531134
531134001,red,531134
531134002,yes,531134
531135000,0,531135
531135001,8,531135
268992002,0,268992
268996001,yes,268996
268996002,wall,268996
6854000,,6854
531143000,3,531143
531143001,brown,531143
531143002,tree,531143
531144001,1,531144
531144002,3,531144
6864002,yes,6864
137938000,cheese,137938
137938001,cheese,137938
6870000,2,6870
6870002,no,6870
269017000,no,269017
269017002,yes,269017
531163000,2010,531163
531163004,unknown,531163
531163006,bus,531163
531167001,toilet,531167
531167005,nothing,531167
137954006,yes,137954
137954016,yes,137954
531178002,man,531178
44839000,5,44839
269037000,graffiti,269037
269038000,right,269038
137967002,no,137967
137967003,3,137967
6896004,looking,6896
6906000,yes,6906
400123003,wall,400123
400123009,tile,400123
400123012,sink,400123
400123013,dawn,400123
400123015,down,400123
136218000,no,136218
269058002,glove,269058
137992000,white,137992
137993001,train,137993
400139001,3,400139
269089001,lettuce,269089
6949000,fork,6949
138022000,2,138022
138022002,walking,138022
138022008,television,138022
138022009,nothing,138022
6954000,4,6954
6954001,4,6954
531244001,nothing,531244
400178001,warning,400178
279561001,windows,279561
279561003,box,279561
138040000,no,138040
269113001,2,269113
400189005,12,400189
400189007,4,400189
400189008,0,400189
531264000,tie,531264
531264001,3,531264
269121002,yes,269121
138054001,28,138054
138054002,yes,138054
138054004,3,138054
531286001,new york,531286
531286002,downtown,531286
531286003,1,531286
531286006,38,531286
138073001,0,138073
138079006,curtain,138079
138079007,shower,138079
138086000,yes,138086
138086001,no,138086
459922000,no,459922
459922004,ford,459922
400238002,unknown,400238
400238004,nothing,400238
400238005,3,400238
7023001,5,7023
138096002,skateboarding,138096
138096006,skateboard,138096
138096008,multi colored,138096
269172000,bike,269172
269172001,black,269172
269172002,yes,269172
269172004,rug,269172
269172005,party,269172
269172006,bike,269172
269172007,2,269172
531324001,no,531324
531324004,4,531324
531327003,tomato,531327
138115000,short,138115
138115001,yes,138115
531334002,both,531334
531335000,brushing teeth,531335
400265000,yes,400265
400265001,no,400265
531349000,city,531349
531349002,0,531349
531350004,white,531350
7072002,man,7072
219632002,frisbee,219632
138151000,2,138151
138151001,no,138151
138151002,sign,138151
66717001,first,66717
328862001,4,328862
7096000,front,7096
7096001,1,7096
400317007,nike,400317
138175001,right,138175
7107000,1,7107
7107002,12,7107
7107004,nowhere,7107
269253002,no 1,269253
269253003,wall,269253
269254000,no,269254
269254001,people,269254
269254002,no,269254
138185000,4,138185
7115000,black,7115
7115002,0,7115
138196000,train,138196
138196004,2,138196
138196006,2,138196
7125000,red,7125
7125005,0,7125
531415002,table,531415
531415003,table,531415
400347000,no,400347
138204001,dog,138204
269282000,yes,269282
269282001,0,269282
269282002,1950,269282
531433000,donuts,531433
531433002,donuts,531433
269306002,5,269306
269311000,no,269311
269311002,no,269311
138241000,american,138241
138241001,plate,138241
269314000,bird,269314
269316000,left,269316
269316002,no,269316
138246002,2,138246
138246005,modern,138246
7178000,gray,7178
7178003,2,7178
400401004,camo,400401
400401005,6,400401
138271002,no,138271
269344002,dog,269344
7202000,4,7202
7202001,6,7202
263346002,united,263346
263346011,stripes,263346
263346014,dusk,263346
263346016,united,263346
263346020,stop,263346
269358000,christmas,269358
547336000,outside,547336
531510002,office,531510
531512000,taking picture,531512
416267000,bathroom,416267
400453000,restaurant,400453
400453001,no,400453
400453003,nowhere,400453
400453005,turkey,400453
400453006,lot,400453
7241000,sign,7241
531532005,belt,531532
547341002,donut,547341
269394000,0,269394
269394003,0,269394
269395000,bowl,269395
269395002,no 1,269395
7253001,no,7253
7267000,sparrow,7267
7267001,fence,7267
7267003,fence,7267
269417001,nothing,269417
269417003,0,269417
269417008,gold,269417
269417009,standing,269417
269417010,kitchen,269417
269417011,bulldog,269417
7274000,salad,7274
7274001,no,7274
269419000,night,269419
7276002,fern,7276
7278000,,7278
7278002,yes,7278
7278004,yes,7278
7278005,green,7278
7278008,green,7278
7278010,head,7278
7281001,nothing,7281
400507001,delta,400507
400507002,no,400507
531581000,happy,531581
531581001,both,531581
531581004,white,531581
531581006,yes,531581
531581008,smiling,531581
531585000,4,531585
531585002,fedex,531585
400516001,yes,400516
400516002,no,400516
269445002,green,269445
138382005,cheese,138382
138382007,wood,138382
400528000,sitting,400528
400528002,usa,400528
531607000,yes,531607
531607001,yes,531607
7320000,tv,7320
400538001,7,400538
400538003,business,400538
7325000,passenger,7325
7325002,building,7325
7325004,ground,7325
7325005,nowhere,7325
400547001,3,400547
400552000,nothing,400552
400552003,horizontal,400552
400554002,no,400554
400567009,yes,400567
400567010,black and white,400567
400569001,yes,400569
7355000,yes,7355
7355001,red,7355
7355002,toyota,7355
7355004,0,7355
7355007,yes,7355
7355008,city,7355
400573002,yes,400573
394444004,red,394444
394444008,green,394444
394444014,red,394444
394444022,man,394444
138446001,hair,138446
400596000,porcelain,400596
400596001,sink,400596
400596002,blue,400596
7386002,park,7386
7398002,no,7398
531697000,nothing,531697
66771000,4,66771
66771002,2,66771
531703000,pasta,531703
531703002,yes,531703
531703003,fork,531703
531707000,3,531707
531707001,no,531707
531707002,yes,531707
138492001,4,138492
531710001,0,531710
401783000,gray,401783
138503000,no,138503
400658004,yes,400658
7444000,street,7444
7444001,2000,7444
7444002,unknown,7444
138517001,yes,138517
531735001,graffiti,531735
531735002,0,531735
531735003,graffiti,531735
531735004,3,531735
531735006,3,531735
531735009,0,531735
531739000,motorcycle,531739
531739001,tie,531739
138527001,ground,138527
269600000,3,269600
269600002,rolex,269600
269606001,no,269606
394460000,child,394460
394460003,floor,394460
394460004,party,394460
394460009,yes,394460
138549005,candle,138549
138550002,0,138550
138550003,red and white,138550
138553001,no,138553
138553002,13,138553
531771001,1,531771
138556003,2,138556
269632003,driving,269632
531784002,on table,531784
531784004,6,531784
416311001,3,416311
138573001,yes,138573
400719003,20,400719
400719014,no,400719
7506002,yes,7506
531796002,green and white,531796
531796004,city,531796
531797002,0,531797
531798000,silver,531798
531798001,green beans,531798
531803002,skis,531803
138589000,people,138589
138589001,usa,138589
7519000,red,7519
7519003,paper,7519
7522003,left,7522
7522005,playing,7522
531816002,teddy bear,531816
138601001,bus,138601
138601003,food,138601
138601004,stop,138601
138601005,asia,138601
269678003,white,269678
269678014,yes,269678
269678024,floor,269678
269678026,no,269678
269678028,wall,269678
269678031,kids,269678
269682002,water,269682
269682004,yes,269682
269689001,home,269689
394474001,baby,394474
7556000,neither,7556
7556002,12,7556
222842001,milk,222842
222842002,no,222842
222842003,3,222842
7559000,5,7559
7559003,4,7559
531852000,2,531852
138639001,10,138639
138639004,0,138639
7570001,noon,7570
197870002,bird,197870
7574002,green,7574
7574003,dishes,7574
138648000,3,138648
138648002,yes,138648
269721001,man,269721
269721006,yes,269721
269721008,yes,269721
269721009,yes,269721
269721010,0,269721
269721011,field,269721
269721015,nike,269721
138653001,0,138653
138653002,pink,138653
400803001,unknown,400803
400803002,ocean,400803
269736000,1,269736
400815000,no,400815
400815003,yes,400815
400815004,red,400815
400815005,bench,400815
400815006,bus,400815
400815007,road,400815
400815011,right,400815
531896000,brown,531896
285258001,3,285258
531909000,modern,531909
531917002,park,531917
531917004,2,531917
400851003,10,400851
400853002,1,400853
269784000,head,269784
269784001,no,269784
269784004,green,269784
154193000,yellow,154193
138730000,3,138730
138730001,unknown,138730
138730002,unknown,138730
138730003,green,138730
138730009,yes,138730
138730011,india,138730
138730012,fedex,138730
7666000,south,7666
269815003,reading,269815
7673001,3,7673
138755004,12:00,138755
7690000,red,7690
400907000,yes,400907
400916003,0,400916
400922002,2,400922
400922003,0,400922
531995000,floor,531995
531995002,flip flops,531995
400925009,right,400925
400925015,0,400925
400925024,wii remote,400925
400925025,nothing,400925
400925026,nothing,400925
532007001,4,532007
269867000,no,269867
269867002,nothing,269867
7726002,bus,7726
269873000,main,269873
269873002,no,269873
7730000,2,7730
400950003,3,400950
269879001,pizza,269879
269879002,cheese,269879
269879006,veggie,269879
138821002,head,138821
532043001,no,532043
532043007,2 feet,532043
400975001,no,400975
138832001,no,138832
138832002,daytime,138832
400981002,chase,400981
400981003,tennis player,400981
400981006,mercedes benz,400981
138838001,no,138838
138838005,yes,138838
400983003,on grass,400983
400985002,coffee,400985
532058001,rainbow,532058
532058003,playing,532058
532058004,on bed,532058
269918001,dog,269918
269922000,california,269922
269926001,yellow and blue,269926
7789000,stripes,7789
7789002,book,7789
401010000,window,401010
7795000,cloth,7795
7795001,0,7795
532085002,stop,532085
138871001,no,138871
401018004,nothing,401018
269949002,noon,269949
269949003,church,269949
132373000,12,132373
132373002,electric,132373
132373004,5,132373
401024002,brush,401024
401027005,lettuce,401027
7816000,police,7816
7816002,1,7816
7818000,clear,7818
269975001,3,269975
269975005,bus,269975
269975008,2,269975
532126001,yes,532126
460059000,white,460059
401061003,photographer,401061
401068001,star,401068
401068002,tree,401068
270001001,potatoes,270001
270001006,onions,270001
270001012,1,270001
307145001,silver,307145
307145002,modern,307145
270009002,yellow,270009
7867000,yes,7867
7867002,counter,7867
532159002,dry,532159
401088000,yes,401088
401088002,no,401088
7873002,china,7873
154230001,0,154230
138954000,10,138954
138954005,gray,138954
88695012,floral,88695
88695013,brown,88695
7888000,12,7888
138965001,unknown,138965
138965002,no,138965
401112001,brown,401112
138970001,yes,138970
270045002,4,270045
270048000,station,270048
270048001,2,270048
401123001,grass,401123
401123002,giraffe,401123
401123003,ground,401123
401124002,4,401124
7913000,2.00,7913
394535000,yes,394535
394535001,luggage,394535
394535002,1,394535
401132002,donuts,401132
438226002,fries,438226
270066002,3,270066
138995001,scissors,138995
532216003,yes,532216
532216005,yes,532216
139004000,nothing,139004
139004001,no,139004
139007002,no,139007
139007003,no,139007
7938003,yes,7938
7938006,white,7938
7938007,yes,7938
139011001,10,139011
139011002,stop,139011
401157002,no,401157
547457000,no,547457
547457001,yes,547457
547457002,2,547457
401163005,white,401163
270097004,selfie,270097
7961000,chocolate,7961
7961002,ketchup and mustard,7961
7961003,2,7961
401197000,yes,401197
401197002,umbrella,401197
401197003,5,401197
7989002,15,7989
7991000,orange,7991
270136000,20,270136
401212000,yes,401212
401212001,no,401212
401212002,furniture,401212
139072000,can't tell,139072
139072002,pitch,139072
270148001,flower,270148
270148005,fake,270148
532295006,yes,532295
372706002,parked,372706
372706005,clothes,372706
8016002,yes,8016
270165001,2 feet,270165
139094000,1,139094
401240002,3,401240
401240004,noon,401240
401240006,building,401240
139097002,bathroom,139097
139097005,no,139097
139099004,banana,139099
139099005,bananas,139099
139099006,party,139099
139099008,india,139099
401244019,yes,401244
401244023,frisbee,401244
57006000,yes,57006
401249000,tan,401249
401249004,yes,401249
401249011,gold,401249
270185001,no,270185
8042000,wall,8042
8042001,yes,8042
270189002,metal,270189
270189005,cumulus,270189
270189008,top,270189
270189010,4,270189
532338002,birds,532338
139127002,boat,139127
8065001,yes,8065
139141000,yes,139141
139141002,1,139141
532381000,laying down,532381
270239001,no,270239
139169002,no,139169
270244009,yes,270244
329030009,no,329030
532390000,china,532390
532390001,flower,532390
532390002,1,532390
532390003,china,532390
401320000,main,401320
401320002,no,401320
139181002,white,139181
532403000,4,532403
532403001,4,532403
532403007,scissors,532403
532403008,4,532403
8119002,12,8119
139192001,nothing,139192
8128002,blue,8128
270274000,0,270274
270274002,floor,270274
532426000,motorcycle,532426
110587000,striped,110587
401384000,9,401384
401384001,chicago,401384
8170000,no,8170
532463000,2,532463
532463001,clothes,532463
139248002,0,139248
8179000,2,8179
8180002,yes,8180
8180009,luggage,8180
8180010,logo,8180
8180011,united,8180
8181005,no,8181
8181010,no 1,8181
401398000,fern,401398
401398001,i don't know,401398
401403002,no,401403
139260000,no,139260
139260003,on plate,139260
139260006,cake,139260
139260007,cream,139260
139260010,banana,139260
139261001,heart,139261
139261002,deep,139261
8191003,river,8191
8191004,2012,8191
532481000,calm,532481
532481002,2,532481
401411002,cooking,401411
8196000,no,8196
8196001,donut,8196
8196002,yes,8196
8204002,ford,8204
270351001,12,270351
270351002,no,270351
401425002,yes,401425
270354000,house,270354
270354003,barn,270354
8211001,store,8211
8211002,standing,8211
8211005,police,8211
401429003,yes,401429
401429004,no,401429
532503001,nike,532503
8218001,1,8218
139294001,no,139294
139294002,stop,139294
401446000,yes,401446
401446006,no,401446
270376004,new york,270376
139306000,6 inches,139306
139306002,yes,139306
270381002,grass,270381
532527000,white,532527
532527001,carrots,532527
532530001,subway,532530
532531000,veggie,532531
532531001,2,532531
532540000,left,532540
532540004,no,532540
532548000,potatoes,532548
532548001,cheese,532548
8267005,trash can,8267
78838001,yes,78838
78838003,9,78838
532610002,green,532610
401539003,14,401539
532620002,bear,532620
8333000,amtrak,8333
8333003,nothing,8333
8333006,samsung,8333
8333007,new york,8333
401550002,sidewalk,401550
401550011,people,401550
401556010,public,401556
401556011,sink,401556
401556013,bathtub,401556
401556015,top,401556
8350002,playing,8350
270505000,elephant,270505
270505004,gray,270505
503837001,motorcycle,503837
139440001,oar,139440
139440002,brown,139440
139440003,no,139440
139440004,9,139440
139440006,no,139440
270515002,luggage,270515
532669000,0,532669
532669003,kite,532669
270532000,small,270532
270532002,4,270532
139468000,water,139468
139468002,1 way,139468
401613006,color,401613
532686004,half,532686
8401001,2010,8401
139475001,no,139475
139475002,picture,139475
532695003,yes,532695
532695004,smiling,532695
532695005,yes,532695
532695007,yes,532695
532695009,wedding,532695
270554002,2,270554
139486003,no,139486
8418000,yes,8418
270570006,yellow,270570
270570007,3,270570
270570008,yes,270570
23251000,4,23251
401653002,horse,401653
8443000,right,8443
8443002,yes,8443
8443003,right,8443
532732003,yes,532732
532732004,words,532732
532732008,helmet,532732
532732012,red,532732
532732016,car,532732
532732017,30,532732
532732018,yes,532732
532732020,person,532732
532732024,ponytail,532732
532732030,long,532732
8445000,bench,8445
139518000,6,139518
139518002,no,139518
532735001,street,532735
270593006,6,270593
270593009,elephant,270593
270593010,6,270593
307243003,3,307243
139530000,2,139530
270603003,boat,270603
270603004,no,270603
270603005,news,270603
270609001,green,270609
401682001,brown,401682
401682002,woman,401682
401682003,flowers,401682
532759000,no,532759
532759002,12:00,532759
532761012,recliner,532761
532761017,0,532761
532761018,white,532761
532761020,cloth,532761
532761028,yes,532761
270625003,basil,270625
8483000,english,8483
8483001,don't know,8483
8483002,yes,8483
532773000,food,532773
532773001,california,532773
532773002,farm,532773
532780000,cheese,532780
8493000,0,8493
8493001,water,8493
8498000,12:00,8498
8498005,12:00,8498
532787001,nothing,532787
401718000,white,401718
401718001,no,401718
532809000,hardwood,532809
532809001,picture,532809
532809002,3,532809
532809003,on table,532809
305800000,dinner,305800
305800001,4,305800
532812002,20,532812
532812003,no,532812
532812004,20,532812
270672001,donut,270672
270672002,no,270672
532827000,paper,532827
532827002,0,532827
401758005,lab,401758
401758007,lab,401758
532833002,3,532833
139623002,trees,139623
139623003,tall,139623
139623006,on tracks,139623
401776001,clothing,401776
270705000,branch,270705
270706001,purple,270706
270706002,yes,270706
532855002,no,532855
174866000,white,174866
270721004,marble,270721
532867003,white,532867
532867004,shorts,532867
176193000,crosswalk,176193
532876001,yes,532876
532876002,yes,532876
532876003,yes,532876
532876005,graffiti,532876
532876006,yes,532876
401808001,yes,401808
401808002,river,401808
8594002,0,8594
8599002,steam,8599
270753002,no,270753
401828002,phone,401828
532901001,curtains,532901
350961004,wood,350961
401833000,0,401833
401833001,yes,401833
8629001,3,8629
8629002,4,8629
532919001,people,532919
401850003,yes,401850
401850004,yes,401850
401857003,catcher,401857
401857006,3,401857
401860000,no,401860
401860001,spinach,401860
219894004,yes,219894
401862001,2,401862
401862002,london,401862
139734001,banana,139734
139734002,chiquita,139734
139734003,banana,139734
139734006,wood,139734
8665000,red,8665
8665001,fern,8665
8665002,yes,8665
8665003,car,8665
8665009,red,8665
270810000,yes,270810
270810001,blue,270810
139740001,car,139740
139740003,silver,139740
139740004,silver,139740
270815002,2,270815
270815003,pitcher,270815
270815005,no,270815
270815008,baseball,270815
372816004,ceiling,372816
372816005,3,372816
532963001,9,532963
8676001,0,8676
139749000,lights,139749
139749001,3,139749
8688002,old,8688
8690001,cow,8690
401907000,3,401907
401907002,nothing,401907
532989000,on ground,532989
139781007,building,139781
8711004,unknown,8711
139785003,no,139785
533003000,yes,533003
533003001,1,533003
533003004,shelf,533003
8718000,strawberries,8718
401935005,yes,401935
401935006,yes,401935
8721001,website,8721
8721008,paper,8721
8721009,yes,8721
401951000,office,401951
401951001,caution,401951
533026002,no,533026
270883001,yes,270883
270883002,yes,270883
270883003,bracelet,270883
270883005,sleeping,270883
533032005,car,533032
533032007,car,533032
8749001,plate,8749
8749002,pepperoni,8749
401971000,books,401971
401971003,2,401971
401971004,3,401971
456584004,1,456584
456584005,no,456584
270908000,fell,270908
139843002,1,139843
139843004,1,139843
139843005,daytime,139843
270918000,tower,270918
219916002,yes,219916
533069001,night,533069
533069005,12,533069
547597000,2,547597
547597001,no,547597
547597002,p,547597
139856006,2.00,139856
8787001,no,8787
482062002,standing,482062
482062008,no,482062
139871000,9,139871
139871003,star,139871
139871006,0,139871
219920000,0,219920
219920002,pole,219920
219920006,0,219920
219920007,0,219920
219920009,0,219920
219920013,noon,219920
219920015,0,219920
8803001,3,8803
8803002,no,8803
132540001,neither,132540
533106001,standing,533106
533107001,nothing,533107
533107004,unknown,533107
533107008,no,533107
533107009,stop,533107
8832002,cake,8832
285462000,10,285462
285462002,7,285462
285462004,2,285462
533129000,nothing,533129
533129001,stripes,533129
8844002,20,8844
8844004,kitchen,8844
8844007,floor,8844
8844014,no,8844
8844015,table,8844
8844022,nothing,8844
139917000,yes,139917
139917002,dog,139917
533137000,picture,533137
533137001,deep,533137
8853000,rocks,8853
8853005,2,8853
533145004,yes,533145
519673000,2,519673
519673004,0,519673
519673005,yes,519673
533156000,no,533156
271017000,metro,271017
271017001,windows,271017
271017002,bus,271017
8876001,roman numerals,8876
533166005,10,533166
402096002,0,402096
402096004,circle,402096
139953001,2,139953
533171002,bridle,533171
533173002,4,533173
271032003,water,271032
271035003,trash,271035
402109002,no 1,402109
139969000,pizza,139969
139969001,3,139969
8899001,store,8899
8899003,car,8899
8899006,store,8899
139973000,no,139973
139973001,ball,139973
533201001,0,533201
533201003,green,533201
533201004,0,533201
533206000,yes,533206
271063000,yes,271063
271063002,oven,271063
271068000,cell,271068
271068001,daytime,271068
271076000,afternoon,271076
271076003,4,271076
271076007,roman numerals,271076
271076009,pole,271076
140007004,yes,140007
533227003,nothing,533227
140017000,veggie,140017
140020000,evening,140020
140020002,london,140020
8953000,5,8953
140043000,yes,140043
140043003,strawberry,140043
271116000,tan,271116
503939003,1,503939
402206002,pink,402206
533283000,0,533283
140068003,no,140068
140068004,5,140068
271143000,1,271143
271143001,no,271143
271143002,bottle,271143
140076000,1,140076
9007001,t shirt,9007
140087003,sitting,140087
402233004,home,402233
402233009,yes,402233
402234003,no,402234
1503003,round,1503
533311001,yellow,533311
402248002,no,402248
402250002,brown,402250
547639001,counter,547639
547639005,1,547639
547639007,lamp,547639
45197000,yes,45197
45197002,rainbow,45197
533329005,1,533329
533329007,1,533329
533329010,red,533329
533329011,11,533329
285497000,yes,285497
285497001,at camera,285497
9050000,2,9050
402283001,black,402283
402283003,2,402283
402283004,yankees,402283
271215000,plate,271215
9077002,20,9077
140151002,100,140151
533368002,no,533368
533368005,yes,533368
271230002,kite,271230
533378000,unknown,533378
533378001,4,533378
271240000,no,271240
271240003,3 feet,271240
402313000,nothing,402313
402313002,restaurant,402313
402313003,yes,402313
402313004,0,402313
402313005,shell,402313
153061001,6,153061
153061002,parking lot,153061
153061003,small,153061
153061009,cargo,153061
140174011,logo,140174
271248000,graffiti,271248
271248002,yes,271248
402328000,yes,402328
402328002,helmets,402328
402328003,blue,402328
402334000,tile,402334
402334001,clock,402334
533407001,cup,533407
533408002,nowhere,533408
402346005,bowl,402346
402346008,tulips,402346
402346009,yes,402346
402346010,lily,402346
402346012,no,402346
402346014,2,402346
402346015,yes,402346
402346024,3,402346
402346027,3,402346
402346028,fruit,402346
402346037,tulips,402346
140203000,phone,140203
140203001,can't tell,140203
140203002,bus,140203
9145000,2,9145
533434000,unknown,533434
533434002,yes,533434
533434003,yes,533434
438432000,park,438432
438432001,living room,438432
438432002,7,438432
438432004,men,438432
9156002,3 feet,9156
9156003,store,9156
9156005,bread,9156
140231001,2,140231
533449003,yes,533449
533452002,blue,533452
533452005,chicken,533452
9172000,1,9172
9172001,person,9172
9172003,london,9172
9172004,train station,9172
9175000,graffiti,9175
9175002,bird,9175
533464001,noon,533464
533464007,3,533464
533464018,2,533464
402405001,nothing,402405
88913000,no,88913
533480001,0,533480
533485003,rose,533485
140270001,7,140270
140270002,hat,140270
533493001,0,533493
533493002,frisbee,533493
23380000,0,23380
23380001,5,23380
503978003,fork,503978
503978005,no,503978
503978007,chinese,503978
402433000,yes,402433
402433003,scissors,402433
533506000,plastic,533506
533506001,coke,533506
533506002,selfie,533506
533508000,noon,533508
140294000,3,140294
140294002,1,140294
533511003,yes,533511
533517003,1,533517
110765001,wood,110765
140307000,red,140307
140307001,yes,140307
9236001,4,9236
9236005,4,9236
9236007,yes,9236
9236012,no,9236
533536000,sony,533536
533536002,yes,533536
460294000,sun,460294
460294001,walking,460294
460294002,street,460294
110769000,yes,110769
402473000,0,402473
402473004,1,402473
402473005,right,402473
402473009,no,402473
9262001,cupcakes,9262
9262002,store,9262
9262004,cupcakes,9262
9262007,2,9262
9262008,unknown,9262
9262011,3 feet,9262
9262012,nothing,9262
9262014,5,9262
9262019,party,9262
9262025,2,9262
9262030,4,9262
533553000,no,533553
9270001,far,9270
9274000,noon,9274
9274002,12,9274
271424000,unknown,271424
271429000,nike,271429
271429002,2,271429
9288001,brush,9288
402514002,cooking,402514
402519000,branch,402519
402519001,yellow,402519
402519003,yellow,402519
271452000,usa,271452
271452003,english,271452
271452005,unknown,271452
271452006,large,271452
271452008,directions,271452
402528001,no,402528
140388000,navy,140388
140388001,american,140388
140388003,army,140388
271461000,no,271461
271461001,pot,271461
140391002,no,140391
271471000,eating,271471
271471001,bowl,271471
271471004,8,271471
198163001,no,198163
198163002,brown,198163
533625001,parking,533625
110784000,gray,110784
110784002,sidewalk,110784
110784003,chinese,110784
110784004,2,110784
140420004,forest,140420
402570000,12,402570
402570002,yes,402570
402570004,no,402570
314557001,clothes,314557
314557002,blue,314557
140435002,no,140435
402583001,tennis racket,402583
9378000,happy,9378
9381002,middle,9381
9381003,yes,9381
140456000,yes,140456
140456002,yes,140456
140456003,yes,140456
140456007,gray,140456
140456009,new york,140456
140456010,yes,140456
140456011,words,140456
533678000,5,533678
402615001,p,402615
402615002,100,402615
533688003,carrots,533688
271548000,no,271548
402623002,rainbow,402623
140487000,woman,140487
140487001,standing,140487
9420000,100,9420
9420003,many,9420
9420005,many,9420
271565006,5,271565
271565007,black,271565
271565009,8,271565
271565014,5,271565
271565016,5,271565
271565018,asphalt,271565
402639000,small,402639
402639001,white,402639
533721004,beer,533721
533721007,coke,533721
140513004,yes,140513
140513006,10,140513
402658002,donut,402658
402662000,yes,402662
402662003,5,402662
9450000,orange,9450
9450001,yes,9450
533743003,yes,533743
533743004,green,533743
402674001,0,402674
402674004,black,402674
533750001,sugar,533750
271607001,fedora,271607
504020000,5,504020
9466002,3,9466
140540001,yes,140540
402685008,rice,402685
140542000,red,140542
140542001,cow,140542
140542002,cow,140542
271620003,people,271620
9483007,2,9483
9483008,plain,9483
9483010,wii,9483
9483014,tv,9483
140556001,beach,140556
140556002,no,140556
329261000,microphone,329261
329261001,yes,329261
140565000,middle,140565
140565003,no,140565
140565004,airport,140565
271643002,high,271643
402720000,birthday,402720
402720002,right,402720
533805001,1,533805
533805002,0,533805
533805009,1,533805
533805010,1,533805
533805016,mountains,533805
9520002,no,9520
271666000,1,271666
271666004,1,271666
533811001,black,533811
402742002,basket,402742
533816000,mercedes benz,533816
307423003,no,307423
271680001,window,271680
271681001,no,271681
9548002,friends,9548
402765000,laptop,402765
402774001,boots,402774
140634002,white,140634
140634003,slow,140634
140636000,0,140636
140636002,seagulls,140636
140636007,white,140636
533855000,yes,533855
140640006,0,140640
140640009,frosting,140640
402786000,flowers,402786
402786003,first,402786
402786004,yes,402786
67131002,hot dogs,67131
140651001,no,140651
140651003,yamaha,140651
402798002,jet,402798
271728001,2,271728
140661005,left,140661
9590001,4,9590
9590003,4,9590
9590006,1,9590
9590007,4,9590
9590009,yes,9590
140664001,no,140664
9603010,trees,9603
9603014,white,9603
533896000,25,533896
533896004,bathroom,533896
351127001,3,351127
533900001,house,533900
140686001,no,140686
271759002,bread,271759
140696001,yes,140696
140696002,store,140696
140696007,4,140696
140696010,4,140696
140696011,food,140696
271772001,black,271772
220058000,south,220058
220058002,north,220058
271780000,0,271780
271780002,street,271780
271780003,no 1,271780
402855000,blue,402855
402855002,3,402855
271785005,2,271785
402858001,teddy bear,402858
9647001,skateboard,9647
9647002,people,9647
9647003,no,9647
402869001,sign,402869
402869004,2,402869
402869005,all,402869
402869007,2000,402869
533942000,fire hydrant,533942
533942002,water,533942
533942003,1,533942
533942005,waiting,533942
132683003,food,132683
9668002,nothing,9668
533958004,eggs,533958
140743000,black,140743
140743006,kitchen,140743
533962000,talking on phone,533962
271820005,blue and white,271820
271820006,no,271820
9679000,yes,9679
271828000,3,271828
271828003,real,271828
402903000,green,402903
402903002,car,402903
533976000,round,533976
533978003,4,533978
533978007,0,533978
533979005,lot,533979
9699000,yes,9699
9699002,2,9699
402922001,1,402922
271852000,red sox,271852
271852002,yes,271852
271852003,yes,271852
402926001,giraffe,402926
140783002,5,140783
402931002,15,402931
271864000,brown,271864
9721000,0,9721
9721002,black,9721
140797000,onion,140797
9729000,no,9729
9729002,right,9729
534018002,yes,534018
534019001,on plate,534019
271888001,no,271888
271888002,8,271888
534035001,yes,534035
534035002,2,534035
534035003,unknown,534035
534035004,words,534035
534036003,0,534036
534038000,boating,534038
534038008,paddle,534038
402967003,train station,402967
402967004,parking lot,402967
534041000,mom,534041
271900002,fur,271900
534045000,no,534045
9759000,0,9759
9759001,yes,9759
9759002,signs,9759
271907000,orange,271907
140840000,10,140840
140840002,on ground,140840
9769003,snow,9769
140843000,3,140843
140843002,yes,140843
140860001,adidas,140860
271934001,2,271934
9791000,horse,9791
9791001,statue,9791
9791004,2,9791
534081000,3,534081
534081004,2,534081
534081005,nothing,534081
271943004,no,271943
271943006,no,271943
9800000,no,9800
9800003,4,9800
9800008,1,9800
9800010,nike,9800
9801001,brown,9801
9807002,yes,9807
403038001,chicken,403038
271970002,4,271970
271970003,6,271970
271970005,noon,271970
329318001,yes,329318
329318010,skateboard,329318
329318013,2,329318
534121000,gas,534121
534121001,light,534121
