QuestionID,CASCADE,ImageID
240173002,building,240173
528030002,red,528030
134815001,white,134815
134815002,2,134815
528033000,bow,528033
528033002,no,528033
396972000,black and white,396972
528046000,yes,528046
528046001,yes,528046
3761001,blue,3761
3761004,no,3761
265916000,lab,265916
528062003,glass,528062
3779001,yes,3779
3779003,10,3779
396997001,no,396997
396997006,red,396997
134856003,4,134856
134856005,ocean,134856
134856006,2,134856
134856011,tan,134856
134856018,beach,134856
3786002,yes,3786
134863003,traffic light,134863
397008000,2,397008
397008008,no,397008
3793000,can't tell,3793
3793002,no,3793
3793004,square,3793
3794000,half,3794
306467000,0,306467
306467002,no,306467
306467003,rock,306467
528084000,no,528084
134870001,no parking,134870
134870002,right,134870
3799000,1 way,3799
528091000,white,528091
528091001,white,528091
265950001,18,265950
134882001,no,134882
134886000,plane,134886
134886003,yes,134886
134886007,green,134886
134886014,military,134886
134886023,yes,134886
134886028,yes,134886
134888001,yes,134888
3817001,chef,3817
397041002,no,397041
397042000,white,397042
265971002,mercedes benz,265971
372009005,teddy bear,372009
372009007,stripes,372009
3837000,white,3837
3837001,man,3837
3845000,no,3845
3845001,no,3845
397063001,donut,397063
397063002,donut,397063
397063003,eating,397063
528136006,nothing,528136
528136008,yes,528136
528136017,white,528136
528136019,truck,528136
528136020,truck,528136
528136023,10,528136
528136024,no,528136
528136026,5,528136
528136027,truck,528136
528136028,yes,528136
528136029,sitting,528136
528136030,nothing,528136
528136031,nothing,528136
528136037,food,528136
528136038,red,528136
528136042,fire truck,528136
528136045,chinese,528136
3849000,10 feet,3849
3849004,0,3849
350167002,no,350167
350167005,no,350167
350167007,yes,350167
131714000,lab,131714
131714001,2,131714
134926000,yes,134926
134935002,fruit,134935
3867001,yes,3867
3867002,3,3867
134940001,kite,134940
134940002,flying kites,134940
397089001,apple,397089
266021002,1,266021
528176000,leaves,528176
134964000,yes,134964
134964001,child,134964
528184000,0,528184
528184002,grass,528184
266041000,blue,266041
266041001,soccer,266041
266041002,watch,266041
397117002,white,397117
397117003,bus,397117
397117004,road,397117
397117005,can't tell,397117
397117008,bus,397117
397121000,sparrow,397121
397121001,bird,397121
397121002,black and white,397121
284641004,yes,284641
284641005,blue,284641
284641006,lab,284641
528200001,daisy,528200
528201000,woman,528201
197262003,cheese,197262
197262004,pepperoni,197262
266070006,1,266070
266070007,afternoon,266070
266070008,no,266070
175417001,polo,175417
175417002,4,175417
175417003,white,175417
197263000,striped,197263
197263002,blue,197263
3932001,blue,3932
3932002,sheep,3932
3934003,floor,3934
3934004,winter,3934
397151001,up,397151
528225004,wool,528225
528225006,2,528225
528225008,5,528225
528225018,5,528225
528225019,camera,528225
528225022,fall,528225
266082002,wall,266082
528232001,no,528232
3947002,clouds,3947
3947006,overcast,3947
3947009,cloudy,3947
3947013,mountains,3947
397166000,white,397166
397166002,0,397166
397166006,no,397166
135023000,parking,135023
135023002,person,135023
266099001,united,266099
266099002,united,266099
266099004,united,266099
266099005,white,266099
266099006,delta,266099
266099007,,266099
266099008,united,266099
266099009,0,266099
135029000,floral,135029
135029002,brown,135029
135029006,0,135029
135029009,water,135029
528251000,blue,528251
528251001,red,528251
3964000,sunglasses,3964
3964002,3,3964
135037000,deer,135037
135037006,hungry,135037
109888000,no,109888
135042000,30,135042
135042001,nothing,135042
266115000,stop,266115
266115001,water,266115
528261001,yes,528261
528261002,yes,528261
528261005,no,528261
266124000,blue,266124
266124001,blue,266124
3983001,snow,3983
135057000,truck,135057
135057002,airport,135057
528276000,black,528276
528276001,jacket,528276
528276003,water,528276
528276004,winter,528276
135071003,clock,135071
135071005,granite,135071
135071006,silver,135071
135076000,brown,135076
135076002,2,135076
372038002,storage,372038
266151000,pink,266151
266151002,afternoon,266151
266151004,1 hour,266151
4011001,0,4011
4011003,no,4011
266160001,blue,266160
4021000,27,4021
4021002,27,4021
4021003,red sox,4021
416184000,white,416184
416184002,no,416184
528318000,closed,528318
528318002,solid,528318
528318004,white,528318
528318009,pictures,528318
528318010,brown,528318
528318012,window,528318
266176000,white,266176
266176001,2,266176
266176002,cup,266176
240972000,white,240972
240972001,yes,240972
240972002,yes,240972
240972004,nothing,240972
135116000,hat,135116
135116001,terrier,135116
135116002,dog,135116
135116003,no,135116
135116004,brown,135116
135116007,nothing,135116
135117001,unknown,135117
568653001,5,568653
397268001,brown,397268
397278000,directions,397278
397278001,nothing,397278
397278002,yes,397278
135139003,bananas,135139
4069001,3,4069
4069003,no,4069
397287001,metal,397287
397287002,street,397287
397287003,tree,397287
397291000,bear,397291
397291001,outside,397291
528364001,concrete,528364
528364002,0,528364
4079003,yellow,4079
4079004,clear,4079
4079006,yellow,4079
135155000,red,135155
135155001,red,135155
135155007,red,135155
135155016,skiing,135155
397303000,back,397303
397303001,no,397303
397303003,phone,397303
397303005,paper,397303
135161000,decoration,135161
135161001,white,135161
4092001,black,4092
397309003,yes,397309
135167003,dinner,135167
528386002,yes,528386
397318001,sandwich,397318
397318003,yes,397318
397318004,red,397318
397318009,on table,397318
397318011,yes,397318
397318012,solid,397318
397318017,4,397318
397318019,morning,397318
397318022,sandwich,397318
397318023,eating,397318
397318026,yes,397318
397322000,no,397322
397322001,0,397322
397322003,table,397322
397322006,brick,397322
397322008,no,397322
4108002,cow,4108
284674001,dog,284674
528399001,4,528399
528404000,metal,528404
528411001,yes,528411
4125002,open,4125
4125004,0,4125
4125005,2,4125
4125006,rectangle,4125
459440001,yes,459440
459440002,black,459440
459440005,black,459440
459440007,yes,459440
266278002,3,266278
397352001,can't tell,397352
397354002,yes,397354
219144003,white,219144
4157000,clock,4157
4157001,noon,4157
4157002,glass,4157
4157003,0,4157
528462000,background,528462
528462003,ground,528462
4175000,yes,4175
357916000,b,357916
357916001,blue,357916
357916003,left,357916
306415001,red,306415
306415002,tv,306415
397403000,no,397403
397403001,finch,397403
397403003,no,397403
397403006,no,397403
397404001,3,397404
397404002,yes,397404
397404003,white,397404
397404004,stainless steel,397404
281101000,white,281101
546832002,plastic,546832
135266000,beach,135266
135266002,camera,135266
135266003,no,135266
135275001,crosswalk,135275
266348001,seagulls,266348
266348004,clock,266348
528496000,ham,528496
528496001,no,528496
528496002,white,528496
135281001,umbrella,135281
4211002,riding,4211
4212001,honda,4212
4212003,no,4212
397433001,kitchen,397433
397433002,taking picture,397433
266363000,on pole,266363
266363002,yellow,266363
266370003,cheese,266370
4227000,blue,4227
4227001,net,4227
528516001,carrots,528516
4229000,ivory,4229
266376002,hit ball,266376
266376003,no,266376
266379003,2,266379
266379004,samsung,266379
266379006,table,266379
266379009,table,266379
528524000,goat,528524
528524002,no,528524
528525002,0,528525
266385000,noon,266385
4243001,blue,4243
4243002,yes,4243
4246001,no,4246
135319002,clock,135319
284698002,phone,284698
4256001,yes,4256
4256002,3,4256
4256003,on plate,4256
4256004,1,4256
4256006,food,4256
4256007,white,4256
4256008,yes,4256
397475000,0,397475
397475001,no,397475
397475002,0,397475
397475003,0,397475
397475004,0,397475
397475006,blue,397475
397475007,0,397475
266409000,no,266409
266409001,black,266409
266409002,black,266409
4266005,many,4266
397483000,river,397483
397483003,dock,397483
4275000,black,4275
4275001,park,4275
4283000,2,4283
135356001,nothing,135356
528575001,sitting,528575
528575002,teddy bear,528575
135361000,concrete,135361
397512005,no,397512
397512014,2,397512
397512017,2,397512
397512022,white,397512
397512025,0,397512
397512030,2,397512
397514000,downtown,397514
397514001,sidewalk,397514
397514002,bikes,397514
266443001,0,266443
266443002,blue,266443
397522002,street,397522
528604002,brushing teeth,528604
528604004,woman,528604
528604005,yes,528604
528604012,black and white,528604
528604013,asian,528604
528604015,toothbrush,528604
528604016,brushing,528604
528604020,woman,528604
219174000,polar,219174
219174004,5,219174
219174006,polar bear,219174
135399000,spoon,135399
135410002,parking meter,135410
266487000,0,266487
266487001,0,266487
266487002,yes,266487
528643000,yes,528643
528643001,red,528643
266502000,american,266502
266502002,100,266502
4359000,walking,4359
4359001,20,4359
66263001,rocky,66263
135436000,lettuce,135436
88109000,white,88109
88109002,no,88109
397587001,black,397587
397587002,yes,397587
4375002,yes,4375
4375004,50,4375
4386000,white,4386
135460000,2,135460
175494004,0,175494
175494007,blue,175494
175494009,yes,175494
175494010,lab,175494
4392000,black,4392
4392001,terrier,4392
4392003,dog,4392
4395001,white,4395
397617003,not long,397617
135478003,no,135478
135478005,computer,135478
135478007,no,135478
135483000,right,135483
135483002,1,135483
397628000,0,397628
397628004,car,397628
397628005,3,397628
397628006,silver,397628
135486000,0,135486
135486004,white,135486
528705001,bow,528705
266562001,4,266562
397636005,dinner,397636
397639005,field,397639
397639006,eating,397639
397640002,0,397640
135497001,0,135497
528714002,singles,528714
528720002,sunny,528720
528720007,skateboard,528720
528720008,jump,528720
88120004,yes,88120
88120005,skiing,88120
266579002,fishing,266579
4438000,posing,4438
4438003,no,4438
528729002,black,528729
528729003,yes,528729
397658000,phone,397658
397658002,friend,397658
528731000,glass,528731
528731001,7,528731
528731005,ground,528731
328421009,oak,328421
328421011,elephant,328421
397665003,nothing,397665
397665004,nothing,397665
397665007,yellow,397665
528738001,oranges,528738
528738002,0,528738
528738003,orange,528738
528738006,tomato,528738
528738008,cucumber,528738
135524003,yes,135524
266601000,3,266601
266601002,3,266601
358039001,cheese,358039
358039002,paper,358039
546877001,yes,546877
546877002,2,546877
546877003,white,546877
397681002,10,397681
397681003,food,397681
266611003,1 way,266611
266611004,0,266611
397693000,color,397693
397693002,bananas,397693
397693005,nothing,397693
266627001,bag,266627
266627002,backpack,266627
135561002,no,135561
135561004,4,135561
135561024,no,135561
4495005,brown,4495
4497000,yes,4497
4497001,ford,4497
4497002,yes,4497
4498002,skateboard,4498
4498008,no,4498
4498010,ponytail,4498
135572007,white,135572
135572010,bathroom,135572
135572014,no 1,135572
397719001,moving,397719
135578000,fruit,135578
135578002,right,135578
135578003,2,135578
135578005,apples,135578
135578008,15,135578
135578011,0,135578
135578012,4,135578
135578015,9,135578
135578017,yes,135578
135578018,unknown,135578
135579002,fries,135579
135579006,on plate,135579
4509001,blanket,4509
4509002,cotton,4509
528257002,safety,528257
528257004,sitting,528257
397734002,tomatoes,397734
397734005,hot dog,397734
397734007,hot dog,397734
397734008,yes,397734
397734009,onions,397734
257657001,red,257657
257657006,lights,257657
257657007,living room,257657
257657008,home,257657
257657010,no,257657
528811000,red,528811
528811001,city,528811
528811002,no,528811
397742001,pizza,397742
528821002,yes,528821
135613000,0,135613
135613005,male,135613
135620002,no,135620
135620003,yes,135620
4551000,kite,4551
397773000,rice,397773
397773002,chicken,397773
197369000,spoon,197369
266712002,stop,266712
266712006,stop,266712
397786008,water,397786
528862000,no,528862
4576004,noon,4576
4576006,no,4576
528866002,carrots,528866
528866008,2,528866
331856005,0,331856
331856007,black,331856
331856009,black,331856
331856011,yes,331856
331856013,girl,331856
331856014,brace,331856
331856015,playing tennis,331856
331856021,yes,331856
331856022,black,331856
331856027,0,331856
331856029,black,331856
528875001,yes,528875
4592001,american,4592
4592002,mercedes benz,4592
397809001,shirt,397809
397809002,scarf,397809
135666000,2,135666
135666001,no,135666
135670001,bicycle,135670
135670002,black,135670
135673001,clouds,135673
135673002,yes,135673
135673006,usa,135673
135673010,3,135673
135673011,yes,135673
135673014,yes,135673
135673015,blue,135673
135673016,3,135673
135673017,yes,135673
135673018,left,135673
135680001,white,135680
135680002,table,135680
135681006,yes,135681
528905000,house,528905
528905011,ball,528905
528905015,chain link,528905
528905016,young,528905
528905018,yes,528905
4620000,yellow,4620
4620002,0,4620
266768001,no,266768
266768002,table,266768
397842000,dog,397842
397842002,lab,397842
135708001,1,135708
135708002,blue,135708
397857000,sunglasses,397857
397863005,2,397863
397863006,1,397863
528936001,in air,528936
528936002,3,528936
284764000,white,284764
284764001,white,284764
284764004,yes,284764
284764005,cook,284764
131847001,wall,131847
175539003,sign,175539
528951000,driving,528951
528951001,cars,528951
528962001,california,528962
528962002,can't tell,528962
528962003,red,528962
528962004,no,528962
135748000,orange,135748
528966000,child,528966
528966001,home,528966
528966002,3,528966
153697001,no,153697
153697002,gold,153697
266831000,yes,266831
266831004,yellow,266831
4688002,gray,4688
4688003,sand,4688
135763000,2,135763
528980000,0,528980
528980001,white,528980
528980002,0,528980
528984001,yes,528984
22628000,15,22628
22628002,15,22628
22628006,white,22628
4700002,white,4700
4700003,8,4700
4700004,5,4700
4700005,white,4700
4700006,2,4700
266847000,red,266847
266847003,wilson,266847
66320002,selfie,66320
266853000,2,266853
266853001,elephant,266853
529004000,field,529004
529004001,yes,529004
266866001,umbrella,266866
266866002,white,266866
4731000,no,4731
4731002,blue,4731
529020001,snow,529020
529020005,no,529020
529020006,green,529020
4736002,0,4736
397958001,away,397958
372161000,4,372161
372161005,no,372161
372161007,yes,372161
266889001,red,266889
266892003,in stands,266892
4749001,white,4749
4749002,banana,4749
529041001,white,529041
529041003,food,529041
4754001,2,4754
4760001,gray,4760
4764000,sidewalk,4764
4764002,0,4764
4764006,yes,4764
4764008,no,4764
4765000,waves,4765
4765001,black,4765
4772001,trees,4772
4772003,bed,4772
135846000,casual,135846
266920000,3,266920
266920004,3,266920
266920006,3,266920
529065002,ramp,529065
529065003,concrete,529065
529065004,blue,529065
397994001,straight,397994
8888001,bird,8888
8888002,united,8888
529069003,no,529069
529069005,nothing,529069
266932000,bananas,266932
266932001,cook,266932
266932004,milk,266932
398005000,6,398005
398005001,6,398005
398005003,2,398005
398007000,traffic,398007
4795001,on desk,4795
4795002,nothing,4795
153717000,man,153717
153717003,frisbee,153717
135872003,computer,135872
546934004,living room,546934
546934006,red,546934
546934007,plant,546934
546934008,no,546934
35076000,rain,35076
35076004,raining,35076
35076005,yes,35076
35076006,rain,35076
35076008,1,35076
266951001,mustard,266951
266951002,mustard,266951
529096002,brown,529096
398028000,red,398028
398028001,8,398028
398028004,5,398028
398031001,30,398031
392967001,red sox,392967
529105002,no,529105
529105004,clydesdale,529105
135890004,12:00,135890
306638000,yes,306638
306638002,rice,306638
135900000,dinner,135900
135900001,no,135900
135900002,dinner,135900
135902001,red,135902
529122001,bird,529122
266981001,church,266981
266981003,black,266981
4840000,6,4840
219260004,red,219260
135914001,0,135914
135914002,dell,135914
266991010,left,266991
398067002,down,398067
529148000,yes,529148
529148001,2,529148
529148002,no,529148
529148003,no,529148
415872000,red,415872
197420000,no,197420
197420002,cumulus,197420
529166000,no,529166
529166001,white,529166
44504001,20,44504
44504002,colgate,44504
267035000,yes,267035
267035002,white,267035
267035003,ham,267035
529187000,friends,529187
135972000,toilet paper,135972
135972001,tile,135972
135972002,toilet,135972
398119002,2,398119
398119003,red,398119
135976000,0,135976
135976003,no,135976
219271003,city,219271
4916004,male,4916
398138000,white,398138
398138009,no,398138
398138011,bird,398138
398148000,nothing,398148
398148001,50,398148
4936000,carrots,4936
4936001,silver,4936
4936002,carrot,4936
398153001,knife,398153
398158001,playing wii,398158
398158002,small,398158
267088005,eating,267088
328504000,6,328504
529234003,phone,529234
136021000,icing,136021
136021001,0,136021
136021003,4,136021
136021004,carrot,136021
241124001,drinking,241124
136033003,2,136033
529256001,white,529256
267115001,yes,267115
398188003,graffiti,398188
4975000,wedding,4975
44520000,stop,44520
44520004,leaves,44520
44520005,yes,44520
529266006,mountain,529266
267123001,10,267123
4980002,suitcase,4980
529270003,happy,529270
267127001,yes,267127
4988001,2,4988
267135000,wall,267135
267135001,no,267135
398209002,no,398209
398209005,no,398209
5001000,umpire,5001
5001001,20,5001
5001002,baseball,5001
5001003,hats,5001
398220002,red,398220
398222000,12,398222
398222002,birthday,398222
568814000,picture,568814
568814003,smiling,568814
568814004,glass,568814
398236000,no,398236
398237000,0,398237
398237003,yes,398237
267169000,bottle,267169
267169002,blue,267169
529314002,blue,529314
398246002,stop,398246
398246003,bus,398246
398246007,yes,398246
398246008,sunny,398246
398246009,red,398246
5032001,no 1,5032
5032003,man,5032
5032004,red,5032
5037000,can't tell,5037
5037003,1,5037
5037005,unknown,5037
5037006,black and white,5037
5037007,nothing,5037
5037008,red,5037
5037009,yes,5037
267184000,stop,267184
267184006,0,267184
267184007,0,267184
267184008,stop,267184
267184009,cross,267184
267184010,3,267184
267184011,left,267184
267184012,no,267184
136117000,suitcase,136117
136117004,2,136117
136117005,heart,136117
136117007,0,136117
267191000,sweet,267191
529344001,field,529344
529344002,cold,529344
546976000,nothing,546976
546976003,yes,546976
546976004,riding motorcycle,546976
5060000,painting,5060
5060002,tile,5060
5064005,catcher,5064
5064015,sunny,5064
529355001,man,529355
529355004,4,529355
136140003,no,136140
136141002,no 1,136141
136143000,blue,136143
136143005,yes,136143
136143007,man,136143
5076000,2,5076
5076009,oak,5076
267224000,2010,267224
267224001,0,267224
398304001,bike,398304
398304002,no,398304
398309002,night,398309
372220003,no,372220
136170003,grass,136170
136170005,many,136170
503293001,13,503293
503293002,yes,503293
267251000,blue,267251
267251003,serving,267251
529404000,no,529404
529404001,white,529404
5123001,5,5123
5123002,background,5123
5123004,business,5123
5124000,blue,5124
5124002,no,5124
175619005,bottle,175619
175619006,green,175619
175619007,no,175619
136212000,hot dog,136212
398362000,no,398362
398362001,yes,398362
398362002,vase,398362
475904002,boat,475904
5154000,white,5154
5154001,stripes,5154
267300001,no,267300
267300004,rug,267300
529447003,no,529447
398377002,1,398377
52546001,brown,52546
529454001,4,529454
529455002,blue,529455
529457000,red,529457
529457004,sidewalk,529457
529457005,shade,529457
267314000,dress,267314
267314001,cat,267314
267315000,phone,267315
267315001,sandals,267315
267315002,phone,267315
136250009,brown,136250
136250012,blue,136250
136250013,wii,136250
54301001,black,54301
398076000,man,398076
398076001,reading,398076
398076002,reading,398076
398076003,no,398076
5184002,sleeping,5184
170389002,baseball,170389
5193000,white,5193
5193003,yes,5193
5193005,men,5193
5193010,yes,5193
5193011,yes,5193
5193013,surfboard,5193
5193014,surfboard,5193
5193016,2,5193
5193017,surfing,5193
5193021,outside,5193
5193024,surfing,5193
5193025,no,5193
5193027,white,5193
571925003,down,571925
571925006,no,571925
136270000,1,136270
136270001,table,136270
5205001,police,5205
529494001,metal,529494
529494003,person,529494
529494004,yes,529494
529494005,left,529494
398423001,caucasian,398423
398423002,yes,398423
398423005,blue,398423
5213001,2,5213
5213003,pine,5213
267363000,white,267363
267363001,1,267363
267363002,sitting,267363
131942000,yes,131942
131942001,no,131942
131942002,nothing,131942
131942003,yes,131942
398440002,blue,398440
5225000,guitar,5225
5225001,girl,5225
529515001,yes,529515
529515002,blue,529515
529515004,boston,529515
529515005,blue,529515
529515006,red,529515
398454000,white,398454
398454003,brown,398454
398454004,white,398454
398454005,sign,398454
398454006,english,398454
398454007,english,398454
529528002,phone,529528
440991003,blue,440991
440991005,left,440991
440991007,yes,440991
440991008,100,440991
440991010,wood,440991
440991011,carrots,440991
440991012,carrots,440991
5245001,blue,5245
5247000,0,5247
5247002,no,5247
241174003,black,241174
241174004,drinking,241174
529549002,4,529549
136334000,no,136334
267408000,computer,267408
398489002,0,398489
5278001,0,5278
153797002,yes,153797
529568000,kitchen,529568
529568002,counter,529568
136355000,roses,136355
136355002,home,136355
136355008,2,136355
398505000,water,398505
398505006,1,398505
398505007,shallow,398505
267434000,field,267434
267434004,6,267434
267434005,6,267434
267434006,yes,267434
267434007,brown,267434
267434008,yes,267434
398507001,6,398507
398507003,0,398507
398507004,nothing,398507
529590004,yes,529590
398519000,wood,398519
529592000,white,529592
529592002,white,529592
568863000,main,568863
568863001,1 way,568863
568863003,street,568863
568863004,no parking,568863
568863005,1 way,568863
568863007,20,568863
398525001,stop,398525
398525004,no,398525
388619000,1,388619
388619004,yes,388619
388619005,2,388619
388619006,on ground,388619
398534002,happy,398534
398534003,girl,398534
398534006,red,398534
398534011,blue,398534
398534013,right,398534
398534014,air,398534
398537000,fish,398537
398537003,kite flying,398537
398537006,man,398537
398537007,no,398537
398537009,hello kitty,398537
5325000,chair,5325
5325002,standing,5325
136400000,no,136400
136400002,dry,136400
136400003,stop,136400
398548000,outside,398548
398548001,purple,398548
503332001,blue,503332
503332002,black,503332
503332003,calm,503332
136411001,stop,136411
136411002,nothing,136411
136411003,0,136411
187852000,black,187852
480275001,yellow,480275
480275003,many,480275
480275005,yellow,480275
480275006,black,480275
350416002,no,350416
350416003,no,350416
398563002,good,398563
529636000,6,529636
529636004,no,529636
398567004,power,398567
398567008,computer,398567
398567009,no 1,398567
398567011,desk,398567
398567013,computer,398567
5352000,white,5352
5352001,coffee,5352
5352002,1,5352
5352005,coffee,5352
5352007,white,5352
5352009,coffee,5352
5352010,coffee,5352
5352012,white,5352
5352020,coffee,5352
5352021,white,5352
5352023,white,5352
5352024,white,5352
5356003,plane,5356
529649000,0,529649
529649002,black,529649
529649004,cat,529649
398580006,away,398580
136440001,american,136440
571931001,outside,571931
267521000,united,267521
267521001,united,267521
267521004,yes,267521
267521011,no,267521
267521012,united,267521
267521013,delta,267521
267521016,canada,267521
267521018,delta,267521
267521019,delta,267521
267521022,nothing,267521
267521023,old,267521
267521027,military,267521
529670000,sandals,529670
529670001,frisbee,529670
529670002,shadow,529670
5385000,black and white,5385
5385001,25,5385
5385006,25,5385
5385008,27,5385
5385009,5,5385
136458002,no,136458
136458006,laptop,136458
136458008,iphone,136458
5388001,nike,5388
398606003,mirror,398606
136464005,yes,136464
136464006,6,136464
136464007,no,136464
267537000,unknown,267537
136466000,5,136466
136466002,no,136466
529698002,no,529698
529698003,2,529698
5412001,tile,5412
5412002,nothing,5412
5418004,fence,5418
398637000,people,398637
398637011,police,398637
314426000,4,314426
314426001,12:00,314426
136501002,no,136501
398652001,flowers,398652
5437000,red,5437
5437002,cold,5437
398661001,8,398661
398661003,white,398661
131980000,2,131980
131980001,flowers,131980
131980002,wooden,131980
398682000,no,398682
5476000,ocean,5476
5476001,2,5476
5477002,2,5477
136552000,0,136552
267625000,no,267625
267625001,left,267625
267625002,striped,267625
136555000,tie,136555
136555002,man,136555
267628000,50,267628
267628002,4,267628
5486002,rectangle,5486
5486003,fan,5486
568893002,hotel,568893
529777003,red,529777
267643000,summer,267643
267643001,luggage,267643
136572002,black,136572
5502000,kite flying,5502
5502001,yes,5502
5503001,man,5503
5503007,down,5503
398722000,silver,398722
398722001,no,398722
398727001,fish,398727
398727002,6,398727
136584002,water,136584
5513000,cotton,5513
5513004,no,5513
529806005,no,529806
267664000,night,267664
267664002,brown,267664
136595000,gray,136595
136596003,yes,136596
136596004,0,136596
529813001,dog,529813
529813002,red,529813
267670005,yes,267670
267670009,sink,267670
136600003,yes,136600
136600005,laptop,136600
5529000,red,5529
5529001,water,5529
398746000,trees,398746
398748001,rocks,398748
398748003,water,398748
398748005,no,398748
398748009,water,398748
5535001,yes,5535
5535002,nothing,5535
5535003,main,5535
5535004,red,5535
398753001,0,398753
398753002,8,398753
398753003,baseball,398753
398753005,sunset,398753
398753006,yes,398753
267683001,light,267683
267684000,6,267684
267684002,black,267684
267684008,blue,267684
398758001,white,398758
398758005,refrigerator,398758
398758006,kitchen,398758
267690001,2,267690
267690002,2010,267690
267694001,no,267694
267694005,brown,267694
267694007,eating,267694
267694011,wine,267694
267694013,2,267694
267694015,no,267694
267694018,3,267694
267694026,cheese,267694
136624004,bread,136624
136624008,no,136624
136624009,cheese,136624
136624012,yes,136624
136633002,fruit,136633
529850003,yes,529850
267709000,blue,267709
267710001,seagull,267710
267710002,14,267710
267710004,fish,267710
5569000,black and white,5569
136642000,yes,136642
136642003,no,136642
136642008,safety,136642
136642011,yes,136642
136644000,white,136644
136644001,english,136644
136644002,table,136644
263073000,black,263073
398792000,giraffe,398792
5577008,black,5577
267725001,no,267725
267725003,bed,267725
398798002,woman,398798
398798003,blue,398798
398803001,blue,398803
398810003,door,398810
5595001,2,5595
5595003,unknown,5595
5595004,2,5595
5599000,yes,5599
5599003,white,5599
5599009,blue,5599
5599010,green,5599
5600002,carrot,5600
5600003,glass,5600
5601003,water,5601
5601007,water,5601
398818003,table,398818
136680000,high,136680
136680003,no,136680
136680004,black,136680
136681000,tie,136681
136681002,black and white,136681
5617001,2,5617
5617003,playing,5617
529917003,red,529917
5635001,0,5635
5635002,stop,5635
136715001,motorcycle,136715
5644003,skateboard,5644
136718002,typing,136718
136720001,toilet,136720
136720003,yes,136720
136722000,7,136722
136722001,4,136722
136722003,yes,136722
136722006,yes,136722
136722007,2,136722
136722013,0,136722
136722016,red,136722
136722017,yes,136722
136722021,cloudy,136722
136722029,train,136722
327527001,stripes,327527
5652000,0,5652
5652002,4,5652
529944000,jacket,529944
529944002,blonde,529944
267802001,5,267802
576305001,brown,576305
576305002,yes,576305
398882000,building,398882
398884000,soccer,398884
398884002,truck,398884
5670001,night,5670
5670003,no,5670
5673002,man,5673
529966000,1,529966
529966001,wall,529966
529966003,15,529966
529966004,0,529966
529966005,glass,529966
529968001,yes,529968
547081000,left,547081
398905000,mirror,398905
398905001,guitar,398905
5690001,yes,5690
5690003,no,5690
5690006,cloudy,5690
5690008,blue and yellow,5690
5690009,2,5690
267837001,snow,267837
5694000,gray,5694
5694001,yes,5694
136768002,unknown,136768
136770001,nothing,136770
136770002,blue,136770
136770003,sunglasses,136770
136772000,orange,136772
5706000,no,5706
5706002,white,5706
136780001,flowers,136780
136780002,no,136780
5713000,yes,5713
5713002,words,5713
267861000,2,267861
267861001,motorcycle,267861
267861002,yes,267861
136793000,down,136793
136793001,yes,136793
136793002,water,136793
530013000,red sox,530013
530013001,b,530013
5728000,red,5728
267875000,lights,267875
398948000,chicken,398948
398948001,ham,398948
136820002,yes,136820
5754002,12,5754
5754003,paper,5754
5754004,12,5754
5754005,white,5754
5754007,12,5754
5754008,no,5754
5754013,sugar,5754
5754015,12,5754
5754017,12,5754
5754018,3,5754
5754019,4,5754
5754027,pink,5754
5754028,12,5754
5754030,12,5754
5754032,12,5754
5758002,noon,5758
5758003,no,5758
5758004,yes,5758
267903004,toilet,267903
267903006,no,267903
530052002,100,530052
267910002,white,267910
454102004,blue,454102
136841000,no,136841
136841001,phone,136841
530061001,outside,530061
530061002,soup,530061
136846000,no,136846
136846001,0,136846
398992000,reading,398992
398992001,bear,398992
441009002,6,441009
267932000,white,267932
267932001,no,267932
267933001,running,267933
350491000,no 1,350491
267940000,sailboat,267940
267942002,protection,267942
5802000,yes,5802
5804001,sitting,5804
5804002,yes,5804
528142002,20,528142
528142003,both,528142
267951001,no,267951
267951002,ground,267951
530099001,black and white,530099
530099002,car,530099
503412000,floor,503412
503412004,carpet,503412
503412005,yes,503412
503412006,floor,503412
5820000,yes,5820
5820002,no,5820
399049000,north,399049
399049001,red,399049
136908000,black,136908
136908001,standing,136908
136911000,coffee,136911
136911001,no,136911
136911002,20,136911
136911003,banana,136911
136911005,0,136911
399058000,elephant,399058
399058001,yellow,399058
399058002,nothing,399058
399058003,2,399058
136915000,man,136915
136920002,1,136920
267998000,yes,267998
267998001,unknown,267998
267998002,nothing,267998
268000001,nothing,268000
136929000,6,136929
136929001,0,136929
136929003,0,136929
136929005,3,136929
530146000,no,530146
126766000,background,126766
126766003,silver,126766
126766005,trees,126766
126766013,yes,126766
5860000,coca cola,5860
5860001,drink,5860
5860002,nothing,5860
5860004,yes,5860
568956000,umbrella,568956
568956006,no,568956
568956007,pink,568956
136938000,2,136938
136938001,no,136938
136938002,donuts,136938
530162000,nowhere,530162
530162002,0,530162
5879000,no,5879
5879002,no,5879
328661004,yes,328661
328661005,9,328661
268049002,directions,268049
268058000,red,268058
268058003,white,268058
268058004,mouse,268058
268058005,white,268058
268058006,table,268058
268059001,0,268059
268059002,white,268059
136988003,talking,136988
136988004,yes,136988
530207001,black,530207
987000,knives,987
987001,nothing,987
530212001,no,530212
530212002,4,530212
530212003,4,530212
328668000,yes,328668
328668003,summer,328668
137003001,building,137003
5934000,blue,5934
399164001,3,399164
399164002,black,399164
137028000,backpack,137028
