QuestionID,PANOPTIC,ImageID
9800002,0,9800
9800003,3,9800
9800004,phone,9800
9800008,1,9800
9800011,glass,9800
9800013,yes,9800
9800014,wine glasses,9800
9800018,glass,9800
9800019,white,9800
9800023,talking,9800
9801001,red,9801
9801002,yes,9801
403038001,chicken,403038
403038002,yes,403038
271970002,4,271970
271970003,3,271970
271970005,noon,271970
329318001,yes,329318
329318008,white,329318
329318012,red,329318
329318014,0,329318
9830001,white,9830
534121000,wood,534121
534121001,picture,534121
534122005,rough,534122
140908000,8,140908
534127003,0,534127
534127005,2,534127
534128000,2,534128
534128001,luggage,534128
534128002,suitcase,534128
534128003,suitcase,534128
271986000,1,271986
271986002,no,271986
271986003,store,271986
271986004,pizza,271986
403065005,blue,403065
403065013,kite flying,403065
403065014,nothing,403065
403065020,flying kite,403065
403065022,gray,403065
271997002,yes,271997
140929000,wall,140929
140929001,6,140929
140929002,6,140929
140929003,yes,140929
329323001,indoors,329323
329323002,food,329323
403078002,surfboard,403078
285633000,3,285633
285633002,yes,285633
272008002,no,272008
307480002,many,307480
534162003,heart,534162
403096002,wood,403096
132719003,no,132719
534173001,phone,534173
534173003,scarf,534173
403104000,white,403104
403104001,nothing,403104
403104002,no,403104
534178001,4,534178
403107001,windows,403107
403107002,many,403107
140974001,summer,140974
140974002,nowhere,140974
140974003,yes,140974
272049003,garbage,272049
534194001,lake,534194
534194003,no,534194
534194009,6,534194
534194011,no,534194
534194015,no,534194
534194016,beach,534194
534194020,tree,534194
534194023,no 1,534194
534194024,water,534194
140983002,yes,140983
9914002,white,9914
140987000,no,140987
140987002,ponytail,140987
140987003,glasses,140987
534210000,no,534210
534210003,forward,534210
534213000,no,534213
9927000,no,9927
9927002,right,9927
403145003,rack,403145
403145005,bathroom,403145
141002000,frisbee,141002
141002004,no,141002
141002005,fruit,141002
141002009,words,141002
141002011,red,141002
141002016,white,141002
141002020,night,141002
141002024,0,141002
141002026,0,141002
141002028,tennis,141002
141002029,gray,141002
141002032,pots,141002
141002037,white,141002
141002039,stop,141002
141002040,yes,141002
141002043,beach,141002
141002044,red,141002
272080001,clock,272080
272080002,noon,272080
141017000,tan,141017
220111000,4,220111
220111001,4,220111
272097001,left,272097
403177001,no,403177
403177002,hot dog,403177
534252000,lab,534252
534252001,camera,534252
272110005,1,272110
272111001,car,272111
272111002,banana,272111
141040000,pizza,141040
141040001,yes,141040
141040004,white,141040
272117003,pizza,272117
272117004,3,272117
272117006,6,272117
534270000,2,534270
534270001,3,534270
534270002,white,534270
534271000,sink,534271
534274001,hot dog,534274
534275001,orange,534275
534275003,zebra,534275
272136000,9,272136
272136002,transportation,272136
10008001,no,10008
272153006,surfing,272153
10012001,11,10012
10012002,11,10012
141086000,no,141086
403231000,floral,403231
403231001,book,403231
534308001,3,534308
534308002,no,534308
10023005,yes,10023
10023007,yes,10023
154589001,nothing,154589
154589002,red,154589
141108001,vegetables,141108
403255001,usa,403255
403255004,motor,403255
10040004,tan,10040
272185000,sidewalk,272185
272185002,right,272185
272185007,pole,272185
272185013,cook,272185
272185014,brick,272185
272185016,unknown,272185
272185019,nothing,272185
272185021,building,272185
272185023,brick,272185
272185024,,272185
272185026,food,272185
272188000,yes,272188
272188001,many,272188
534335001,hot dog,534335
534335003,2,534335
534335004,hot dog,534335
534335006,hot dog,534335
534335007,store,534335
534335008,onions,534335
534335014,no,534335
534336001,0,534336
10056004,nothing,10056
10056005,red,10056
307511002,old,307511
534349000,bag,534349
534349002,clothes,534349
141135001,yes,141135
141135004,phone,141135
272212001,grass,272212
272212016,tree,272212
272212019,yes,272212
272212022,mountains,272212
272212023,0,272212
272212026,black,272212
272212032,2,272212
272212034,0,272212
272212035,mountain,272212
141143001,,141143
10077003,yes,10077
403294001,0,403294
403294002,0,403294
403295000,sidewalk,403295
403295002,palm,403295
534373000,2,534373
534373001,9,534373
141158000,yes,141158
534377001,4,534377
10092000,white,10092
10092002,no,10092
272241000,suitcase,272241
272241001,flying,272241
403315001,grass,403315
10104000,mountains,10104
534394000,background,534394
534394003,yes,534394
10107000,no,10107
272253001,black,272253
10114001,counter,10114
10115001,flowers,10115
10115002,light,10115
10115003,yes,10115
403333000,chocolate,403333
10123002,blue,10123
141197000,head,141197
141197001,photographer,141197
141197004,modern,141197
403349001,in air,403349
403353000,lamp,403353
10138001,striped,10138
10138002,3,10138
141211002,teddy bear,141211
10142002,2,10142
10149003,bottle,10149
141228001,no,141228
141228004,20,141228
141228005,3,141228
403378001,no,403378
272311002,4,272311
534456001,cake,534456
403385000,no,403385
403389002,yes,403389
141247001,5,141247
141247003,computers,141247
272323001,snowboard,272323
272323002,yes,272323
141256000,3,141256
10192001,white,10192
10192002,no,10192
10192003,cooking,10192
141271003,no,141271
1700002,no,1700
1700003,no,1700
1700004,camouflage,1700
403421003,blue,403421
403425002,5,403425
10211002,2,10211
272357000,yes,272357
10216000,no,10216
10216003,no,10216
10216004,yes,10216
10217002,apple,10217
10219003,tree,10219
10219004,frisbee,10219
272364001,standing,272364
307538005,yellow,307538
534516001,triangle,534516
481035002,2010,481035
481035003,4,481035
141317002,0,141317
141317003,yes,141317
272391000,floor,272391
272391001,0,272391
272391002,no,272391
10249000,red,10249
141328000,salad,141328
141328002,10,141328
141328003,penne,141328
141328005,yes,141328
141328006,green,141328
141334000,talking on phone,141334
141334003,daytime,141334
141334005,jacket,141334
10263002,tv,10263
403481000,no,403481
403481001,0,403481
534554000,round,534554
534554001,tomato,534554
272416000,water,272416
272416002,trash can,272416
403500000,knife,403500
403500002,plaid,403500
272430000,ford,272430
272430001,rainy,272430
272440003,2,272440
272440005,yes,272440
272440011,unknown,272440
272440012,yes,272440
403515002,yes,403515
403515007,no,403515
403515008,skateboarding,403515
403515011,safety,403515
403515012,jeans,403515
403515013,2,403515
89099000,playing wii,89099
89099001,cake,89099
534601002,no,534601
403531000,2,403531
534605003,4,534605
534605006,nothing,534605
534605007,white,534605
534605009,riding motorcycle,534605
10324000,yes,10324
10324003,person,10324
1722000,chinese,1722
1722001,no,1722
1722002,0,1722
1722003,0,1722
141416000,1,141416
141416003,2,141416
547858000,giraffe,547858
534639001,yes,534639
534639004,0,534639
141426002,parade,141426
10363000,0,10363
272518000,3,272518
272518001,white,272518
534664000,plaid,534664
534673001,dirt,534673
10386001,many,10386
534679000,red,534679
10393000,no,10393
10393001,0,10393
10393002,happy,10393
10395001,store,10395
10395003,no,10395
141475000,dog,141475
141492001,tennis,141492
141492002,tennis,141492
141492003,tennis racket,141492
272566001,1,272566
403639004,0,403639
10428000,light,10428
141501003,nothing,141501
141501004,nothing,141501
141508001,yes,141508
141508002,2,141508
141509000,yes,141509
141509002,0,141509
89121000,no,89121
89121003,no,89121
10440001,yes,10440
10440002,plane,10440
10440003,plane,10440
10440006,plane,10440
263884000,yes,263884
263884002,4,263884
10442003,dirt,10442
534733001,no,534733
534733006,wood,534733
534733009,no,534733
534733025,no,534733
534733026,couch,534733
141518001,tree,141518
198349000,yes,198349
534736002,no,534736
141524001,no,141524
141524003,bear,141524
526030001,clean,526030
526030002,bread,526030
526030003,stove,526030
526030004,tile,526030
272599001,yes,272599
403675002,red sox,403675
45434000,8,45434
10463000,1,10463
10463001,blonde,10463
10463002,yes,10463
272610001,sign,272610
272615002,apples,272615
403693001,playing wii,403693
403693003,chair,403693
272630000,glass,272630
272630002,1,272630
403710001,orange,403710
403710002,no,403710
10496004,mountains,10496
10496005,kite,10496
10496006,yes,10496
10496010,kite,10496
10496013,sand,10496
10496015,red,10496
534787000,no,534787
534787002,decoration,534787
534787004,black,534787
141574000,14,141574
141576000,4,141576
141576001,peace,141576
141576002,0,141576
534801003,20,534801
534801004,0,534801
272658001,dog,272658
272658002,no,272658
329433000,nothing,329433
329433001,meat,329433
329433007,bread,329433
403736000,skateboarding,403736
403736003,orange,403736
403736005,concrete,403736
403736008,ground,403736
403736010,skateboarding,403736
272666001,left,272666
272666002,no,272666
141597003,no,141597
141597005,black,141597
141597006,no,141597
141597007,black,141597
10526002,yes,10526
272673000,yes,272673
272673001,door,272673
272673006,no,272673
272678001,stripes,272678
534827002,3,534827
534829001,pink,534829
403758001,tan,403758
403758004,2,403758
403758007,2,403758
141616001,cars,141616
141616007,cars,141616
141616008,stop,141616
272694000,half,272694
272694001,rectangle,272694
534845001,red,534845
403774001,4,403774
403774002,yes,403774
141634000,wedding,141634
141634004,no,141634
141634006,flower,141634
141634007,hair,141634
373132000,nothing,373132
373132001,cat,373132
220215000,green,220215
220215001,no,220215
220215002,boating,220215
272718005,surfboard,272718
141651001,police,141651
141651002,fence,141651
141651004,yes,141651
10583001,fork,10583
10583002,wooden,10583
272728002,vase,272728
10591003,green,10591
272736012,very high,272736
272738001,no,272738
272738002,dell,272738
141671000,motorcycles,141671
141671002,5,141671
141673001,nothing,141673
141673002,left,141673
141673004,yes,141673
141673005,glass,141673
403821000,nothing,403821
403821003,10,403821
534894001,12:00,534894
10613000,nothing,10613
534903003,no,534903
534915008,blue,534915
534918000,vase,534918
10643003,sink,10643
10644000,baseball,10644
10644001,b,10644
10644002,pitching,10644
10644003,baseball,10644
10644004,in air,10644
403862001,hello kitty,403862
403864001,2,403864
307611000,black and white,307611
307611002,person,307611
307611003,windows,307611
307611006,0,307611
403885001,no,403885
403891004,3,403891
334391002,blue,334391
10678000,belt,10678
10681001,0,10681
141760000,sugar,141760
403907002,1,403907
10694001,wall,10694
10694003,no,10694
10694006,no,10694
10694016,black,10694
10694024,no,10694
534983001,5,534983
534983003,apple,534983
534983005,sparrow,534983
419350003,no,419350
154701001,2,154701
154701002,sitting,154701
141779001,2,141779
272857000,1 way,272857
272863002,blue,272863
10720000,carriage,10720
403937000,gothic,403937
403937001,yellow,403937
403937002,20,403937
403937004,church,403937
403937006,no,403937
141795000,1,141795
141795001,down,141795
141795002,towels,141795
141795003,yes,141795
141795004,yes,141795
141795006,1,141795
141795009,black,141795
141795013,reflection,141795
141795014,2,141795
141795015,mirror,141795
141795016,yes,141795
272870002,brick,272870
272870004,cat,272870
272870007,no,272870
403950000,yes,403950
403950002,zebras,403950
403951002,12,403951
272880001,don't know,272880
272880002,knife,272880
569768002,yes,569768
141821000,pepperoni,141821
141821002,coke,141821
141828002,2,141828
141828005,0,141828
403975000,no,403975
403975001,yellow,403975
535050000,no,535050
535050001,box,535050
535050002,3,535050
535050003,black,535050
10764001,hit ball,10764
10764002,umpire,10764
10764004,pitching,10764
10764006,glove,10764
10766002,yes,10766
297146002,fork,297146
297146004,cheese,297146
297146005,no,297146
141849005,2,141849
403995001,3,403995
403995002,posing,403995
403995004,yes,403995
403995005,posing,403995
403995006,asian,403995
403995011,4,403995
403995012,ponytail,403995
403995014,yes,403995
403995017,yes,403995
403995019,asian,403995
272925001,nothing,272925
272926001,zoo,272926
272926002,right,272926
10785007,no,10785
535080001,no,535080
10793002,2,10793
10793004,2,10793
10793005,,10793
10800000,2,10800
176563001,no,176563
272949000,snowboard,272949
272949002,30,272949
272949009,3,272949
535094003,eating,535094
535094004,food,535094
141879005,1,141879
141882001,delta,141882
141882002,yes,141882
141882003,yes,141882
272955002,2,272955
272958000,parasailing,272958
141887002,out,141887
272961001,2,272961
272961002,right,272961
535106002,dog,535106
535106003,pink,535106
535106005,shirt,535106
154721002,horse,154721
272970002,teddy bears,272970
111031005,3,111031
111032002,white,111032
111032003,white,111032
67342002,bird,67342
141910000,carpet,141910
141910003,black,141910
141910005,carpet,141910
141910006,bathroom,141910
141910009,no,141910
141910010,wall,141910
141910011,no,141910
141910013,1,141910
198415000,plastic,198415
198415003,no,198415
10844000,microwave,10844
10844002,white,10844
535151000,spoon,535151
535151003,orange,535151
404088003,red,404088
141946000,desk,141946
141946001,no,141946
438721002,left,438721
141962000,forward,141962
141962001,jeans,141962
535179004,skier,535179
535179007,skiing,535179
535183000,hat,535183
535183001,warm,535183
535183004,0,535183
279692000,white,279692
279692004,brown,279692
279692007,yes,279692
273045000,0,273045
273045001,small,273045
273045002,on wall,273045
273052001,leaves,273052
273052002,0,273052
273059005,2,273059
449909001,jeans,449909
10920001,main,10920
142000000,rectangle,142000
142000001,right,142000
142000002,right,142000
404145000,no,404145
404145001,frisbee,404145
10935000,1,10935
10935002,1,10935
535226001,cardboard,535226
535226002,0,535226
273083002,black and white,273083
273086001,yes,273086
273086002,sandwich,273086
535242000,no,535242
535253001,coca cola,535253
10966000,3,10966
10966002,1,10966
535259003,shorts,535259
273118000,no,273118
273118001,nothing,273118
132901000,motorcycle,132901
132901001,yes,132901
10977003,white,10977
10977005,white,10977
10977006,left,10977
273123000,stop,273123
273123001,beach,273123
142056000,shirt,142056
35282000,black and white,35282
35282002,nothing,35282
404209000,black,404209
404209002,yes,404209
404209003,1,404209
404209006,yes,404209
404209007,no,404209
404209008,coffee,404209
404209012,no,404209
404209013,yes,404209
404209014,black,404209
404209020,yes,404209
273156000,elephant,273156
273156001,yes,273156
404229002,red,404229
404229003,1,404229
404229004,1,404229
535306000,no,535306
535306002,graffiti,535306
404237001,cheese,404237
404237003,1,404237
535312001,2,535312
535312002,green,535312
404243000,donuts,404243
404249001,adult,404249
404249002,blonde,404249
11034000,0,11034
11034001,remote,11034
11034002,sign,11034
142108000,cooking,142108
142108001,oranges,142108
535326000,glass,535326
535326002,no,535326
404257000,sandwich,404257
404257001,black,404257
404263001,brown,404263
404263002,dry,404263
404263004,fire hydrant,404263
404263006,0,404263
404263007,ball,404263
404263008,1,404263
61471000,sitting,61471
61471001,water,61471
11051000,no,11051
11051001,no,11051
273196000,11,273196
273196002,modern,273196
273196003,london,273196
273196004,2,273196
273198000,yes,273198
142127000,hot dog,142127
351369002,delta,351369
351369003,delta,351369
351369004,taking off,351369
99584001,nowhere,99584
99584002,no,99584
99584003,yes,99584
99584004,yes,99584
99584005,2,99584
404297001,red,404297
404297002,umbrella,404297
273246004,2,273246
273246007,20 feet,273246
273246008,1,273246
504293001,bench,504293
504293003,stone,504293
504293005,bench,504293
504293006,trees,504293
504293013,gray,504293
504293014,bench,504293
504293016,people,504293
504293018,water,504293
142177000,white,142177
142177004,in bowl,142177
142189001,nowhere,142189
404338000,yes,404338
404338002,1,404338
404338005,boston,404338
404338007,yes,404338
404338008,unknown,404338
404338011,mountain,404338
404349001,no,404349
404349002,blue,404349
438269005,yes,438269
438269006,black,438269
11149002,bike,11149
404367000,green,404367
404367002,yes,404367
11156002,brown,11156
11156003,brown,11156
11156004,brown,11156
11156006,no,11156
404373005,no,404373
404373010,black,404373
404373011,black,404373
404373013,gray,404373
404373014,protection,404373
142238002,playing soccer,142238
142238004,frisbee,142238
142240000,italy,142240
142240002,yes,142240
142240003,yes,142240
142240004,yes,142240
11172000,flowers,11172
11172002,ceramic,11172
11172003,yes,11172
273317002,apples,273317
273317003,vegetables,273317
273317005,dress,273317
273317006,4,273317
142246002,no,142246
142246005,vase,142246
142246007,4,142246
142246009,4,142246
142246010,no,142246
142246011,couch,142246
142246012,couch,142246
142246014,white,142246
142246015,couch,142246
142246020,couch,142246
142246024,glass,142246
142248001,lamp,142248
142249000,yes,142249
142249004,9,142249
273323001,blue,273323
11181000,purple,11181
11182002,noon,11182
11182005,0,11182
11182006,2,11182
11184006,mouse,11184
11184007,1,11184
11184008,desk,11184
273329000,phone,273329
273329001,bear,273329
273329005,yes,273329
273329006,yes,273329
273329007,yes,273329
142261001,purple,142261
11197001,crosswalk,11197
11197002,stop,11197
11198000,right,11198
11198004,index,11198
11202000,at camera,11202
11202002,yes,11202
11202006,hay,11202
11209001,sandwich,11209
11209002,floral,11209
273354002,slow,273354
535501000,noon,535501
535501001,yes,535501
535501002,5,535501
1869002,walking,1869
535506000,silver,535506
404437002,daytime,404437
535519001,3,535519
535519004,9,535519
535519007,cars,535519
535523001,smoothie,535523
11241000,4,11241
11241004,0,11241
404461003,pink,404461
404461004,rain,404461
404461006,rain,404461
404461007,street,404461
404461010,yes,404461
404462002,unknown,404462
404462003,bathroom,404462
404462004,bathroom,404462
404464000,umbrella,404464
404464003,no,404464
404464004,away,404464
404464008,yes,404464
404464009,nothing,404464
404464010,nowhere,404464
142323002,english,142323
142324001,man,142324
142324003,no,142324
404476001,kitchen,404476
404476002,stripes,404476
11262001,empty,11262
11262002,no,11262
404479002,blue,404479
404479006,landing,404479
142337001,mirror,142337
142340001,toilet,142340
142340003,no,142340
11269002,yes,11269
273416000,fabric,273416
273416001,nothing,273416
273416004,floor,273416
273416006,yes,273416
273416008,black and white,273416
273416010,house,273416
142346000,no,142346
142346003,4,142346
535563000,0,535563
535563002,nothing,535563
11276000,cake,11276
11276002,counter,11276
535569000,1,535569
535569002,veggie,535569
142360000,yes,142360
142360001,jump,142360
142360002,yes,142360
142360003,4,142360
142360009,hat,142360
142360011,yes,142360
142360012,yellow,142360
142360013,black,142360
11291000,yes,11291
11291004,nothing,11291
273442000,no,273442
273442002,fruit,273442
45574003,bread,45574
535591001,no,535591
11305002,low,11305
273450002,thumbs up,273450
404526001,bud light,404526
404526002,no,404526
404528000,2,404528
142386002,fruit,142386
535604000,boat,535604
535604009,yes,535604
535604015,boat,535604
404534004,yes,404534
404534005,red,404534
404534006,restaurant,404534
404534009,0,404534
11320002,6 feet,11320
273469002,drinking,273469
273470003,fridge,273470
535617000,no,535617
404546000,skiing,404546
404546003,red,404546
89271002,yes,89271
11340000,hat,11340
11340002,bikes,11340
11347002,blue,11347
11347003,blue,11347
11347004,bird,11347
11347007,blue,11347
273493003,racket,273493
273493004,stands,273493
273494000,yellow,273494
404568002,orange,404568
535643001,bathroom,535643
535643002,yes,535643
11360003,bananas,11360
559037001,air,559037
559037003,3,559037
559037004,mountain,559037
67431000,no,67431
67431001,0,67431
511594001,no,511594
511594003,no,511594
11374002,up,11374
45587003,no,45587
535668001,batting,535668
142454000,table,142454
142454002,table,142454
404601000,no,404601
404601001,0,404601
404602002,queen,404602
404602005,blue,404602
11390002,brown,11390
11390003,winter,11390
11390004,hat,11390
11390005,bear,11390
11390006,fur,11390
11390007,nothing,11390
11390008,no,11390
11390009,nose,11390
11390011,nothing,11390
11390012,no,11390
404608002,seat,404608
154816001,11,154816
154816003,13,154816
154816005,no,154816
535682000,phone,535682
404613000,tennis racket,404613
404613001,yes,404613
404613002,no,404613
142472000,red,142472
142472004,car,142472
142472005,0,142472
535689002,,535689
404620000,unknown,404620
273551001,yes,273551
142484000,sleeping,142484
198510000,sun,198510
142487001,yes,142487
142487002,3,142487
142487004,3,142487
142487005,donuts,142487
142487006,3,142487
142487009,sprinkles,142487
142487010,dunkin donuts,142487
404635002,no,404635
404642000,cheese,404642
404642006,pizza,404642
404642007,table,404642
535721000,salt,535721
535721003,no,535721
535721004,banana,535721
404652002,no,404652
404652003,4,404652
273582001,no,273582
273582002,blue,273582
273582004,9,273582
404655000,1,404655
404655001,woman,404655
404655002,shorts,404655
11449000,tan,11449
11449002,no,11449
404668001,0,404668
535748002,donuts,535748
535750000,beanie,535750
535750002,walking,535750
142537001,car,142537
404687000,hello kitty,404687
404687001,shirt,404687
404687002,nothing,404687
273617005,2,273617
273617006,red,273617
273618004,ground,273618
142552001,kite,142552
142552002,no 1,142552
535770000,1,535770
535770001,desk,535770
535770002,typing,535770
327352000,left,327352
327352002,red,327352
327352003,brown,327352
142562001,horse racing,142562
142564000,no,142564
142564001,brushing teeth,142564
142564002,brushing teeth,142564
142564004,no,142564
404710002,english,404710
273642002,sitting,273642
273642004,no,273642
273642007,blue,273642
273645001,sand,273645
142574001,city,142574
142574003,elephant,142574
142574004,yes,142574
142574005,hat,142574
142574006,daytime,142574
142574008,yes,142574
142574009,day,142574
142581004,california,142581
142581006,cloudy,142581
142581008,rain,142581
373289000,black,373289
273657000,birthday,273657
142592001,6,142592
142592002,restaurant,142592
142592003,blue,142592
535809004,yes,535809
535809006,yes,535809
404738001,green,404738
404738002,elephant,404738
11525000,no,11525
11525001,lights,11525
288442003,downhill,288442
288442005,yes,288442
288442006,deep,288442
288442007,snow,288442
44029002,blue,44029
11537000,store,11537
11537001,no,11537
11537002,nothing,11537
273684001,ball,273684
273684002,no,273684
273684003,dodgers,273684
404758002,bananas,404758
404758003,vegetables,404758
460676001,2,460676
142620002,6,142620
273698000,cake,273698
273698001,dessert,273698
273698002,yes,273698
273698003,cake,273698
273698004,butter,273698
273698005,nothing,273698
404780002,no,404780
404781000,brown,404781
404781004,1,404781
404781006,2,404781
404781009,clock,404781
404781011,yes,404781
273712000,2,273712
273712001,silver,273712
404785002,no,404785
404785004,no,404785
404785005,yes,404785
404785006,wall,404785
404785008,no,404785
535858002,brown,535858
535858003,wetsuit,535858
535858004,0,535858
273715002,stop,273715
220382001,no,220382
404792002,3,404792
273728000,sitting,273728
273728001,riding,273728
273728003,umbrellas,273728
273728004,no,273728
273728005,blue,273728
273728010,fire hydrant,273728
273728013,blue,273728
273728014,hat,273728
273728015,yes,273728
273728016,woman,273728
273728019,yes,273728
273728020,bench,273728
273728021,sitting,273728
535889000,cooking,535889
404820000,no,404820
535902001,wall,535902
142687001,pizza,142687
404839002,pink,404839
273772000,nothing,273772
404847001,usa,404847
273784000,no,273784
273784002,sidewalk,273784
273784003,kite,273784
535933002,no,535933
142722000,black and white,142722
142742002,14,142742
142742005,14,142742
142744000,trees,142744
142744001,cat,142744
142744002,noon,142744
142744004,yes,142744
535977001,no,535977
535977003,microwave,535977
535977004,people,535977
142774003,green,142774
142774004,unknown,142774
142774005,green,142774
142774009,2,142774
142774013,no,142774
142774026,street,142774
142774028,1,142774
142774029,mercedes,142774
142774041,no,142774
142774045,2,142774
142774049,1,142774
142774053,road,142774
535993000,no,535993
535993003,bread,535993
535993004,no,535993
535993005,no,535993
404922002,phone,404922
404922003,surfboards,404922
404923000,batter,404923
404923001,2,404923
535997002,noon,535997
535997004,4,535997
273855000,no,273855
273855003,black,273855
404931000,yellow,404931
404931001,8,404931
460705001,no,460705
460705002,surf,460705
11721000,wood,11721
11721003,wall,11721
11721004,gothic,11721
11727000,toilet paper,11727
11727001,no,11727
11727003,water,11727
11727007,yes,11727
404944001,phone,404944
198563001,down,198563
307790000,pigeon,307790
307790002,0,307790
273878000,right,273878
273878001,phone,273878
273878002,no,273878
536027001,phone,536027
536028002,no,536028
536028003,2,536028
11742002,wine,11742
142815000,no,142815
142815003,couch,142815
273889000,white,273889
536034000,tower,536034
536038000,no,536038
536038001,yes,536038
536038002,shoes,536038
142826000,not sure,142826
154877002,lettuce,154877
154877003,blue,154877
154877004,no,154877
11760000,left,11760
11760002,8,11760
11760003,no,11760
11760007,2,11760
273909001,2010,273909
273909002,10,273909
404984001,no,404984
404984002,1,404984
404984003,towel,404984
273914002,5,273914
417023002,glasses,417023
417023003,nothing,417023
417023005,man,417023
417023006,no,417023
417023009,camera,417023
417023011,nothing,417023
417023013,yes,417023
404988000,no,404988
404988001,6,404988
404988002,swimming,404988
273918001,7,273918
404992004,brown,404992
142856000,yes,142856
142856001,napkin,142856
536073001,apple,536073
536073002,water,536073
536078000,background,536078
536078003,hats,536078
405007007,0,405007
11796001,pink,11796
395182001,black,395182
395182002,blue,395182
405021000,stop,405021
405021001,stop,405021
405021002,yes,405021
405021003,no,405021
405021004,nothing,405021
428116001,2,428116
428116002,floor,428116
428116003,white,428116
428116008,yes,428116
428116010,terrier,428116
428116012,white,428116
11813001,sign,11813
11813002,no,11813
526257002,yes,526257
405032003,bird,405032
142890001,2,142890
142890002,apple,142890
142891000,cotton,142891
536110000,yes,536110
536110004,4,536110
536110005,4,536110
536110008,5,536110
536110009,0,536110
536110014,yes,536110
536110017,5,536110
273967003,yes,273967
504414001,many,504414
504414002,very,504414
142903001,white,142903
405062001,no,405062
142919000,cheese,142919
142919002,cheese,142919
142924000,,142924
142940002,no,142940
142940004,white,142940
142940005,no,142940
142940009,no,142940
142941000,no,142941
536158001,red,536158
536158002,water skiing,536158
536158003,water skiing,536158
274017001,no,274017
274017003,silver,274017
274017004,no,274017
536166000,face,536166
536166001,dirt,536166
536166005,fun,536166
536166007,resting,536166
536166008,3,536166
536168002,bridge,536168
11887000,sign,11887
405104001,no 1,405104
405104005,2,405104
405104006,main,405104
405104007,green,405104
569960000,8,569960
569960002,12,569960
274035002,yes,274035
536183001,yes,536183
142971001,no,142971
142971002,nothing,142971
536195001,sheep,536195
536200008,no,536200
536200012,yellow,536200
536200014,smile,536200
536200016,2,536200
536200018,5,536200
536200019,bracelet,536200
536200023,no,536200
536200024,no,536200
536200025,shirt,536200
536200026,ponytail,536200
536200034,jeans,536200
536200037,yes,536200
536200038,right,536200
536200039,brown,536200
536200040,2,536200
536200042,no,536200
536200048,shirt,536200
536200051,silver,536200
536201000,no,536201
274058000,no,274058
274058002,yes,274058
274063000,no,274063
274063001,bread,274063
274063002,sandwich,274063
274066002,surfing,274066
11925000,food,11925
11925002,no,11925
142999002,2,142999
405146000,beer,405146
405146002,no,405146
405146003,unknown,405146
405146005,coca cola,405146
143010001,3,143010
143010004,glass,143010
143010005,yes,143010
143010011,3,143010
143010017,3,143010
274083000,blue,274083
274083001,no,274083
274083002,parade,274083
274083005,sedan,274083
274083006,jacket,274083
274084000,0,274084
274084004,0,274084
274084006,blue,274084
536235005,laying down,536235
536235009,rock,536235
536235010,no,536235
536235014,resting,536235
536235016,camera,536235
405166000,standing,405166
405166001,yes,405166
405174002,green,405174
405174003,table,405174
405175000,nothing,405175
405175003,brown,405175
417055000,noon,417055
417055001,night,417055
417055002,1,417055
274109003,yes,274109
274109004,yes,274109
274109008,chicken,274109
405183000,yes,405183
405183002,woman,405183
405183003,gray,405183
405183009,yes,405183
405183011,gray,405183
405183019,stripes,405183
405183020,1,405183
405183026,many,405183
405183027,brown,405183
405183033,yes,405183
405188000,white,405188
405188001,white,405188
405191004,1,405191
405191009,blue,405191
405191011,1,405191
405191015,blue,405191
405192000,italian,405192
405195000,donuts,405195
405195003,yes,405195
405196002,tomato,405196
274126002,shallow,274126
274126005,1,274126
274126007,no,274126
274126009,2,274126
11987000,inside,11987
405205002,no,405205
274134000,2,274134
274134001,bedroom,274134
274134002,wall,274134
274134003,shelf,274134
274134004,sleeping,274134
143068000,rainbow,143068
143068001,2,143068
143068003,blue,143068
143068004,blue,143068
405213002,main,405213
405214000,12,405214
405214002,hot dog,405214
536292000,yes,536292
405222000,8,405222
405222001,8,405222
405222002,no,405222
405222004,cold,405222
405226001,4,405226
274156003,yes,274156
274156005,yes,274156
274156007,yes,274156
274156010,nothing,274156
274156011,0,274156
274156012,1,274156
144429000,1,144429
144429002,stripes,144429
12014000,very,12014
12016001,oak,12016
12016002,street,12016
12016003,on pole,12016
12016005,2,12016
143103001,2,143103
536321002,yes,536321
536321003,short,536321
133078001,3,133078
133078002,yes,133078
133078006,new york,133078
133078008,parade,133078
143111004,no,143111
143119000,white,143119
143119002,playing tennis,143119
143120001,solid,143120
143120002,banana,143120
536343000,window,536343
536343002,kitchen,536343
143129000,no,143129
143129002,standing,143129
143132002,no,143132
12062002,sheep,12062
405279001,10,405279
405279004,bird,405279
405279006,2,405279
274216000,yes,274216
274216001,yes,274216
274216004,yes,274216
274216005,ford,274216
536366002,stop,536366
536366007,1,536366
536366008,no,536366
536366009,stop,536366
405296000,trash can,405296
536370002,3,536370
536370003,skis,536370
12085010,2,12085
12085011,headphones,12085
12085013,yes,12085
12085014,stripes,12085
12085024,yes,12085
12085028,0,12085
12085030,bed,12085
12085033,yes,12085
12085034,2,12085
536375004,5,536375
536375005,10,536375
249180000,yes,249180
274233000,street,274233
143167002,noon,143167
274240003,yes,274240
12101000,yes,12101
12101001,dirty,12101
143174000,main,143174
143174001,unknown,143174
143174002,stop,143174
67553000,no,67553
536400000,blue,536400
12120002,blue,12120
274272000,road,274272
274272001,2,274272
405348001,no,405348
536426000,fire hydrant,536426
536426001,yes,536426
