QuestionID,MCAN+ROBERTA,ImageID
138079006,tile,138079
138079007,nothing,138079
531299011,tan,531299
531299030,street,531299
459922000,no,459922
459922004,ford,459922
400238001,posing,400238
400238002,unknown,400238
400238004,scarf,400238
7023001,7,7023
138096000,blue,138096
138096002,skateboarding,138096
138096006,skateboard,138096
138096008,blue,138096
269172000,bicycle,269172
269172002,yes,269172
269172004,ramp,269172
269172005,skateboarding,269172
269172006,bike,269172
138115000,short,138115
138115001,yes,138115
531334002,both,531334
531335000,taking picture,531335
400265000,yes,400265
400265001,no,400265
7050000,yes,7050
7050001,0,7050
531349000,road,531349
531349002,unknown,531349
531350004,white,531350
7072002,ocean,7072
219632002,frisbee,219632
138151000,4,138151
138151002,sign,138151
66717000,closed,66717
66717001,subway,66717
7088000,no,7088
328862001,4,328862
7096000,forward,7096
7096001,1,7096
400317007,nike,400317
138175001,right,138175
138175002,no,138175
7107002,12,7107
269253003,wall,269253
269254000,no,269254
269254001,motorcycle,269254
138185000,4,138185
7115000,black,7115
7115002,0,7115
44877002,no,44877
400336000,yes,400336
138196000,unknown,138196
138196004,2,138196
138196006,2,138196
7125000,red,7125
531415002,table,531415
531415003,table,531415
400347000,no,400347
400347002,yes,400347
138204001,blanket,138204
269282000,yes,269282
269282001,0,269282
269282002,1950,269282
531433000,donut,531433
531433002,donuts,531433
138220000,white,138220
138220001,bird,138220
307026003,yes,307026
138227000,4,138227
269311000,no,269311
269311002,no,269311
138241000,asian,138241
138241001,meat,138241
269314003,pine,269314
269316000,right,269316
138246002,2,138246
138246005,modern,138246
138246007,yes,138246
400401004,plaid,400401
400401005,9,400401
138271002,no,138271
269344002,park,269344
7202001,6,7202
531499002,8,531499
263346002,united,263346
263346016,united,263346
263346020,airport,263346
269358001,no,269358
400431000,8,400431
547336000,ground,547336
531510002,office,531510
531512000,taking picture,531512
400453000,outside,400453
400453001,no,400453
400453005,ham,400453
400453006,10,400453
7241000,window,7241
531532003,white,531532
531532005,belt,531532
547341002,food,547341
269394000,0,269394
269394003,yes,269394
269395000,eating,269395
7260004,no,7260
7267001,outside,7267
7267003,pole,7267
269417001,dog,269417
269417008,silver,269417
269417009,standing,269417
269417010,person,269417
269417011,bulldog,269417
7274001,no,7274
7274002,no,7274
269419000,evening,269419
7276002,fern,7276
7278000,0,7278
7278002,reflection,7278
7278004,no,7278
7278005,green,7278
7278007,green,7278
7278008,green,7278
7278010,yes,7278
7281000,7,7281
269429006,yes,269429
400507001,delta,400507
400507002,no,400507
531581000,happy,531581
531581004,white,531581
531581008,smiling,531581
531585002,0,531585
7298002,baseball field,7298
400516002,no,400516
7304001,yes,7304
269450000,6,269450
400525000,4,400525
138382002,yes,138382
138382005,cheese,138382
138382008,food,138382
400528000,working,400528
400528002,words,400528
531602000,no,531602
531607000,yes,531607
531607001,yes,531607
7320000,very,7320
400538003,business,400538
7325000,passenger,7325
7325002,bird,7325
7325005,nowhere,7325
7325008,no,7325
400547001,2,400547
400552000,nothing,400552
400552001,0,400552
400552002,yes,400552
400552003,horizontal,400552
400554000,crane,400554
400554003,nothing,400554
400567010,black and white,400567
400569001,yes,400569
7355000,yes,7355
7355001,red,7355
7355002,mercedes,7355
7355004,0,7355
7355008,city,7355
400573002,yes,400573
269511001,white,269511
394444003,1,394444
394444005,skateboard,394444
394444006,yes,394444
394444022,man,394444
138446001,tag,138446
400596000,blue,400596
400596001,towel,400596
400596002,blue,400596
7386002,park,7386
7398002,no,7398
531697000,nothing,531697
66771002,2,66771
66771003,coffee,66771
531703000,pasta,531703
531703003,beans,531703
531707000,3,531707
531707002,yes,531707
531710000,4,531710
401783000,military,401783
7444000,food,7444
7444001,store,7444
7444002,yes,7444
138517000,purse,138517
138517001,food,138517
531735001,graffiti,531735
531735002,0,531735
531735003,graffiti,531735
531735004,4,531735
531735006,4,531735
531739000,motorcycle,531739
138527001,on ground,138527
269600000,noon,269600
269600002,big ben,269600
394460000,child,394460
394460004,party,394460
394460006,yes,394460
138549001,2,138549
138549002,2,138549
138549005,lamp,138549
138550002,0,138550
176009000,surfboard,176009
138553001,no,138553
138553002,25,138553
531771001,1,531771
138556003,2,138556
269632003,driving,269632
531784002,on table,531784
531784004,yes,531784
416311001,3,416311
138573001,bears,138573
400719000,landscape,400719
400719003,15,400719
400719011,1,400719
400719014,no,400719
531796004,city,531796
531797002,0,531797
531798000,silver,531798
531798001,green beans,531798
531803002,skis,531803
138589000,airport,138589
138589001,usa,138589
7519000,red,7519
7519003,paper,7519
7522003,left,7522
7522006,eating,7522
7522010,left,7522
531816001,no,531816
531816002,teddy bear,531816
138601001,bus,138601
138601003,bicycle,138601
138601004,stop,138601
269678003,white,269678
269678007,shirt,269678
269678024,bedroom,269678
269678026,no,269678
269678028,wall,269678
269678031,child,269678
269682002,broadway,269682
269682004,yes,269682
269689001,yes,269689
394474001,remote,394474
7556000,round,7556
7556002,12,7556
222842001,milk,222842
222842002,no,222842
222842003,1,222842
7559000,5,7559
7559004,toothbrush,7559
531852000,2,531852
138639001,10,138639
138639004,0,138639
7570001,0,7570
138644002,10,138644
197870002,bird,197870
7574001,water,7574
7574002,green,7574
7574003,bottles,7574
138648000,noon,138648
138648002,london,138648
269721001,stadium,269721
269721006,game,269721
269721007,in air,269721
269721009,yes,269721
269721010,yes,269721
269721011,field,269721
269721015,baseball,269721
400794002,beard,400794
138653000,horse,138653
138653001,0,138653
400803001,orange,400803
400803002,no,400803
269736000,1,269736
269736005,talking,269736
7593001,2,7593
400815000,no,400815
400815003,yes,400815
400815004,red,400815
400815005,bench,400815
400815006,bench,400815
400815011,right,400815
531896000,brown,531896
285258001,3,285258
531909000,modern,531909
531917002,park,531917
531917004,2,531917
400851003,15,400851
400853002,1,400853
269784000,head,269784
269784004,yellow,269784
154193000,yellow,154193
138728006,white,138728
138730000,6,138730
138730001,0,138730
138730002,nothing,138730
138730003,green,138730
138730009,yes,138730
138730010,nothing,138730
138730012,fedex,138730
7666000,north,7666
269815001,red,269815
269815003,sleeping,269815
531967001,no,531967
531970002,red,531970
138755000,building,138755
138755004,noon,138755
372652004,basket,372652
7690000,red,7690
7690001,yes,7690
400907000,yes,400907
138768000,no,138768
400916000,keyboard,400916
400916003,dell,400916
400922002,3,400922
400922003,sign,400922
531995000,floor,531995
531995002,tennis,531995
400925015,tv,400925
400925021,playing wii,400925
400925024,wii remote,400925
400925025,nothing,400925
400925026,logo,400925
7722002,crest,7722
269867000,no,269867
269867002,nothing,269867
7726002,bus,7726
269873000,main,269873
269873001,no,269873
7730000,2,7730
400950003,3,400950
269879001,pizza,269879
269879002,cheese,269879
269879006,veggie,269879
1290001,0,1290
138821002,head,138821
532043001,no,532043
532043007,2 feet,532043
400975002,horse,400975
138832001,no,138832
138832002,daytime,138832
400981002,chase,400981
400981003,woman,400981
400981006,mercedes,400981
138838001,no,138838
138838005,yes,138838
400983003,background,400983
400985002,coffee,400985
532058000,toothbrush,532058
532058001,red,532058
532058004,bed,532058
269918001,girls,269918
269922000,california,269922
269926000,yellow and blue,269926
269926001,blue and yellow,269926
138856002,no,138856
7789000,pink,7789
7789002,scissors,7789
401010000,window,401010
7795001,1,7795
532085002,stop,532085
138871001,no,138871
401018004,nothing,401018
269949002,noon,269949
269949006,yes,269949
132373000,3:00,132373
132373002,regular,132373
132373003,yes,132373
132373004,noon,132373
401024000,3,401024
401027005,lettuce,401027
401028002,no,401028
7816002,0,7816
7816003,yes,7816
7818000,table,7818
7818002,table,7818
269964001,yes,269964
269975001,3,269975
269975005,bus,269975
269975007,outside,269975
269975008,2,269975
532126001,yes,532126
460059000,white,460059
401061003,photographer,401061
401068001,circle,401068
401068002,tree,401068
532142001,0,532142
532142003,yes,532142
270001001,fries,270001
270001006,bun,270001
270001007,fries,270001
270001010,on plate,270001
270001012,1,270001
270001013,sandwich,270001
270001018,0,270001
270001023,sandwich,270001
307145001,silver,307145
307145002,modern,307145
270009002,yellow,270009
401088000,yes,401088
401088002,no,401088
7873001,no,7873
7873002,china,7873
401092001,neither,401092
154230001,0,154230
88695001,8,88695
88695005,pink,88695
88695012,floral,88695
88695013,brown,88695
88695024,yes,88695
7888000,white,7888
138965001,bears,138965
138965002,no,138965
401112001,brown,401112
270045002,4,270045
270048001,0,270048
401123001,people,401123
401123002,nothing,401123
401123003,people,401123
401124002,4,401124
7913000,unknown,7913
394535001,backpack,394535
394535002,4,394535
401132001,red,401132
401132002,donut,401132
138995001,tennis racket,138995
532216003,0,532216
532216005,yes,532216
139004000,food,139004
7938003,yes,7938
7938006,white,7938
7938007,yes,7938
139011002,nothing,139011
547457000,no,547457
547457001,yes,547457
401163005,white,401163
270097004,reflection,270097
7961000,yes,7961
7961002,ketchup and mustard,7961
7961003,4,7961
7977002,pink,7977
401197000,yes,401197
401197002,umbrella,401197
401197003,4,401197
7989002,many,7989
7991000,green,7991
270136000,20,270136
401212000,pizza,401212
401212001,0,401212
401212002,furniture,401212
139072000,nothing,139072
139072002,pitch,139072
139072004,yes,139072
270148005,fake,270148
532295002,skiing,532295
372706002,parked,372706
372706005,clothes,372706
372706010,bus,372706
8016002,don't know,8016
270165001,2 feet,270165
139094000,1,139094
401240002,yes,401240
401240004,noon,401240
401240006,sign,401240
139097001,yes,139097
139097002,bathroom,139097
139097005,no,139097
139099003,white,139099
139099004,banana,139099
139099005,bananas,139099
139099006,birthday,139099
401244021,no,401244
401244022,yes,401244
401244023,frisbee,401244
57006000,5,57006
57006002,no,57006
401249000,yellow,401249
401249004,yes,401249
401249010,yes,401249
401249011,yellow,401249
8042001,yes,8042
270189001,no,270189
270189002,metal,270189
270189005,cumulus,270189
270189008,decoration,270189
270189010,4,270189
270189011,yes,270189
139127002,fishing,139127
394559000,2,394559
8065001,yes,8065
139141000,yes,139141
139141002,1,139141
270215002,no,270215
532381000,laying down,532381
270239001,no,270239
139169002,no,139169
270244009,yes,270244
329030009,no,329030
532390000,purple,532390
532390001,flower,532390
532390003,people,532390
401320000,unknown,401320
401320001,2,401320
401320002,no,401320
139181002,white,139181
401327001,yes,401327
401330001,airport,401330
532403000,4,532403
532403001,0,532403
532403003,children,532403
532403007,scissors,532403
532403008,3,532403
8119002,2,8119
139192001,elephants,139192
8128002,0,8128
270274000,unknown,270274
270274002,floor,270274
8131001,sunset,8131
532426000,car,532426
532426003,parking meter,532426
270303002,yes,270303
270303008,orange,270303
401384000,11,401384
401384001,unknown,401384
401384002,no,401384
532463000,2,532463
532463001,purse,532463
139248002,baseball,139248
8180001,0,8180
8180002,yes,8180
8180005,united,8180
8180009,luggage,8180
8180010,logo,8180
8180011,united,8180
8181010,no 1,8181
8181012,2,8181
401398000,fern,401398
401398001,yes,401398
401403001,yes,401403
401403002,no,401403
139260000,no,139260
139260003,on plate,139260
139260006,cake,139260
139260010,banana,139260
139261001,,139261
139261002,deep,139261
8191004,2012,8191
532481000,calm,532481
401411002,yes,401411
8196001,pizza,8196
8204002,ford,8204
270351000,2,270351
270351001,12,270351
270351002,no,270351
401425002,yes,401425
270354000,house,270354
270354003,barn,270354
8211001,ground,8211
8211005,construction,8211
401429004,no,401429
532503001,nike,532503
8218001,yes,8218
139291002,yes,139291
139294001,no,139294
139294002,0,139294
401446000,yes,401446
401446006,no,401446
270376004,new york,270376
270376007,yes,270376
270376009,0,270376
139306000,6 inches,139306
139306002,yes,139306
270381002,grass,270381
532527000,white,532527
532527001,carrots,532527
532530001,no,532530
532531000,supreme,532531
532531001,2,532531
532531004,2,532531
532540000,left,532540
532540004,no,532540
270402003,short,270402
532548000,vegetables,532548
532548001,cheese,532548
8267005,trash can,8267
401484002,food,401484
270420002,no,270420
532575001,lab,532575
69887000,no,69887
69887004,no,69887
69887005,1,69887
78838001,yes,78838
401539001,1,401539
401539002,riding,401539
401539003,20,401539
532620002,stuffed animal,532620
8333000,amtrak,8333
8333003,nothing,8333
8333006,apple,8333
8333007,unknown,8333
401550002,sidewalk,401550
401550004,wood,401550
401550009,10,401550
401550011,people,401550
401556005,2,401556
401556006,white,401556
401556011,nothing,401556
401556013,wall,401556
401556015,yes,401556
8351001,no,8351
8351002,no,8351
139428000,outside,139428
270505000,unknown,270505
270505002,street,270505
270505004,gray,270505
139436002,up,139436
503837001,motorcycle,503837
503837002,coca cola,503837
139440000,yes,139440
139440001,oar,139440
139440002,brown,139440
139440003,nothing,139440
139440006,no,139440
270515002,luggage,270515
532669000,0,532669
532669003,kite,532669
270532002,3,270532
139468001,street,139468
139468002,yes,139468
401613006,nothing,401613
532686004,half,532686
532686006,no,532686
139472001,no,139472
139472002,no,139472
8401001,2010,8401
8401003,2,8401
8401008,2,8401
532690002,bracelet,532690
139475001,no,139475
139475002,woman,139475
532695003,yes,532695
532695004,smiling,532695
532695007,yes,532695
532695010,3,532695
139486003,no,139486
8418000,yes,8418
8418001,no,8418
270570003,2,270570
270570008,yes,270570
23251000,4,23251
8443000,right,8443
8443002,yes,8443
8443003,outside,8443
532732003,yes,532732
532732004,nothing,532732
532732008,hat,532732
532732012,red,532732
532732016,car,532732
532732017,30,532732
532732020,car,532732
532732024,ponytail,532732
532732030,ponytail,532732
8445000,tree,8445
139518000,5,139518
532735001,sidewalk,532735
270593000,0,270593
270593009,elephant,270593
270593010,5,270593
307243003,3,307243
139530001,yes,139530
270603003,person,270603
270603004,no,270603
270603005,news,270603
270609000,oranges,270609
401682001,brown,401682
401682002,girl,401682
401682003,teddy bear,401682
532759002,12:00,532759
532761009,picture,532761
532761012,recliner,532761
532761018,white,532761
532761020,cloth,532761
532761021,tv,532761
270625003,basil,270625
8483000,english,8483
8483001,don't know,8483
8483002,yes,8483
532773000,food,532773
532773001,california,532773
532773002,canada,532773
532780000,food,532780
532780002,no,532780
8493000,0,8493
8498000,noon,8498
8498005,noon,8498
401718000,white,401718
401718001,no,401718
45108002,no,45108
532809001,picture,532809
532809002,3,532809
305800001,2,305800
532812002,20,532812
532812003,no,532812
532812004,20,532812
270672001,donut,270672
270672002,no,270672
532827000,paper,532827
532827002,0,532827
401758000,white,401758
401758005,lab,401758
401758007,lab,401758
401758010,running,401758
532833002,yes,532833
139623002,trees,139623
139623003,tall,139623
139623006,on tracks,139623
401776001,color,401776
270705000,window,270705
270706000,on table,270706
270706001,purple,270706
532855002,yes,532855
174866000,green and white,174866
174866002,woman,174866
270721001,yes,270721
270721004,marble,270721
532867004,shorts,532867
176193000,crosswalk,176193
532876001,yellow,532876
532876002,yes,532876
532876003,blue and yellow,532876
532876005,graffiti,532876
532876006,nothing,532876
8589002,1,8589
401808001,yes,401808
8594002,0,8594
270753004,no,270753
401828001,yes,401828
532901001,flowers,532901
270758001,nothing,270758
350961004,fan,350961
401833000,3,401833
8629000,2,8629
8629001,4,8629
8629002,3,8629
532919001,carriage,532919
401850002,2,401850
401850003,yes,401850
401850004,yes,401850
401857006,25,401857
401860002,cheese,401860
219894004,yes,219894
401862002,london,401862
139734000,yes,139734
139734001,banana,139734
139734002,chiquita,139734
8665001,tree,8665
8665003,car,8665
270810000,no,270810
270810001,blue,270810
270810006,yes,270810
139740001,people,139740
139740003,silver,139740
139740004,silver,139740
270815002,2,270815
270815003,pitcher,270815
270815005,no,270815
270815008,yes,270815
372816001,no,372816
372816004,ceiling,372816
372816005,2,372816
8676001,0,8676
139749000,lights,139749
139749001,many,139749
401897003,surfing,401897
401897004,0,401897
401901011,no,401901
8690000,yes,8690
8690001,sheep,8690
401907000,4,401907
401907002,nothing,401907
532983002,0,532983
532985000,playing,532985
532989000,ground,532989
532994001,1,532994
532994002,riding,532994
139781007,nowhere,139781
401926000,yes,401926
8711001,china,8711
8711004,unknown,8711
139785003,no,139785
533003000,yes,533003
533003002,blender,533003
533003003,0,533003
533003004,counter,533003
8718002,yes,8718
401935005,yes,401935
401935006,yes,401935
8721000,no,8721
8721001,nothing,8721
8721008,paper,8721
8721009,yes,8721
533013001,yes,533013
401951000,store,401951
401951001,caution,401951
270883001,no,270883
270883003,nothing,270883
270883005,woman,270883
270883006,0,270883
533032002,2,533032
533032003,yes,533032
533032005,carriage,533032
533032007,car,533032
8749001,plate,8749
8749002,yes,8749
401971000,computer,401971
401971003,3,401971
401971004,3,401971
456584001,waiting,456584
456584003,airport,456584
456584005,no,456584
456584006,1,456584
270908000,no,270908
139843002,noon,139843
139843004,12,139843
139843005,daytime,139843
219916002,yes,219916
533069001,noon,533069
533069005,10,533069
547597000,2,547597
547597002,p,547597
139856006,lot,139856
139858000,seagull,139858
482062002,standing,482062
482062008,no,482062
139871003,star,139871
139871006,3,139871
139872000,no,139872
219920000,0,219920
219920001,yes,219920
219920003,2,219920
219920006,yes,219920
219920007,yes,219920
219920009,0,219920
219920013,2,219920
219920015,yes,219920
8803000,left,8803
8803001,2,8803
8803002,no,8803
8803003,yes,8803
132540001,no,132540
533106001,walking,533106
533106003,yes,533106
533107001,no,533107
533107004,no,533107
533107008,can't tell,533107
533107009,no,533107
8832002,smile,8832
533123003,clock,533123
285462002,7,285462
285462004,2,285462
533129000,nothing,533129
533129001,stripes,533129
533129002,3,533129
8844004,store,8844
8844014,no,8844
8844015,table,8844
8844016,30,8844
8844020,many,8844
8844022,door,8844
139917002,tv,139917
533137000,stop,533137
533137001,1 foot,533137
533140000,0,533140
8853000,rocks,8853
533145004,yes,533145
402077002,hot dog,402077
519673000,4,519673
519673004,2,519673
519673005,yes,519673
271017000,metro,271017
271017001,parking,271017
271017002,bus,271017
8876001,time,8876
533166005,10,533166
402096002,1,402096
402096003,2,402096
402096004,circle,402096
139953001,2,139953
533171002,bridle,533171
533173002,2,533173
271032003,sky,271032
271035003,nothing,271035
402109002,boy,402109
402109004,typing,402109
402109010,no,402109
402109011,2,402109
139969000,sandwiches,139969
139969001,0,139969
8899000,brown,8899
8899001,store,8899
8899006,store,8899
139973001,baseball,139973
271046010,half,271046
533201001,7,533201
533201003,green,533201
533201004,nothing,533201
533206000,yes,533206
271063000,yes,271063
271063002,nothing,271063
8922002,blue,8922
8923004,4,8923
271068001,noon,271068
271076000,afternoon,271076
271076002,yes,271076
271076003,noon,271076
271076007,roman numerals,271076
271076009,sky,271076
140006001,3,140006
140010002,vanilla,140010
533227003,wetsuit,533227
140017000,veggie,140017
140017003,yes,140017
140020000,afternoon,140020
140020002,unknown,140020
8953000,lot,8953
140043003,lemon,140043
271117004,green,271117
503939002,10,503939
503939003,2,503939
402206000,5,402206
402206002,pink,402206
271138001,cloudy,271138
533283000,0,533283
140068003,no,140068
140068004,21,140068
271143000,1,271143
271143001,no,271143
271143002,wine,271143
9002000,woman,9002
140076000,1,140076
9007001,t shirt,9007
9007005,stripes,9007
140087003,sitting,140087
402233000,restaurant,402233
402233012,yes,402233
402234003,no,402234
402234004,1 year,402234
1503003,circle,1503
402248002,no,402248
402250002,brown,402250
547639001,counter,547639
547639005,1,547639
547639007,light,547639
45197000,yes,45197
45197002,red,45197
533329000,1,533329
533329005,11,533329
533329007,2,533329
533329008,2,533329
533329010,red,533329
533329011,11,533329
285497000,yes,285497
285497001,camera,285497
9050000,3,9050
402283001,yankees,402283
402283003,2,402283
402283004,yankees,402283
9077002,20,9077
140151001,30,140151
140151002,50,140151
140151003,2,140151
533368002,no,533368
533368005,yes,533368
533378000,unknown,533378
533378001,10,533378
140167000,flowers,140167
271240003,3 feet,271240
402313000,stop,402313
402313002,restaurant,402313
402313003,yes,402313
402313004,0,402313
402313005,0,402313
153061001,6,153061
153061002,parking lot,153061
153061003,small,153061
153061009,fire truck,153061
140174011,logo,140174
271248000,graffiti,271248
271248002,yes,271248
402328002,helmets,402328
402328003,blue,402328
402334000,tile,402334
402334001,cross,402334
402334009,sky,402334
402334010,brown,402334
533407001,cup,533407
533407003,shirt,533407
533408002,nowhere,533408
402346005,cup,402346
402346008,tulips,402346
402346009,yes,402346
402346012,fruit,402346
402346014,3,402346
402346017,orange,402346
402346024,3,402346
402346027,3,402346
402346037,tulips,402346
140203000,bag,140203
140203001,unknown,140203
140203002,bus,140203
402357000,no,402357
533434000,coca cola,533434
533434002,yes,533434
533434003,yes,533434
438432000,park,438432
438432001,field,438432
438432002,7,438432
438432004,people,438432
438432005,13,438432
9156003,store,9156
9156005,cake,9156
9156006,yes,9156
533449001,breakfast,533449
533449003,yes,533449
533452000,yes,533452
533452002,blue,533452
533452004,5,533452
533452005,chicken,533452
9172000,2,9172
9172001,train,9172
9172004,train station,9172
9172005,sidewalk,9172
9175000,english,9175
9175002,bird,9175
533464000,pink,533464
533464001,noon,533464
402405001,backpack,402405
533480000,no,533480
533480001,0,533480
533485003,rose,533485
533485004,14,533485
533485006,yes,533485
140270001,12,140270
140270002,hat,140270
533493001,1,533493
533493002,yes,533493
23380000,google,23380
23380001,1,23380
23380003,2,23380
503978000,white,503978
503978003,vegetables,503978
503978005,no,503978
503978007,chinese,503978
271359003,yes,271359
402433001,cheese,402433
402433003,bench,402433
533506000,plastic,533506
533506001,coke,533506
533508000,noon,533508
140294000,3,140294
533511003,yes,533511
533517003,1,533517
110765000,2,110765
110765001,wood,110765
140307000,red,140307
140307001,yes,140307
140307002,shade,140307
140307007,no,140307
9236001,4,9236
9236005,4,9236
9236012,no,9236
533536000,sony,533536
533536002,no,533536
460294000,sun,460294
460294001,walking,460294
460294002,street,460294
110769002,2,110769
402473000,0,402473
402473004,1,402473
402473005,white,402473
402473007,wall,402473
402473009,no,402473
9262001,pink,9262
9262002,store,9262
9262004,frosting,9262
9262005,table,9262
9262007,4,9262
9262008,teddy,9262
9262011,4 feet,9262
9262012,nothing,9262
9262014,10,9262
9262017,10,9262
9262019,don't know,9262
9262027,10,9262
9262028,10,9262
9262030,20,9262
533553000,yes,533553
9270001,far,9270
9274000,noon,9274
9274002,2,9274
271424000,don't know,271424
271429000,nike,271429
271429002,2,271429
9288001,toilet paper,9288
9288002,toilet paper,9288
402514002,nothing,402514
533589000,1,533589
402519000,branch,402519
402519003,yellow,402519
271452000,usa,271452
271452002,no,271452
271452003,english,271452
271452005,0,271452
271452008,directions,271452
402528001,unknown,402528
140388001,usa,140388
140388003,military,140388
271461000,no,271461
271461001,pot,271461
271471000,eating,271471
271471001,bowl,271471
271471004,9,271471
533625001,no,533625
533625002,circle,533625
110784004,2,110784
402570000,12:00,402570
402570004,no,402570
314557001,stuffed animals,314557
314557002,blue,314557
140435002,no,140435
402583001,tennis racket,402583
402588001,yes,402588
402588002,phone,402588
9378000,smile,9378
9381001,round,9381
9381002,mozzarella,9381
140454003,yes,140454
140456000,yes,140456
140456002,yes,140456
140456003,yes,140456
140456007,gray,140456
140456009,new york,140456
140456010,street,140456
140456011,words,140456
533678000,6,533678
402609001,yes,402609
402615001,,402615
402615002,100,402615
533688001,yes,533688
533688002,right,533688
533688003,carrots,533688
402623002,rainbow,402623
140487000,woman,140487
140487001,standing,140487
140487002,no,140487
271560001,tired,271560
271560002,ground,271560
140490001,no,140490
9420000,50,9420
9420005,20,9420
271565006,5,271565
271565007,black,271565
271565010,motorcycle,271565
271565014,5,271565
271565016,6,271565
271565018,asphalt,271565
402639000,small,402639
9426002,red,9426
140501000,no,140501
533721002,yes,533721
533721004,beer,533721
533721005,yes,533721
533721006,blender,533721
533721007,pepsi,533721
140513006,10,140513
402658002,donuts,402658
402662000,yes,402662
402662003,10,402662
9448000,no,9448
9450000,orange,9450
9450001,stop,9450
533743003,yes,533743
402674001,white,402674
402674003,white,402674
533750001,sugar,533750
533750002,3,533750
533750004,chocolate,533750
533750005,brown,533750
271607001,fedora,271607
504020000,5,504020
504020002,color,504020
402685008,broccoli,402685
140542000,red,140542
140542001,cow,140542
140542002,cow,140542
140542003,cow,140542
271620003,home,271620
9483003,no,9483
9483007,2,9483
9483008,wood,9483
9483010,xbox,9483
140556001,beach,140556
140556002,no,140556
329261001,yes,329261
504024003,yes,504024
140565000,left,140565
140565003,no,140565
140565004,airport,140565
271643002,high,271643
402720000,no,402720
140583002,0,140583
533805002,0,533805
533805003,2,533805
533805009,1,533805
533805016,yes,533805
271666000,1,271666
271666004,1,271666
533811002,5,533811
402742001,down,402742
402742002,basket,402742
533816000,kia,533816
307423002,ground,307423
271680001,table,271680
9548002,friends,9548
402765000,computer,402765
402765001,no,402765
402774001,sneakers,402774
140634001,player,140634
140636002,pelican,140636
140636007,white,140636
533855000,dunkin donuts,533855
533855001,yes,533855
533855002,yes,533855
140640006,0,140640
140640008,black,140640
140640009,flowers,140640
402786004,floor,402786
67131002,hot dog,67131
140651001,no,140651
140651003,honda,140651
402798002,jet,402798
271728002,red,271728
402802000,lunch,402802
402802001,kitchen,402802
402802003,white,402802
9590001,4,9590
9590003,4,9590
9590007,4,9590
9590008,dinner,9590
9590009,yes,9590
9603010,trees,9603
402823002,right,402823
402823004,race,402823
533896000,25,533896
533896004,left,533896
351127000,kite,351127
351127002,yes,351127
533900001,wood,533900
140686001,no,140686
271759002,smile,271759
23448002,no,23448
140696002,window,140696
271772001,black,271772
220058000,nowhere,220058
220058002,left,220058
140702002,adult,140702
271780000,nothing,271780
271780002,street,271780
271780003,no 1,271780
402858001,teddy bear,402858
9647001,0,9647
9647002,people,9647
402869001,tree,402869
402869004,0,402869
402869005,no,402869
402869007,2,402869
533942000,fire hydrant,533942
533942002,water,533942
533942005,storage,533942
132683003,restaurant,132683
9668002,nothing,9668
533958000,12,533958
533958004,eggs,533958
140743000,black,140743
140743003,no,140743
140743005,brown,140743
140743006,kitchen,140743
140743010,no,140743
533962000,standing,533962
271820004,floor,271820
271820005,blue and white,271820
9679000,yes,9679
271825006,little,271825
271828000,4,271828
271828003,no,271828
132686000,8,132686
402903000,green,402903
402903002,no 1,402903
533976000,round,533976
533978003,4,533978
533978007,0,533978
533979005,lot,533979
9699000,yes,9699
271844002,yes,271844
402922001,unknown,402922
9707002,15,9707
271852000,red sox,271852
271852002,yes,271852
402926001,giraffe,402926
140783002,4,140783
402931002,24,402931
9721000,0,9721
9721002,white,9721
140797000,onion,140797
534019001,on plate,534019
271888002,8,271888
534035001,yes,534035
534035002,2,534035
534035003,no,534035
534036003,0,534036
534038000,nowhere,534038
534038008,rope,534038
534038009,yes,534038
534041000,yes,534041
534045000,no,534045
9759000,3,9759
9759001,yes,9759
9759002,lights,9759
271907000,orange,271907
140840002,sky,140840
9769003,snow,9769
140843000,3,140843
140843002,yes,140843
9772001,man,9772
271917000,6,271917
140860001,adidas,140860
140860002,chair,140860
271934001,3,271934
9791000,statue,9791
9791001,statue,9791
9791004,noon,9791
534081000,3,534081
534081002,movie,534081
534081004,2,534081
534081006,3,534081
403013002,no,403013
271943001,yes,271943
271943004,no,271943
271943006,no,271943
9800003,4,9800
9800010,nike,9800
9800019,white,9800
9800021,4,9800
9800024,1,9800
9801001,orange,9801
9807000,desk,9807
403038001,hot dog,403038
403038002,yes,403038
271970002,3,271970
271970003,3,271970
271970004,wood,271970
271970005,12:00,271970
329318001,wood,329318
329318010,skateboard,329318
534121000,nothing,534121
534121001,light,534121
329319000,no,329319
140908001,building,140908
403054000,no,403054
403054002,no,403054
534127003,0,534127
534127005,2,534127
534128000,0,534128
534128001,light,534128
534128002,shirt,534128
271986000,0,271986
271986003,mozzarella,271986
271986004,pizza,271986
403065014,nothing,403065
403065018,yes,403065
403065020,kite flying,403065
403065023,kite,403065
140929001,noon,140929
140929002,4,140929
140929003,yes,140929
329323002,bags,329323
285633002,yes,285633
272015003,4,272015
307480001,fall,307480
307480002,2,307480
534173001,phone,534173
534173003,scarf,534173
403104001,nothing,403104
403104002,no,403104
534178001,1,534178
403107001,windows,403107
403107002,50,403107
140974003,water,140974
272048001,yes,272048
272048003,green,272048
272049003,transport,272049
534194016,water,534194
534194027,yes,534194
140983002,yes,140983
9914000,no,9914
9914002,white,9914
140987000,no,140987
534213000,no,534213
9927000,no,9927
9927002,woman,9927
403145003,rack,403145
403145005,bathroom,403145
