QuestionID,CASCADE+COUNTER,ImageID
397303000,back,397303
397303001,no,397303
397303002,phone,397303
397303003,phone,397303
397303005,watch,397303
135161000,decoration,135161
135161001,white,135161
4092001,black,4092
397309003,yes,397309
397318001,food,397318
397318003,yes,397318
397318007,yes,397318
397318009,on wall,397318
397318010,yes,397318
397318011,yes,397318
397318012,stripes,397318
397318014,yes,397318
397318017,4,397318
397318019,modern,397318
397318023,eating,397318
397318026,yes,397318
397322000,no,397322
397322001,0,397322
397322006,brick,397322
397322008,no,397322
4108002,cow,4108
4108003,white,4108
284674001,flowers,284674
528399001,4,528399
528404000,metal,528404
528411001,yes,528411
4125006,rectangle,4125
459440002,black,459440
266278002,5,266278
397352001,bank of america,397352
397354002,yes,397354
219144003,blue,219144
4157000,clock,4157
4157001,noon,4157
4157003,bud light,4157
528458000,4,528458
528458001,no,528458
528458003,water,528458
528458006,black,528458
528462000,background,528462
528462003,on ground,528462
4175000,yes,4175
357916000,b,357916
357916001,blue,357916
357916003,left,357916
306415000,1,306415
306415001,red,306415
306415002,tv,306415
397403001,sparrow,397403
397403002,brown,397403
397403003,no,397403
397403006,no,397403
397404001,3,397404
397404002,yes,397404
397404003,white,397404
397404004,stainless steel,397404
281101000,white,281101
546832002,plastic,546832
135266000,beach,135266
135266002,at camera,135266
135266003,no,135266
135275001,stop,135275
135275003,black,135275
266348000,clock,266348
266348001,seagulls,266348
266348004,bird,266348
528496000,ham,528496
528496001,no,528496
528496002,white,528496
135281001,bus,135281
4211002,riding,4211
4212003,no,4212
397433001,living room,397433
397433002,taking picture,397433
266363000,on pole,266363
266363002,yellow,266363
4227000,white,4227
4227001,tennis ball,4227
528516001,carrots,528516
266376001,long,266376
266376002,hit ball,266376
266376003,no,266376
266379003,2,266379
266379004,unknown,266379
266379006,desk,266379
266379009,desk,266379
528524000,goat,528524
528524002,no,528524
528525002,0,528525
266385000,noon,266385
4243000,yes,4243
4243002,yes,4243
4246001,no,4246
135319002,clock,135319
284698002,phone,284698
4256001,yes,4256
4256002,3,4256
4256004,1,4256
4256005,orange juice,4256
4256007,white,4256
4256008,yes,4256
397475000,0,397475
397475001,no,397475
397475002,0,397475
397475003,0,397475
397475004,0,397475
397475005,no,397475
397475006,blue,397475
397475007,0,397475
397475008,1,397475
397475009,field,397475
266409000,no,266409
266409001,red,266409
266409002,red,266409
4266005,many,4266
397483003,lights,397483
4275000,black,4275
4275001,park,4275
135356001,nothing,135356
528575001,playing,528575
528575002,toy,528575
135361000,concrete,135361
397512001,no,397512
397512003,twin,397512
397512005,no,397512
397512010,day,397512
397512014,2,397512
397512015,yes,397512
397512017,2,397512
397512019,no,397512
397512022,white,397512
397512023,no,397512
397512025,0,397512
397512030,2,397512
397514000,london,397514
397514001,sidewalk,397514
397514002,bicycles,397514
397514003,yes,397514
266443001,0,266443
266443002,orange,266443
397522001,man,397522
397522006,yes,397522
528604002,brushing teeth,528604
528604004,woman,528604
528604005,yes,528604
528604012,black and white,528604
528604013,asian,528604
528604016,brushing,528604
528604020,girl,528604
219174000,polar,219174
219174004,4,219174
219174006,polar bear,219174
135399000,soup,135399
135410002,sign,135410
266487000,1,266487
266487001,1,266487
266487002,yes,266487
528643001,white,528643
266502000,united,266502
266502001,nowhere,266502
266502002,100,266502
4359000,walking,4359
4359001,20,4359
4359003,no,4359
66263002,road,66263
135436000,lettuce,135436
88109000,white,88109
397587001,black,397587
397587002,yes,397587
397587003,yes,397587
4375002,yes,4375
4386000,green,4386
135460000,2,135460
175494002,stuffed animal,175494
175494003,yes,175494
175494004,0,175494
175494007,white,175494
175494009,yes,175494
175494010,lab,175494
4392001,mutt,4392
4392002,red,4392
4392004,red,4392
4395001,white,4395
397613002,silver,397613
397617002,black,397617
397617003,not long,397617
135478003,no,135478
135478005,computer,135478
135478007,no,135478
135483000,right,135483
135483002,2,135483
397628000,0,397628
397628004,building,397628
397628005,3,397628
397628006,silver,397628
397628007,gray,397628
135486004,black,135486
135486008,yes,135486
528705001,bow,528705
528705002,no,528705
397636002,yes,397636
397636003,foot,397636
397639005,in field,397639
397639006,eating,397639
397640002,0,397640
135497000,white,135497
135497001,pizza,135497
528714002,singles,528714
528720001,street,528720
528720007,skateboard,528720
528720008,no,528720
528720009,yes,528720
88120004,yes,88120
88120005,skiing,88120
266579001,seagull,266579
266579002,boat,266579
4438000,standing,4438
4438003,no,4438
528729002,black,528729
528729003,yes,528729
397658000,phone,397658
397658001,tie,397658
397658002,friend,397658
528731000,glass,528731
528731001,4,528731
528731003,yellow,528731
528731005,ground,528731
328421009,nothing,328421
328421011,elephant,328421
397665003,unknown,397665
397665004,unknown,397665
397665006,yellow,397665
397665007,yellow,397665
528738002,2,528738
528738003,orange,528738
528738005,7,528738
528738006,strawberries,528738
528738010,plate,528738
135524003,yes,135524
266601001,0,266601
266601002,3,266601
358039000,paper,358039
358039001,paper,358039
358039002,paper,358039
546877001,yes,546877
546877003,white,546877
397681002,20,397681
266611003,0,266611
266611004,0,266611
397693000,2,397693
397693005,nothing,397693
266627002,backpack,266627
135561001,yes,135561
135561004,1,135561
135561005,1,135561
135561022,yes,135561
135561024,no,135561
135566000,yes,135566
4495000,blanket,4495
4495002,3,4495
4495005,brown,4495
4497001,0,4497
4497002,yes,4497
4498001,yes,4498
4498002,skateboarding,4498
4498008,no,4498
135572004,dog,135572
135572009,drain,135572
135572014,no 1,135572
397719001,moving,397719
135578000,apples,135578
135578003,3,135578
135578005,apples,135578
135578008,many,135578
135578010,6,135578
135578011,tomatoes,135578
135578012,4,135578
135578015,9,135578
135578017,yes,135578
135578018,2,135578
135579002,knife,135579
135579006,on plate,135579
4509001,nothing,4509
4509002,cotton,4509
528257002,safety,528257
528257004,sitting,528257
528257005,yes,528257
397729002,no,397729
397734002,tomatoes,397734
397734005,mcdonald's,397734
397734007,hot dog,397734
397734008,yes,397734
397734009,onions,397734
257657001,red,257657
257657003,yes,257657
257657006,box,257657
257657007,yes,257657
528811000,red,528811
528811001,south,528811
397742001,pizza,397742
397742003,no,397742
135613000,0,135613
135613005,male,135613
135620000,lighthouse,135620
4551000,0,4551
4551001,no,4551
397773002,shrimp,397773
197369000,spoon,197369
266712002,stop,266712
266712006,stop,266712
397786001,no,397786
397786003,yes,397786
397786008,water,397786
528862000,no,528862
528862001,10,528862
528862003,yes,528862
4576002,walking,4576
4576006,store,4576
528866002,carrots,528866
528866008,2,528866
331856003,yes,331856
331856005,0,331856
331856007,black,331856
331856008,red,331856
331856009,black,331856
331856010,ball,331856
331856012,flowers,331856
331856013,woman's,331856
331856014,brace,331856
331856015,playing tennis,331856
331856018,yes,331856
331856021,yes,331856
331856022,black,331856
331856025,blue,331856
331856027,0,331856
331856029,black,331856
528875001,yes,528875
4592001,american,4592
4592002,mercedes benz,4592
397809001,person,397809
397809002,tie,397809
135670001,bicycle,135670
135670002,blue,135670
135673001,clouds,135673
135673002,yes,135673
135673014,yes,135673
135673018,0,135673
135680001,blue,135680
135681002,1,135681
135681004,1,135681
135681006,yes,135681
528905000,bridge,528905
528905016,young,528905
528905018,yes,528905
4620000,blue and white,4620
4620001,3,4620
4620002,0,4620
266768001,no,266768
266768002,roof,266768
266768003,drinks,266768
397842000,dog,397842
397842002,lab,397842
135708001,1,135708
135708002,blue,135708
397857000,glasses,397857
397863005,2,397863
397863006,2,397863
528936001,in air,528936
528936002,3,528936
284764000,white,284764
284764001,white,284764
284764004,yes,284764
284764005,yes,284764
131847001,metal,131847
175539003,parking meter,175539
528951000,driving,528951
528951001,cars,528951
4665000,light,4665
528962001,california,528962
528962002,numbers,528962
528962003,green,528962
135748000,orange,135748
528966001,home,528966
528966002,3,528966
153697000,time,153697
153697001,3,153697
153697002,gold,153697
266831000,yes,266831
266831004,yellow,266831
4688001,plane,4688
528977001,8,528977
528977002,right,528977
528977003,right,528977
135763000,2,135763
135763001,fires,135763
528980000,bicycle,528980
528980002,color,528980
528984001,yes,528984
22628000,15,22628
22628002,15,22628
22628006,white,22628
4700001,player,4700
4700002,white,4700
4700003,2,4700
4700004,4,4700
4700005,white,4700
4700006,2,4700
266847000,red,266847
266847003,wilson,266847
66320002,selfie,66320
266853000,2,266853
266853001,elephant,266853
529004000,field,529004
529004001,yes,529004
266866000,drive,266866
266866001,umbrella,266866
266866002,white,266866
266866004,no,266866
4731000,no,4731
4731002,blue,4731
529020001,snow,529020
529020006,green,529020
4736002,11,4736
397958001,away,397958
372161000,4,372161
372161007,yes,372161
266889000,2,266889
266889001,blue,266889
266892003,stands,266892
4749001,blue,4749
4749002,banana,4749
4754001,2,4754
4760001,red,4760
4764002,0,4764
4764005,no,4764
4764006,yes,4764
4764008,no,4764
4765000,waves,4765
4765001,blue,4765
546928001,yes,546928
4772000,woman,4772
4772001,sun,4772
4772003,bed,4772
135846000,casual,135846
266920000,3,266920
529065002,ramp,529065
529065003,concrete,529065
529065004,blue,529065
397994001,straight,397994
8888001,bird,8888
8888002,united,8888
529069003,no,529069
529069004,brown,529069
266932000,soup,266932
266932001,breakfast,266932
398005001,6,398005
398007000,bus,398007
4795001,on desk,4795
4795002,sleeping,4795
153717000,man,153717
153717002,green,153717
153717003,frisbee,153717
135872003,phone,135872
546934004,table,546934
546934006,red,546934
546934007,plant,546934
546934011,36,546934
546934012,red,546934
35076004,rain,35076
35076006,rain,35076
266951001,mustard,266951
266951002,paper,266951
529096002,brown,529096
398028000,red,398028
398028001,13,398028
398028004,9,398028
398031001,30,398031
392967000,yes,392967
392967001,dodgers,392967
529105002,no,529105
529105004,clydesdale,529105
135890001,yes,135890
135890004,noon,135890
306638000,don't know,306638
306638002,soup,306638
135900000,dinner,135900
135900001,no,135900
135900002,dinner,135900
135902001,yellow,135902
266977001,10 feet,266977
529122001,0,529122
266981001,church,266981
266981003,black,266981
219260001,black,219260
219260004,red,219260
135914001,0,135914
135914002,dell,135914
266991005,5,266991
398066002,houses,398066
529148000,yes,529148
529148002,no,529148
529148003,no,529148
131882000,yes,131882
529151003,wooden,529151
529159002,no,529159
197420000,no,197420
197420002,cumulus,197420
529166000,no,529166
529166001,white,529166
44504001,many,44504
44504002,no,44504
267035000,yes,267035
267035002,white,267035
267035003,ham,267035
350341000,no,350341
350341003,bowl,350341
350341004,yes,350341
529187000,friends,529187
135972000,toilet paper,135972
135972002,toilet,135972
398119002,2,398119
398119003,red,398119
135976000,0,135976
219271001,no,219271
219271003,trees,219271
4916000,3,4916
4916001,3,4916
4916004,male,4916
398138000,white,398138
398138009,no,398138
398138011,bird,398138
529215002,1,529215
398148000,nothing,398148
398148001,50,398148
4936000,carrots,4936
4936001,silver,4936
4936002,carrot,4936
398158001,watching tv,398158
398158002,small,398158
328504000,5,328504
529234003,phone,529234
136021000,frosting,136021
136021003,1,136021
136021004,chocolate,136021
241124001,walking,241124
529256000,white,529256
529256001,white,529256
267115001,yes,267115
398188001,yes,398188
398188003,graffiti,398188
4975000,wedding,4975
44520004,palm,44520
529266006,trees,529266
267123001,10,267123
4980002,suitcase,4980
529270002,no,529270
529270003,happy,529270
267127001,yes,267127
4988001,2,4988
267135000,above sink,267135
267135001,counter,267135
398209005,no,398209
5001000,umpire,5001
5001001,3,5001
5001002,baseball,5001
5001003,hats,5001
398220000,yes,398220
398220002,red,398220
398222000,12,398222
568814002,yes,568814
568814003,smiling,568814
568814004,glass,568814
398236000,no,398236
398237000,0,398237
267169002,blue,267169
267169003,cold,267169
529314001,playing soccer,529314
529314002,0,529314
398246002,stop,398246
398246003,bus,398246
398246007,sun,398246
398246008,sunny,398246
398246009,red,398246
267175000,fan,267175
5032003,left,5032
5032004,red,5032
5037000,can't tell,5037
5037003,9,5037
5037005,can't tell,5037
5037007,bus,5037
5037008,red,5037
5037009,yes,5037
267184000,stop,267184
267184006,food,267184
267184008,street,267184
267184009,cross,267184
267184010,3,267184
267184011,bottom,267184
267184012,no,267184
136117000,suitcase,136117
136117001,1,136117
529344001,field,529344
529344002,cold,529344
546976003,happy,546976
546976004,riding motorcycle,546976
5060000,painting,5060
5060002,tile,5060
5064002,batter,5064
5064012,baseball field,5064
5064015,sunny,5064
529355001,man,529355
529355004,4,529355
136140000,woman,136140
136143000,white,136143
136143005,yes,136143
136143007,frisbee,136143
5076000,2,5076
5076004,yes,5076
5076009,bench,5076
267224000,2010,267224
267224001,0,267224
267231001,yes,267231
398304002,no,398304
372220003,no,372220
136170001,stone,136170
136170003,grass,136170
136170004,yes,136170
136170005,many,136170
136173000,no,136173
503293001,13,503293
503293002,yes,503293
267251000,white,267251
267251003,serving,267251
529404001,white,529404
5123001,4,5123
5123002,left,5123
5123004,business,5123
5123005,1,5123
5124002,no,5124
175619002,yes,175619
175619005,bottle,175619
175619006,green,175619
175619007,no,175619
136212000,nothing,136212
398362001,no,398362
475904002,boat,475904
5154000,white,5154
267300004,rug,267300
398377000,3,398377
398377002,1,398377
52546001,brown,52546
529455002,yellow,529455
529457000,red,529457
529457002,0,529457
529457004,door,529457
529457005,shade,529457
267314000,dress,267314
267314001,cat,267314
267315000,yes,267315
267315002,phone,267315
136250005,black,136250
136250009,brown,136250
136250012,red,136250
136250013,wii,136250
54301001,blue,54301
398076000,man,398076
398076001,reading,398076
398076002,reading,398076
5184002,nothing,5184
170389002,baseball,170389
5193000,white,5193
5193001,phone,5193
5193002,no,5193
5193003,yes,5193
5193004,1,5193
5193005,men,5193
5193010,yes,5193
5193011,yes,5193
5193013,surfboard,5193
5193014,plastic,5193
5193016,4,5193
5193017,sitting,5193
5193021,outside,5193
5193024,taking picture,5193
5193025,no,5193
5193027,white,5193
571925003,down,571925
571925006,no,571925
136270000,1,136270
136270002,yes,136270
136270003,1,136270
5205001,people,5205
529494003,bird,529494
529494004,yes,529494
529494005,left,529494
398423001,white,398423
398423002,yes,398423
398423005,red,398423
5213001,0,5213
5213003,pine,5213
267363000,white,267363
267363001,1,267363
131942000,yes,131942
131942001,no,131942
131942002,nothing,131942
398438002,child,398438
398440000,3,398440
398440002,blue,398440
5225000,woman,5225
5225001,girl,5225
529515001,yes,529515
529515002,white,529515
529515005,blue,529515
398454000,white,398454
398454003,red,398454
398454004,white,398454
398454006,english,398454
398454007,english,398454
529528000,nothing,529528
440991003,orange,440991
440991005,left,440991
440991008,10,440991
440991011,carrots,440991
5245001,blue,5245
5247000,many,5247
5247002,no,5247
241174003,black,241174
529549002,4,529549
398489005,black,398489
153797002,yes,153797
529568000,kitchen,529568
136355000,roses,136355
136355002,home,136355
398505000,water,398505
398505002,7,398505
398505006,1,398505
267434002,yes,267434
267434004,7,267434
267434005,6,267434
267434006,yes,267434
267434007,brown,267434
398507001,6,398507
398507004,wood,398507
398507005,dirt,398507
529590004,yes,529590
398519000,wood,398519
529592000,white,529592
529592002,white,529592
568863000,main,568863
568863001,1 way,568863
568863003,street,568863
568863005,1 way,568863
568863006,grass,568863
568863007,20,568863
398525000,no,398525
398525001,stop,398525
398525004,no,398525
388619000,2,388619
388619002,2,388619
388619004,yes,388619
388619005,2,388619
5314005,yes,5314
398534002,happy,398534
398534003,girl,398534
398534006,red,398534
398534011,white,398534
398534013,up,398534
398534014,in air,398534
398537000,bird,398537
398537003,neither,398537
398537006,woman,398537
398537009,hello kitty,398537
5325000,chair,5325
5325001,yes,5325
5325002,sitting,5325
136400001,yes,136400
136400002,dry,136400
136400003,stop,136400
398548000,outside,398548
398548001,yellow,398548
503332001,white,503332
503332002,black,503332
503332003,calm,503332
136411001,unknown,136411
136411002,nothing,136411
136411003,9,136411
187852000,black,187852
480275001,green,480275
480275003,5,480275
480275005,yellow,480275
480275006,black,480275
480275007,bananas,480275
350416006,yes,350416
398563002,good,398563
529636003,1,529636
529636004,12,529636
398567003,no,398567
398567004,0,398567
398567006,electronics,398567
398567008,yes,398567
398567009,man,398567
398567011,desk,398567
398567013,0,398567
5352000,white,5352
5352001,soda,5352
5352002,2,5352
5352007,white,5352
5352009,coca cola,5352
5352012,white,5352
5352020,soda,5352
5352021,white,5352
5352023,white,5352
5352024,white,5352
5352026,soda,5352
529649000,0,529649
529649004,mouse,529649
398580006,away,398580
136440001,american,136440
267515002,2,267515
571931001,street,571931
571931002,0,571931
267521000,united,267521
267521001,delta,267521
267521004,airport,267521
267521005,no,267521
267521006,united,267521
267521008,yes,267521
267521011,no,267521
267521012,united,267521
267521013,delta,267521
267521016,canada,267521
267521018,delta,267521
267521019,united,267521
267521021,canada,267521
267521023,old,267521
267521026,no,267521
267521027,air force,267521
529668001,yes,529668
5385000,black and white,5385
5385001,25,5385
5385006,25,5385
5385008,2,5385
5385009,9,5385
136458000,white,136458
136458002,no,136458
136458003,yes,136458
136458006,laptop,136458
136458008,iphone,136458
136458014,yes,136458
5388001,toyota,5388
398606002,woman,398606
398606003,mirror,398606
136464005,yes,136464
136464006,6,136464
136464007,no,136464
267537000,unknown,267537
136466002,no,136466
529691001,yes,529691
529691002,water,529691
529698002,no,529698
529698003,2,529698
5412002,nothing,5412
398637011,business,398637
314426000,2,314426
314426001,12:00,314426
398652001,flowers,398652
5437000,red,5437
5437002,decoration,5437
398661003,white,398661
131980000,0,131980
131980001,trees,131980
131980002,wooden,131980
136533004,mouse,136533
398682000,6,398682
529762003,texting,529762
5476000,left,5476
5476001,10,5476
5477002,5,5477
136552000,0,136552
267625000,no,267625
267625002,bow,267625
267625004,no,267625
136555000,tie,136555
136555002,boy,136555
267628002,4,267628
5486002,rectangle,5486
5486003,fan,5486
568893002,bedroom,568893
529777003,red,529777
267643000,summer,267643
267643001,luggage,267643
136572002,black,136572
5502001,yes,5502
5503007,down,5503
398727001,fish,398727
136584000,yes,136584
136584002,wire,136584
136584003,yes,136584
5513000,shirt,5513
5513004,no,5513
529806009,kite,529806
529806013,red,529806
267664000,night,267664
136595000,gray,136595
136596004,0,136596
529813001,bird,529813
529813002,green,529813
267670005,yes,267670
267670007,yes,267670
267670009,sink,267670
136600003,yes,136600
136600005,laptop,136600
136600007,6,136600
5529000,red,5529
5529001,nothing,5529
398746000,trees,398746
398748001,rocks,398748
398748003,water,398748
398748009,water,398748
5535002,bus,5535
5535003,main,5535
5535004,red,5535
398753001,horizontal,398753
398753003,baseball,398753
398753005,sunset,398753
398753006,yes,398753
267683001,light,267683
267684002,black,267684
398758001,white,398758
398758003,brown,398758
398758005,refrigerator,398758
398758006,up,398758
267690001,2,267690
267690002,2010,267690
267694005,brown,267694
267694006,red,267694
267694007,it's not,267694
267694011,wine,267694
267694013,4,267694
267694018,3,267694
267694026,pepperoni,267694
136624001,yes,136624
136624004,paper,136624
136624007,yes,136624
136624009,ketchup,136624
529850002,suitcase,529850
267709000,blue,267709
267709003,footprints,267709
267710000,yes,267710
267710001,seagull,267710
267710004,fish,267710
136642000,yes,136642
136642002,no,136642
136642003,no,136642
136642004,8,136642
136642008,boundaries,136642
136642011,yes,136642
136644000,white,136644
136644001,english,136644
136644002,people,136644
398792001,yes,398792
5577008,0,5577
267725001,no,267725
267725003,bed,267725
398798000,tennis ball,398798
398798003,blue,398798
5586002,green,5586
398803001,yellow,398803
398810003,window,398810
5595001,9,5595
5595003,unknown,5595
5595004,2,5595
5599000,yes,5599
5599002,yes,5599
5599003,white,5599
5599005,kites,5599
5599009,blue,5599
5599010,green,5599
5600002,carrot,5600
5600003,ceramic,5600
5601003,rocks,5601
5601007,water,5601
398818000,yes,398818
398818001,5,398818
398818003,table,398818
136680000,high,136680
136680002,yes,136680
136680004,black,136680
136681000,tie,136681
136681002,green,136681
5617001,2,5617
5617003,playing,5617
529907002,concrete,529907
529917003,red,529917
5635001,0,5635
5635002,stop,5635
136715001,motorcycle,136715
5644003,skateboard,5644
5644004,yes,5644
136718001,yes,136718
136718002,typing,136718
136722000,5,136722
136722001,3,136722
136722003,yes,136722
136722006,yes,136722
136722007,2,136722
136722013,0,136722
136722014,model,136722
136722016,red,136722
136722017,yes,136722
136722021,cloudy,136722
327527001,stripes,327527
5652000,8,5652
5652002,4,5652
529944000,jacket,529944
529944002,blonde,529944
267802001,5,267802
576305001,brown,576305
136734001,yes,136734
398882000,trees,398882
398884002,truck,398884
5670001,night,5670
5670003,nowhere,5670
5673002,light,5673
529966001,wall,529966
529966003,15,529966
529966005,glass,529966
529968001,yes,529968
547081000,left,547081
398905000,car,398905
398905001,guitar,398905
5690000,red,5690
5690001,yes,5690
5690002,trees,5690
5690003,no,5690
5690008,blue and yellow,5690
5690009,2,5690
5690013,8,5690
267837001,snow,267837
5694000,brown,5694
5694001,leaves,5694
136768002,batter,136768
136770000,yes,136770
136770001,nothing,136770
136770002,blue,136770
136772000,orange,136772
136772001,no,136772
5706000,no,5706
5706002,white,5706
136780001,flowers,136780
5713000,computer,5713
5713002,windows,5713
267861000,2,267861
267861001,motorcycle,267861
267861002,yes,267861
267862001,yes,267862
136793000,down,136793
136793001,yes,136793
136793002,water,136793
530013001,,530013
5728000,red,5728
267875001,no,267875
398948000,chicken,398948
398948001,ham,398948
136807002,black,136807
530033000,no,530033
136820002,yes,136820
5754002,12,5754
5754003,plate,5754
5754004,12,5754
5754007,12,5754
5754013,sugar,5754
5754015,12,5754
5754017,12,5754
5754018,6,5754
5754020,6,5754
5754028,12,5754
5754030,12,5754
5754032,12,5754
5758000,gold,5758
5758002,noon,5758
5758003,noon,5758
267903004,toilet,267903
267903006,no,267903
267903007,yes,267903
530052000,yes,530052
530052002,10,530052
267910006,2,267910
267910009,1,267910
267910010,table,267910
454102004,blue,454102
136841000,no,136841
136841001,phone,136841
530061001,back,530061
136846000,no,136846
136846001,unknown,136846
398992000,reading,398992
398992001,bear,398992
441009002,7,441009
267932000,white,267932
267933001,running,267933
267933003,20,267933
350491000,cow,350491
267940000,sailboat,267940
267942001,metal,267942
267942002,protection,267942
5802000,yes,5802
5804001,sitting,5804
5804002,yes,5804
528142002,20,528142
528142003,both,528142
267951001,no,267951
267951002,ground,267951
530099001,black and white,530099
530099002,car,530099
5816002,yes,5816
503412000,fireplace,503412
503412001,yes,503412
503412004,carpet,503412
503412005,yes,503412
503412006,floor,503412
5820000,yes,5820
5820002,no,5820
399049000,right,399049
399049001,red,399049
136908001,standing,136908
136911000,coffee,136911
136911002,9,136911
136911003,apple,136911
136911005,0,136911
399058000,0,399058
399058001,yellow,399058
399058003,2,399058
136915000,man,136915
267998000,0,267998
267998001,unknown,267998
267998002,nothing,267998
268000001,nothing,268000
136929000,7,136929
136929001,1,136929
136929002,1,136929
136929005,2,136929
126766000,background,126766
126766003,gray,126766
126766005,trees,126766
5860000,coke,5860
5860001,drink,5860
5860002,nothing,5860
5860004,yes,5860
568956000,umbrella,568956
568956006,no,568956
136938000,2,136938
136938002,yes,136938
136941000,yes,136941
530162000,store,530162
530162002,unknown,530162
5879001,no,5879
328661004,yes,328661
268049002,directions,268049
268058000,yellow,268058
268058003,white,268058
268058004,bird,268058
268058005,blue,268058
268058006,ball,268058
268059001,8,268059
268059002,white,268059
136988000,wood,136988
136988003,texting,136988
136988004,yes,136988
987000,no,987
987001,nothing,987
530212001,no,530212
530212002,3,530212
530212003,3,530212
328668000,yes,328668
328668003,summer,328668
137004000,lemon,137004
5934000,black,5934
399164001,3,399164
399164002,black,399164
137028000,backpack,137028
137028001,black,137028
137028003,home,137028
137031001,0,137031
137031002,red,137031
137031006,jet,137031
399177002,clock,399177
399178000,no,399178
530259001,no,530259
530261000,no,530261
530265000,white,530265
530265002,no,530265
530266002,butt,530266
297698001,race,297698
137057000,black,137057
399205000,on man,399205
530278000,3,530278
530278001,white,530278
530278002,modern,530278
289842000,kia,289842
289842001,kia,289842
289842003,green,289842
399212003,blue,399212
399212007,cloth,399212
6005001,no,6005
6012000,3,6012
6012002,5,6012
137085001,16,137085
137085002,flowers,137085
437910002,down,437910
205333000,cloudy,205333
205333004,ski lift,205333
205333005,many,205333
530317001,palm,530317
530317002,0,530317
530317005,blue,530317
530317006,blue,530317
530317011,boat,530317
6033001,sheep,6033
137106000,white,137106
137106001,male,137106
137106002,1,137106
137108000,0,137108
6040001,3,6040
6040002,yellow,6040
6040006,yes,6040
6040008,yellow,6040
137118000,3,137118
137118002,0,137118
137120001,morning,137120
137120002,snow,137120
137120003,red,137120
530337003,0,530337
530337004,kia,530337
530337008,recently,530337
399269003,refrigerator,399269
399274001,sitting,399274
399274002,usa,399274
399274003,2,399274
268215000,carrot,268215
268215004,lettuce,268215
268215005,carrots,268215
268215006,beef,268215
268215012,peas,268215
268215014,carrots,268215
268215015,celery,268215
268215017,lettuce,268215
268215018,carrot,268215
268215020,carrot,268215
268215021,carrot,268215
268215023,lettuce,268215
268215024,carrots,268215
268215028,white,268215
268215029,lettuce,268215
6074000,no,6074
6074001,red,6074
6074004,red,6074
6074005,flowers,6074
6074007,ford,6074
6074009,nothing,6074
6074010,mcdonald's,6074
6074011,gray,6074
6074012,red,6074
530367003,no,530367
399296001,0,399296
399296002,yes,399296
399297000,0,399297
399297003,cat,399297
399297005,10,399297
399297010,air,399297
137156000,busy,137156
137156001,usa,137156
137156002,white,137156
268229000,sandals,268229
268233001,in bowl,268233
6091001,pole,6091
530383000,glasses,530383
530383001,solid,530383
530383002,glasses,530383
530384000,no,530384
530384002,yes,530384
268247001,rose,268247
268254003,white,268254
268254004,nothing,268254
268254006,ge,268254
268254008,3,268254
530407000,yes,530407
399349001,man,399349
175785002,table,175785
175785007,white,175785
175785012,dining room,175785
175785015,headband,175785
175785017,yes,175785
175785030,yes,175785
175785037,0,175785
175785041,boots,175785
137211001,yes,137211
137211002,no,137211
137221002,no,137221
137221003,black,137221
530439001,yellow,530439
530439004,laptop,530439
530439005,black,530439
530439007,painting,530439
399369001,outside,399369
399369003,grass,399369
137227000,unknown,137227
137227001,store,137227
399377001,2,399377
399377002,hot dog,399377
241326000,striped,241326
399384001,lamp,399384
399384002,white,399384
530457000,table,530457
530457002,flowers,530457
530461001,noon,530461
137246002,outside,137246
530466000,0,530466
530466002,man,530466
6180002,4,6180
6180005,3,6180
530470000,white,530470
530470001,no,530470
530470004,sunny,530470
399400000,in air,399400
399400001,afternoon,399400
399400002,0,399400
481628002,ducks,481628
137260004,no,137260
137260009,black,137260
6189000,no,6189
399415000,hair,399415
399415001,sneakers,399415
399415002,outside,399415
399416000,not sure,399416
399416001,no,399416
399416005,clear,399416
525322004,4,525322
525322006,4,525322
525322009,jets,525322
525322011,white,525322
525322012,3,525322
6211000,metal,6211
6211004,2,6211
268356001,7,268356
268356002,noon,268356
6213004,yes,6213
6213005,mirror,6213
6213008,mirror,6213
6213009,wood,6213
6213010,tan,6213
268363004,shirt,268363
268363005,yes,268363
6220000,white,6220
6220001,spoon,6220
6220002,13,6220
530509001,yes,530509
137294000,3,137294
137297001,bud light,137297
6226001,2,6226
268371002,8,268371
268371009,yes,268371
268371014,red,268371
268371016,8,268371
268375000,grass,268375
268375001,2,268375
268375002,left,268375
530520003,blue,530520
530520006,motorcycle,530520
530520007,green,530520
530520008,motorcycle,530520
268378002,no,268378
399452000,both,399452
137315000,blue,137315
137315001,5,137315
399462001,field,399462
137321002,no,137321
268394002,yes,268394
268394003,no,268394
268396000,5,268396
268396001,0,268396
268396003,water,268396
268396004,3,268396
268400000,yes,268400
268400001,white,268400
137330002,boy,137330
268412003,yes,268412
268412007,roof,268412
268413000,0,268413
268413001,pizza,268413
268413002,dinner,268413
268413003,pizza,268413
268413004,2,268413
268413005,on table,268413
17667000,white,17667
17667002,no,17667
530571000,white,530571
268433002,tower,268433
268433003,morning,268433
268433004,night,268433
268433005,4,268433
268433008,yes,268433
268433009,night,268433
137362000,no,137362
137362003,6,137362
137362004,orange,137362
137362005,yellow,137362
137362006,yellow,137362
530583001,vase,530583
530583002,blue,530583
137369001,basket,137369
137369003,red,137369
399516000,round,399516
399516003,sugar,399516
328730000,left,328730
328730004,yes,328730
328730006,8,328730
530590001,yes,530590
