QuestionID,CASCADE+BERT,ImageID
397117004,street,397117
397117005,nothing,397117
397117008,people,397117
397121000,sparrow,397121
397121001,grass,397121
397121002,black and white,397121
284641005,red,284641
284641006,terrier,284641
528201000,woman,528201
397135000,10,397135
197262003,cheese,197262
197262004,cheese,197262
266070005,no,266070
266070006,1,266070
266070007,afternoon,266070
175417002,4,175417
197263000,floral,197263
197263002,black,197263
3932001,blue,3932
3934003,floor,3934
3934004,christmas,3934
397151001,up,397151
528225004,wool,528225
528225006,2,528225
528225022,fall,528225
3939002,2,3939
528232002,1,528232
3947002,clouds,3947
3947006,overcast,3947
3947009,cloudy,3947
3947013,trees,3947
397166000,white,397166
397166002,0,397166
397166006,no,397166
135023000,nothing,135023
135023002,car,135023
266099001,delta,266099
266099002,united,266099
266099004,delta,266099
266099005,white,266099
266099006,delta,266099
266099007,,266099
266099008,united,266099
266099009,0,266099
135029002,brown,135029
135029003,yes,135029
135029005,coffee,135029
135029006,glasses,135029
135029009,beer,135029
528251001,pink,528251
3964000,sunglasses,3964
3964002,0,3964
135037000,deer,135037
135037006,nothing,135037
135042000,2,135042
135042001,nothing,135042
266115000,main,266115
266115001,stop,266115
528261001,yes,528261
528261002,yes,528261
528261005,no,528261
528261006,walking,528261
266124000,blue,266124
266124001,blue,266124
135057000,plane,135057
528276000,blue,528276
528276001,jacket,528276
528276003,tree,528276
397211002,black,397211
262810002,yes,262810
135071003,vent,135071
135071005,granite,135071
135071006,silver,135071
135076000,black,135076
135076002,10,135076
372038002,drinking,372038
266151000,pink,266151
266151002,afternoon,266151
266151004,not long,266151
4011000,bear,4011
4011001,0,4011
4011003,no,4011
266160001,blue,266160
4021000,27,4021
4021003,red sox,4021
416184000,white,416184
416184002,no,416184
528318000,closed,528318
528318002,solid,528318
528318004,white,528318
528318009,pictures,528318
266176000,white,266176
266176001,2,266176
266176002,0,266176
328352000,2,328352
240972000,yellow,240972
240972002,yes,240972
240972004,bed,240972
528331002,night,528331
135116000,hat,135116
135116001,terrier,135116
135116002,dog,135116
135116003,no,135116
135116004,brown,135116
135116007,fence,135116
135116008,hat,135116
135117001,unknown,135117
568653001,5,568653
397278000,yes,397278
397278001,nothing,397278
397278002,nothing,397278
135139003,bananas,135139
4069001,3,4069
397287000,left,397287
397287001,metal,397287
397287002,street,397287
397287003,forest,397287
397291000,nothing,397291
528364001,concrete,528364
528364002,no,528364
4079002,3,4079
4079003,pink,4079
4079004,clear,4079
4079005,yes,4079
4079006,pink,4079
135155000,black,135155
135155001,red,135155
135155004,many,135155
397303000,background,397303
397303001,no,397303
397303002,computer,397303
397303003,phone,397303
397303005,watch,397303
135161000,light,135161
135161001,white,135161
4092001,black,4092
397309003,yes,397309
397318001,hot dog,397318
397318003,yes,397318
397318007,yes,397318
397318009,shirt,397318
397318010,yes,397318
397318012,stripes,397318
397318014,yes,397318
397318017,3,397318
397318019,unknown,397318
397318022,sandwich,397318
397318023,eating,397318
397318026,yes,397318
397322000,no,397322
397322001,0,397322
397322004,yes,397322
397322006,brick,397322
397322008,no,397322
4108002,0,4108
4108003,white,4108
284674001,person,284674
528399001,4,528399
528404000,metal,528404
528411001,yes,528411
4125006,rectangle,4125
459440001,yes,459440
459440002,black,459440
266278002,6,266278
397352001,12,397352
397354002,yes,397354
219144003,red,219144
4157000,clock,4157
4157001,noon,4157
4157002,birds,4157
528458001,no,528458
528458006,black,528458
528462000,background,528462
528462003,ground,528462
4175000,1,4175
357916000,,357916
357916001,blue,357916
357916003,left,357916
306415000,1,306415
306415001,red,306415
306415002,tv,306415
397403001,owl,397403
397403002,brown,397403
397403003,no,397403
397403006,no,397403
397404001,3,397404
397404002,yes,397404
397404003,white,397404
397404004,stainless steel,397404
281101000,white,281101
546832002,glass,546832
135266002,at camera,135266
135275001,crosswalk,135275
135275003,black,135275
266348000,bird,266348
266348001,seagulls,266348
266348004,clock,266348
528496000,ham,528496
528496001,no,528496
528496002,white,528496
135281001,bus,135281
4211002,riding,4211
4212003,no,4212
397433001,home,397433
266363000,on pole,266363
266363002,yellow,266363
266370000,cheese,266370
266370003,cheese,266370
4227000,blue,4227
4227001,tennis ball,4227
528516001,carrots,528516
266376001,long,266376
266376002,hit ball,266376
266376003,no,266376
266379003,2,266379
266379004,apple,266379
266379006,desk,266379
266379007,yes,266379
266379009,desk,266379
528524002,no,528524
528525002,yes,528525
266385000,noon,266385
4243002,yes,4243
4246001,no,4246
135319002,clock,135319
284698002,phone,284698
4256001,yes,4256
4256002,3,4256
4256005,orange juice,4256
4256007,white,4256
397475000,0,397475
397475001,no,397475
397475002,0,397475
397475003,0,397475
397475004,0,397475
397475005,no,397475
397475006,blue,397475
397475007,0,397475
266409000,no,266409
266409001,red,266409
266409002,red,266409
4266002,no,4266
4266005,many,4266
397483003,flags,397483
4275000,black,4275
4275001,park,4275
4283000,2,4283
135356001,nothing,135356
135356002,yes,135356
528575001,playing,528575
528575002,toy,528575
135361000,concrete,135361
397512001,no,397512
397512005,no,397512
397512008,no,397512
397512014,2,397512
397512017,2,397512
397512022,white,397512
397512023,no,397512
397512025,0,397512
397512027,yes,397512
397512029,no,397512
397512030,2,397512
397514000,new york,397514
397514001,sidewalk,397514
397514002,windows,397514
266443001,0,266443
481314001,3,481314
528604002,brushing teeth,528604
528604004,woman,528604
528604005,yes,528604
528604012,black and white,528604
528604013,asian,528604
528604016,brushing,528604
528604020,woman,528604
219174000,polar,219174
219174006,polar,219174
135399000,chicken,135399
135410000,car,135410
135410002,parking meter,135410
266487000,6,266487
266487002,yes,266487
528643000,food,528643
528643001,white,528643
266502000,0,266502
266502001,nowhere,266502
266502002,100,266502
4359000,walking,4359
4359001,20,4359
4359003,no,4359
66263002,road,66263
135436000,lettuce,135436
88109000,white,88109
88109002,no,88109
397587001,black,397587
397587005,suit,397587
4375002,yes,4375
4375004,100,4375
4386000,white,4386
135460000,2,135460
175494000,yes,175494
175494002,nothing,175494
175494003,yes,175494
175494004,cars,175494
175494007,white,175494
175494009,yes,175494
175494010,lab,175494
4392001,terrier,4392
4392002,red,4392
4392004,red,4392
4395001,white,4395
397617002,black,397617
397617003,not long,397617
135478003,no,135478
135478004,1,135478
135478005,computer,135478
135478007,no,135478
135483000,right,135483
135483002,2,135483
397628000,0,397628
397628004,car,397628
397628005,1,397628
397628006,silver,397628
135486004,blue,135486
528705001,bow,528705
266562000,right,266562
266562001,4,266562
397636002,yes,397636
397639005,field,397639
397639006,eating,397639
397640002,0,397640
135497001,pizza,135497
528714002,singles,528714
528720001,street,528720
528720002,sun,528720
528720008,backpack,528720
528720009,yes,528720
88120001,ski slope,88120
88120004,yes,88120
88120005,skiing,88120
266579001,seagull,266579
266579002,0,266579
4438000,standing,4438
4438003,no,4438
528729002,black,528729
397658000,phone,397658
397658001,necklace,397658
397658002,friend,397658
528731000,glass,528731
528731001,3,528731
328421002,cows,328421
328421005,2,328421
328421009,grass,328421
328421011,elephant,328421
397665003,restaurant,397665
397665004,open,397665
397665006,yellow,397665
397665007,yellow,397665
528738000,no,528738
528738001,oranges,528738
528738002,2,528738
528738003,orange,528738
528738006,tomato,528738
528738007,oranges,528738
135524003,yes,135524
266601000,3,266601
358039002,paper,358039
546877001,yes,546877
546877002,5,546877
546877003,white,546877
397681002,10,397681
397681003,color,397681
266611003,nothing,266611
266611004,0,266611
397693000,bananas,397693
397693002,yes,397693
397693004,no,397693
397693005,nothing,397693
266627001,right,266627
266627002,suitcase,266627
135561001,yes,135561
135561004,1,135561
135561005,1,135561
135561022,yes,135561
135561024,no,135561
4495000,light,4495
4495002,6,4495
4497000,yes,4497
4497001,can't tell,4497
4497004,left,4497
4498001,yes,4498
4498002,skateboarding,4498
4498008,no,4498
135572008,woman,135572
135572010,bathroom,135572
397719001,moving,397719
135578000,fruit,135578
135578003,0,135578
135578005,apples,135578
135578008,20,135578
135578009,2,135578
135578010,20,135578
135578011,0,135578
135578012,4,135578
135578015,20,135578
135578018,5,135578
135579002,knife,135579
135579006,on plate,135579
4509001,nothing,4509
4509002,cotton,4509
528257002,safety,528257
528257003,dirt,528257
528257005,yes,528257
397729002,no,397729
397734002,tomatoes,397734
397734004,3,397734
397734005,unknown,397734
397734007,hot dog,397734
397734008,yes,397734
397734009,onions,397734
257657001,red,257657
257657003,yes,257657
257657006,flowers,257657
257657007,yes,257657
257657009,hat,257657
528811000,red,528811
397742001,pizza,397742
397742003,no,397742
135613000,0,135613
135613005,male,135613
135620000,lighthouse,135620
4551000,0,4551
397773002,shrimp,397773
197369000,spoon,197369
266712002,stop,266712
266712006,stop,266712
397786003,yes,397786
397786006,3,397786
528862000,giraffe,528862
4576002,walking,4576
4576005,many,4576
4576006,waiting,4576
4576008,coca cola,4576
528866002,carrots,528866
528866004,salad,528866
528866008,2,528866
331856000,tennis,331856
331856003,yes,331856
331856005,0,331856
331856006,yes,331856
331856007,white,331856
331856008,red,331856
331856012,flowers,331856
331856013,woman,331856
331856014,brace,331856
331856015,playing tennis,331856
331856018,yes,331856
331856021,yes,331856
331856022,black,331856
331856025,blue,331856
331856027,0,331856
331856029,white,331856
528875000,no,528875
4592001,emirates,4592
4592002,mercedes benz,4592
4592003,no,4592
397809001,person,397809
135666001,no,135666
135670001,bike,135670
135670002,blue,135670
135673001,clouds,135673
135673002,yes,135673
135673006,usa,135673
135673011,yes,135673
135673014,yes,135673
135673015,blue,135673
135673017,yes,135673
135673018,0,135673
135680001,white,135680
135681006,yes,135681
528905008,shirt,528905
528905015,chain link,528905
528905016,young,528905
528905018,yes,528905
135690000,blue and white,135690
135690002,yes,135690
4620001,4,4620
4620002,0,4620
266768001,no,266768
266768002,table,266768
397842000,dog,397842
397842002,lab,397842
135708001,1,135708
135708002,blue,135708
397857000,glasses,397857
397863006,1,397863
528936001,air,528936
284764000,gray,284764
284764001,white,284764
284764005,cook,284764
131847001,paper,131847
175539003,stop sign,175539
528951000,driving,528951
528951001,cars,528951
4665000,nothing,4665
528956002,twin,528956
528962000,bike,528962
528962001,california,528962
528962002,can't tell,528962
528962003,green,528962
135748000,orange,135748
528966000,girl,528966
528966001,unknown,528966
528966002,2,528966
153697000,time,153697
153697001,no,153697
153697002,gold,153697
153697004,roof,153697
266831004,yellow,266831
4688001,plane,4688
4688002,blue,4688
528977001,8,528977
528977002,right,528977
528977003,right,528977
528980000,sign,528980
528980001,white,528980
528980002,rainbow,528980
528984001,yes,528984
22628000,15,22628
22628002,15,22628
22628006,white,22628
4700000,field,4700
4700002,white,4700
4700003,4,4700
4700004,2,4700
4700005,white,4700
4700006,2,4700
266847000,red,266847
266847001,no,266847
66320002,himself,66320
266853000,2,266853
266853001,elephant,266853
529004000,field,529004
529004001,yes,529004
266866000,drive,266866
266866001,umbrella,266866
266866002,white,266866
266866004,no,266866
135797002,6,135797
4731000,no,4731
4731002,green,4731
529020001,snow,529020
529020006,green,529020
4736002,0,4736
397958001,away,397958
372161000,4,372161
372161003,gray,372161
372161007,yes,372161
266889001,red,266889
266892003,in stands,266892
4749001,blue,4749
4749002,banana,4749
4754001,2,4754
4760001,gray,4760
4764002,0,4764
4764005,no,4764
4764008,no,4764
4765001,black,4765
546928000,woman,546928
4772000,woman,4772
4772001,sun,4772
135846000,casual,135846
266920000,3,266920
266920002,3,266920
266920004,3,266920
266920006,3,266920
529065002,ramp,529065
529065003,concrete,529065
529065004,blue,529065
397994001,straight,397994
8888001,bird,8888
8888002,united,8888
529069000,2,529069
529069003,no,529069
266932000,soup,266932
266932001,smoothie,266932
398005001,5,398005
398005003,2,398005
398007000,traffic,398007
4795001,desk,4795
4795002,sleeping,4795
153717000,man,153717
135872003,computer,135872
546934004,vase,546934
546934006,pink,546934
546934007,plant,546934
546934008,no,546934
35076004,raining,35076
35076005,yes,35076
35076006,rain,35076
266951001,mustard,266951
266951002,bun,266951
529096002,brown,529096
398028000,red,398028
398028001,13,398028
398028004,8,398028
529102002,1,529102
398031001,30,398031
392967001,red sox,392967
529105004,clydesdale,529105
135890001,yes,135890
135890003,3,135890
135890004,noon,135890
306638000,no,306638
306638002,rice,306638
135900000,eggs,135900
135900001,no,135900
135900002,dinner,135900
398045002,3,398045
135902001,red,135902
266977001,10 feet,266977
529122001,bird,529122
266981001,church,266981
266981003,black,266981
266981004,very tall,266981
219260001,black,219260
219260004,red,219260
135914001,0,135914
135914002,dell,135914
398066002,city,398066
529148000,yes,529148
529148001,2,529148
529148002,no,529148
529148003,no,529148
131882002,yes,131882
529151003,wooden,529151
529159002,no,529159
197420000,no,197420
197420001,1,197420
197420002,cumulus,197420
529166000,no,529166
529166001,white,529166
44504001,many,44504
44504002,unknown,44504
267035000,yes,267035
267035002,white,267035
267035003,ham,267035
350341003,food,350341
350341004,yes,350341
529187000,friends,529187
529187003,1,529187
135972000,toilet paper,135972
135972002,toilet,135972
398119002,2,398119
398119003,red,398119
135976000,lot,135976
135976003,no,135976
219271001,no,219271
219271003,trees,219271
4916004,male,4916
398138000,white,398138
398138009,no,398138
398138011,bird,398138
529215002,1,529215
398148000,nothing,398148
398148001,50,398148
4936000,broccoli,4936
4936001,silver,4936
4936002,carrot,4936
398153001,yes,398153
398158001,watching tv,398158
328504000,5,328504
529234003,phone,529234
136021000,icing,136021
136021003,1,136021
136021004,chocolate,136021
241124001,drinking,241124
529256001,white,529256
267115001,yes,267115
398188001,yes,398188
398188003,graffiti,398188
4975000,parade,4975
44520000,stop,44520
529266006,mountain,529266
267123001,10,267123
4980001,yes,4980
4980002,pants,4980
529270003,happy,529270
267127001,yes,267127
4988000,ford,4988
4988001,2,4988
267135000,wall,267135
267135001,counter,267135
398209005,no,398209
5001000,umpire,5001
5001001,20,5001
5001002,baseball,5001
398220002,red,398220
398222000,20,398222
398222002,birthday,398222
568814000,picture,568814
568814003,smiling,568814
398236000,no,398236
398237000,0,398237
398237002,ball,398237
267169002,gray,267169
267169003,cold,267169
529314002,0,529314
398246002,stop,398246
398246003,nothing,398246
398246007,sun,398246
398246008,sunny,398246
398246009,red,398246
398246011,yes,398246
5032001,photographer,5032
5032002,yes,5032
5032003,right,5032
5032004,blue,5032
5037000,can't tell,5037
5037003,2,5037
5037005,can't tell,5037
5037006,blue,5037
5037007,bus,5037
5037008,red,5037
267184000,stop,267184
267184008,stop,267184
267184009,cross,267184
267184011,bottom,267184
267184012,no,267184
136117000,suitcase,136117
136117007,lot,136117
267191000,elephant,267191
267191002,no,267191
529344001,field,529344
529344002,riding,529344
546976000,motorcycle,546976
546976003,yes,546976
546976004,riding motorcycle,546976
5060000,yes,5060
5060002,tile,5060
5064012,field,5064
5064015,sunny,5064
529355001,man,529355
529355004,4,529355
136141002,no 1,136141
136143000,white,136143
136143005,yes,136143
136143007,nobody,136143
5076000,2,5076
5076004,yes,5076
5076009,bench,5076
267224000,2010,267224
267224001,0,267224
398304002,no,398304
398309000,0,398309
398309002,evening,398309
372220003,no,372220
136170004,yes,136170
136170005,many,136170
136173000,no,136173
503293001,13,503293
503293002,no,503293
267251000,white,267251
267251003,serving,267251
529404000,no,529404
5123002,background,5123
5123004,business,5123
5123005,1,5123
5124000,red,5124
5124002,no,5124
175619005,bottle,175619
175619006,green,175619
136212000,nothing,136212
398362001,broken,398362
398362002,wall,398362
5154001,stripes,5154
5154002,2,5154
267300002,no,267300
267300004,floor,267300
529447003,no,529447
398377002,3,398377
52546001,brown,52546
529454001,4,529454
529455002,blue,529455
529457000,red,529457
529457002,0,529457
529457005,shade,529457
267314000,casual,267314
267314001,cat,267314
267315000,yes,267315
267315002,phone,267315
136250005,black,136250
136250009,black,136250
136250012,red,136250
136250013,wii,136250
54301001,blue,54301
398076000,man,398076
398076001,reading,398076
398076002,reading,398076
5184002,nothing,5184
170389000,no,170389
170389002,soccer,170389
5193001,phone,5193
5193002,no,5193
5193004,1,5193
5193005,men,5193
5193010,yes,5193
5193011,yes,5193
5193013,phone,5193
5193016,3,5193
5193017,sitting,5193
5193021,outside,5193
5193024,sitting,5193
5193025,no,5193
5193026,taking pictures,5193
571925003,down,571925
571925006,no,571925
136270000,2,136270
136270001,yes,136270
5205001,people,5205
529494003,birds,529494
529494004,yes,529494
529494005,left,529494
398423001,caucasian,398423
398423002,yes,398423
398423005,red,398423
5213001,0,5213
5213003,pine,5213
267363000,white,267363
267363001,0,267363
131942002,nothing,131942
398438002,child,398438
398440000,3,398440
398440002,blue,398440
5225000,dog,5225
5225001,woman,5225
529515001,catcher,529515
529515002,blue,529515
529515005,blue,529515
529515006,red,529515
398454000,white,398454
398454003,red,398454
398454004,white,398454
398454006,english,398454
398454007,english,398454
440991005,left,440991
440991008,unknown,440991
440991011,carrots,440991
440991012,carrot,440991
5245001,blue,5245
5247000,many,5247
5247002,no,5247
241174003,black,241174
136328001,no,136328
529549002,4,529549
136334000,no,136334
398489002,10,398489
153797002,yes,153797
529568000,kitchen,529568
136355000,roses,136355
136355001,yellow,136355
136355004,pink,136355
136355008,3,136355
398505002,7,398505
398505006,1,398505
267434002,yes,267434
267434004,6,267434
267434005,5,267434
267434006,yes,267434
267434007,brown,267434
398507001,6,398507
398507004,nothing,398507
398507005,wood,398507
529590002,yellow,529590
529590004,yes,529590
398519000,wood,398519
529592000,white,529592
529592002,green,529592
568863000,unknown,568863
568863001,1 way,568863
568863003,street,568863
568863004,person,568863
568863005,1 way,568863
568863007,25,568863
398525001,stop,398525
398525003,silver,398525
388619000,2,388619
388619002,2,388619
388619004,yes,388619
388619005,2,388619
388619006,on ground,388619
398534002,happy,398534
398534003,girl,398534
398534006,red,398534
398534010,no,398534
398534011,blue,398534
398534013,up,398534
398534014,in air,398534
398537000,bird,398537
398537003,kite flying,398537
398537006,woman,398537
398537009,hello kitty,398537
5325000,chair,5325
5325002,standing,5325
136400001,yes,136400
136400002,dry,136400
136400003,stop,136400
398548000,zoo,398548
398548001,yellow,398548
503332001,blue,503332
503332002,black,503332
503332003,calm,503332
136411001,unknown,136411
136411002,nothing,136411
187852000,black,187852
480275001,green,480275
480275003,10,480275
480275005,green,480275
480275006,black,480275
480275007,bananas,480275
350416002,no,350416
432993001,jump,432993
398563000,3,398563
398563002,good,398563
529636004,noon,529636
398567003,no,398567
398567004,power,398567
398567006,books,398567
398567008,yes,398567
398567009,man,398567
398567011,desk,398567
398567013,stuffed animal,398567
5352000,white,5352
5352001,coffee,5352
5352005,coke,5352
5352007,white,5352
5352009,soda,5352
5352010,water,5352
5352012,white,5352
5352016,no,5352
5352020,soda,5352
5352021,white,5352
5352023,white,5352
5352024,white,5352
529649000,0,529649
529649002,orange,529649
529649004,mouse,529649
398580004,2,398580
398580006,away,398580
136440000,no,136440
136440001,american,136440
267515000,1,267515
571931001,sidewalk,571931
267521000,united,267521
267521001,united,267521
267521004,airport,267521
267521005,no,267521
267521008,yes,267521
267521011,no,267521
267521012,united,267521
267521013,united,267521
267521016,canada,267521
267521018,delta,267521
267521019,united,267521
267521021,canada,267521
267521023,old,267521
267521026,no,267521
267521027,air force,267521
267521028,yes,267521
5385000,black and white,5385
5385001,18,5385
5385006,25,5385
5385008,27,5385
5385009,25,5385
136458000,white,136458
136458002,no,136458
136458003,yes,136458
136458006,laptop,136458
136458008,iphone,136458
136458011,5,136458
136458014,yes,136458
136464005,bench,136464
136464006,6,136464
136464007,no,136464
267537000,0,267537
136466000,5,136466
529691004,3,529691
529698003,2,529698
5412001,regular,5412
5412002,nothing,5412
398637000,people,398637
398637006,no,398637
398637011,business,398637
314426001,noon,314426
136501002,no,136501
398652001,flowers,398652
5437000,pink,5437
5437002,yes,5437
5443002,yes,5443
398661003,white,398661
131980000,2,131980
131980001,trees,131980
131980002,wooden,131980
398666002,1,398666
136533004,keyboard,136533
398682000,no,398682
529762003,texting,529762
5476000,bottom,5476
5476001,12,5476
136552000,0,136552
267625002,striped,267625
267625004,no,267625
136555000,tie,136555
136555002,boy,136555
267628002,4,267628
5486002,rectangle,5486
5486003,fan,5486
568893002,bedroom,568893
529777003,red,529777
267643000,summer,267643
267643001,luggage,267643
5502000,kite flying,5502
5503005,person,5503
5503007,down,5503
398722000,white,398722
398727001,0,398727
398727002,6,398727
136584000,yes,136584
136584002,railing,136584
5513000,shirt,5513
5513004,no,5513
529806003,racket,529806
529806013,red,529806
267664000,night,267664
136595000,gray,136595
136596004,0,136596
529813001,0,529813
529813002,red,529813
267670009,shower,267670
136600005,picture,136600
5529000,black,5529
5529001,no,5529
398746000,elephants,398746
398748003,water,398748
398748009,water,398748
5535002,nothing,5535
5535003,main street,5535
5535004,red,5535
398753001,power,398753
398753002,14,398753
398753003,baseball,398753
398753006,yes,398753
267683001,nothing,267683
267684002,black,267684
267684005,red,267684
398758001,white,398758
398758003,black,398758
398758005,refrigerator,398758
398758006,up,398758
267690001,2,267690
267690002,2010,267690
267694005,brown,267694
267694007,yes,267694
267694013,3,267694
267694018,3,267694
267694026,cheese,267694
136624004,paper,136624
136624007,yes,136624
529850003,man,529850
267709000,blue,267709
267709003,footprints,267709
267710000,yes,267710
267710001,seagull,267710
267710002,14,267710
136642000,yes,136642
136642003,no,136642
136642004,8,136642
136642008,boundaries,136642
136642009,yes,136642
136642011,yes,136642
136644000,white,136644
136644001,english,136644
136644002,people,136644
398792000,zoo,398792
5577008,0,5577
153847002,yes,153847
267725001,no,267725
267725003,bed,267725
398798002,woman,398798
398798003,blue,398798
398803001,blue,398803
398810003,window,398810
5595001,9,5595
5595003,birds,5595
5595004,5,5595
5599000,yes,5599
5599003,white,5599
5599004,orange,5599
5599006,bird,5599
5599009,blue,5599
5599010,green,5599
5599011,washington,5599
5600002,tomato,5600
5600003,ceramic,5600
5601003,trees,5601
5601005,river,5601
5601007,water,5601
398818001,5,398818
398818003,on table,398818
136680000,high,136680
136680002,yes,136680
136680004,black,136680
136681002,yellow,136681
5617001,2,5617
5617003,playing,5617
529907002,wood,529907
529917003,red,529917
5635001,0,5635
5635002,nothing,5635
136715001,motorcycle,136715
5644003,skateboard,5644
136718002,typing,136718
136720001,toilet,136720
136720003,yes,136720
136722001,3,136722
136722003,yes,136722
136722006,yes,136722
136722007,2,136722
136722013,0,136722
136722014,model,136722
136722016,red,136722
136722021,cloudy,136722
136722027,buildings,136722
327527001,stripes,327527
5652000,0,5652
5652002,3,5652
529944000,jacket,529944
529944002,blonde,529944
267802001,5,267802
576305000,green,576305
576305001,brown,576305
576305002,yes,576305
136734001,yes,136734
398882000,building,398882
398884002,truck,398884
5670001,night,5670
5670003,nowhere,5670
5673002,stop,5673
529966000,1,529966
529966001,wall,529966
529966003,13,529966
529966004,right,529966
529966005,glass,529966
547081000,left,547081
398905000,yes,398905
398905001,guitar,398905
5690001,yes,5690
5690002,trees,5690
5690008,yellow,5690
5690009,2,5690
5690013,8,5690
267837001,jacket,267837
5694000,brown,5694
5694001,leaves,5694
136768002,catcher,136768
136770000,yes,136770
136770001,nothing,136770
136770002,blue,136770
136770003,sunglasses,136770
136772000,cheese,136772
5706000,sun,5706
5706002,white,5706
136780001,flowers,136780
398927000,black,398927
5713000,computer,5713
5713002,words,5713
267861000,2,267861
267861001,motorcycle,267861
267861002,yes,267861
267862000,no,267862
267862001,yes,267862
136793000,down,136793
136793001,decoration,136793
136793002,water,136793
5723001,4,5723
530013001,car,530013
5728000,red,5728
267875000,motorcycles,267875
398948000,chicken,398948
398948001,ham,398948
136807002,black,136807
136820002,yes,136820
5754001,glazed,5754
5754002,12,5754
5754003,paper,5754
5754004,12,5754
5754007,12,5754
5754013,sugar,5754
5754017,12,5754
5754018,3,5754
5754020,6,5754
5754028,12,5754
5754030,12,5754
5754032,12,5754
5758002,noon,5758
5758003,noon,5758
5758004,yes,5758
267903006,no,267903
530052002,unknown,530052
267910003,1,267910
267910009,1,267910
267910010,table,267910
454102004,blue,454102
136841000,no,136841
136841001,phone,136841
530061001,back,530061
136846000,no,136846
136846001,unknown,136846
398992000,reading,398992
398992001,flowers,398992
441009002,7,441009
267932000,white,267932
267933001,running,267933
350491000,cow,350491
267940000,sailboat,267940
267942001,stainless steel,267942
267942002,protection,267942
5802000,yes,5802
5804001,sitting,5804
5804002,yes,5804
528142003,both,528142
267951001,no,267951
267951002,ground,267951
530099001,black and white,530099
530099002,car,530099
5816002,yes,5816
503412000,chair,503412
503412005,yes,503412
503412006,floor,503412
5820000,yes,5820
5820002,no,5820
267972002,yes,267972
399049001,black,399049
136908001,standing,136908
136911000,coffee,136911
136911001,no,136911
136911002,5,136911
136911003,banana,136911
136911005,0,136911
399058000,0,399058
399058001,yellow,399058
399058003,2,399058
399058006,green,399058
136915000,man,136915
136920002,1,136920
267998000,star,267998
267998001,unknown,267998
267998002,nothing,267998
268000001,nothing,268000
136929000,6,136929
136929001,6,136929
136929002,1,136929
136929003,0,136929
136929005,6,136929
530146000,no,530146
126766000,background,126766
126766003,white,126766
126766005,trees,126766
126766013,yes,126766
5860000,coke,5860
5860001,glass,5860
5860002,nothing,5860
5860004,yes,5860
568956000,umbrella,568956
568956004,orange,568956
568956006,no,568956
136938000,2,136938
136938001,no,136938
136938002,donuts,136938
530162000,home,530162
530162002,unknown,530162
328661004,yes,328661
328661005,9,328661
268049002,directions,268049
268058000,yellow,268058
268058003,white,268058
268058004,bird,268058
268058005,white,268058
268058006,candles,268058
268059001,5,268059
268059002,white,268059
136988000,wood,136988
136988003,texting,136988
136988004,yes,136988
530207000,no,530207
530207001,black,530207
987000,0,987
987001,nothing,987
530212001,no,530212
530212002,3,530212
530212003,3,530212
328668003,summer,328668
137003002,white,137003
137004000,lemon,137004
137004001,no,137004
5934000,blue,5934
530226002,brown,530226
399164001,3,399164
399164002,black,399164
137028000,backpack,137028
137028001,black,137028
137028003,home,137028
137031001,0,137031
137031002,blue,137031
137031005,right,137031
137031006,small,137031
137031008,no,137031
399177002,clock,399177
399178000,no,399178
5965001,4,5965
530259001,no,530259
530265000,white,530265
530265002,no,530265
530266002,rear,530266
268124000,15,268124
297698000,no,297698
297698001,skiing,297698
297698002,no,297698
137057000,black,137057
399205000,on man,399205
530278000,3,530278
530278001,blue,530278
530278002,modern,530278
530278003,yes,530278
289842000,kia,289842
289842001,kia,289842
289842003,blue,289842
289842004,white,289842
399212001,3,399212
399212003,blue,399212
6005001,no,6005
6012000,3,6012
6012002,4,6012
137085002,flowers,137085
437910002,down,437910
205333000,cloudy,205333
205333005,many,205333
530317001,palm,530317
530317002,0,530317
530317005,blue,530317
530317006,blue,530317
530317011,boat,530317
6033001,sheep,6033
137106000,white,137106
137106002,4,137106
137108000,unknown,137108
6040002,yellow,6040
6040003,yes,6040
6040006,yes,6040
6040008,yellow,6040
137118000,3,137118
137118002,0,137118
137120001,morning,137120
137120002,head,137120
137120003,yellow,137120
137120005,yes,137120
530337002,blue,530337
530337003,0,530337
530337004,polo,530337
530337008,recently,530337
399269000,bowl,399269
399269003,refrigerator,399269
399274001,sitting,399274
399274002,usa,399274
399274003,2,399274
268215000,carrots,268215
268215004,spinach,268215
268215005,carrots,268215
268215006,beef,268215
268215008,lettuce,268215
268215012,peas,268215
268215014,carrots,268215
268215015,lettuce,268215
268215017,lettuce,268215
268215018,carrots,268215
268215020,carrots,268215
268215023,lettuce,268215
268215024,carrots,268215
268215028,white,268215
268215029,lettuce,268215
6074000,no,6074
6074001,black,6074
6074003,yes,6074
6074004,red,6074
6074005,nothing,6074
6074007,ford,6074
6074009,nothing,6074
6074010,mcdonald's,6074
6074011,black,6074
6074012,red,6074
530367003,no,530367
399296001,0,399296
399296002,yes,399296
399297000,0,399297
399297003,cat,399297
399297010,air,399297
137156000,busy,137156
137156001,usa,137156
137156002,white,137156
268229000,sandals,268229
268233001,in bowl,268233
268233002,no,268233
6091001,stop sign,6091
530383000,sunglasses,530383
530383001,striped,530383
530383002,glasses,530383
530384000,no,530384
530384002,yes,530384
268247001,rose,268247
268254003,white,268254
268254004,nothing,268254
